s_129	G_20	s_163	s_133	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_217	s_251	s_130	s_175	s_255	s_141	G_6	G_30	G_29	s_173	s_235	G_3	s_206	s_210	s_232	s_157	s_190	s_186	G_24	s_161	s_238	G_13
G_14 0.10000000 0.00109769 0.10000000 0.10000000 0.10000000 0.00011049 0.10000000 0.00010989 0.10000000 0.10000000 0.00010374 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009248 0.00010971 0.00012074 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009319 0.00011667 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010906 0.00011135 0.00010942 0.00102419 0.00011017 0.00009108 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.00009114 0.10000000 0.00011491 0.10000000 0.10000000 0.10000000 0.10000000 0.00011263 0.10000000 0.00010476 0.10000000 0.10000000 0.00013239 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008849 0.00011179 0.10000000 0.00010382 0.10000000 0.00009464 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010110 0.00008726 0.10000000 0.00010071 0.00011221 0.10000000 0.00011277 0.00011035 0.10000000 0.10000000 0.00010912 0.00011361 0.00010939 0.10000000 0.10000000 0.10000000 0.10000000 0.00011107 0.10000000 0.10000000 0.00011821 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00015934 0.00009758 0.10000000 0.10000000 0.10000000 0.00008644 0.00011030 0.10000000 0.00011014 0.10000000 0.10000000 0.10000000 0.00008810 0.10000000 0.00016188 0.10000000 0.10000000 0.00008685 0.10000000 0.00012748 0.00010996 0.10000000 0.00011303 0.00108792 0.10000000 0.00009511 0.00104518 0.10000000 0.10000000 0.00011006 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009255 0.00008917 0.00010996 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010903 0.10000000 0.00010997 0.00011028 0.00008929 0.10000000 0.00010955 0.00008519
s_241 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000139 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000139 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
G_10 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006296 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_182 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_156 0.00000613 0.10000000 0.00007105 0.10000000 0.10000000 0.10000000 0.00000796 0.10000000 0.00000557 0.00000605 0.10000000 0.10000000 0.00000737 0.00000291 0.00001145 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006700 0.10000000 0.10000000 0.10000000 0.00001114 0.10000000 0.00000421 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000796 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.00001115 0.10000000 0.10000000 0.10000000 0.00001042 0.10000000 0.10000000 0.10000000 0.10000000 0.00000868 0.00001025 0.10000000 0.00000533 0.00001141 0.00000339 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001285 0.10000000 0.00000866 0.10000000 0.10000000 0.00000345 0.00006705 0.00000948 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000718 0.10000000 0.10000000 0.10000000 0.10000000 0.00000663 0.10000000 0.10000000 0.10000000 0.00006886 0.00000395 0.10000000 0.00000306 0.10000000 0.00000531 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000636 0.10000000 0.10000000 0.10000000 0.10000000 0.00000982 0.10000000 0.00000868 0.00001218 0.00001172 0.10000000 0.00001224 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000743 0.10000000 0.10000000 0.00001306 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000762 0.10000000 0.10000000 0.00000852 0.00000684 0.10000000 0.00001168 0.10000000 0.10000000 0.10000000 0.00000711 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000980 0.10000000 0.10000000 0.10000000 0.00006531 0.10000000 0.10000000
G_5 0.10000000 0.00105267 0.10000000 0.10000000 0.10000000 0.00007477 0.10000000 0.00007551 0.10000000 0.10000000 0.00006617 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005459 0.00007372 0.00007984 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005245 0.00007892 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007301 0.00007562 0.00007420 0.00097748 0.00007449 0.00005123 0.10000000 0.10000000 0.00009114 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.00009029 0.10000000 0.10000000 0.10000000 0.10000000 0.00007707 0.10000000 0.00006886 0.10000000 0.10000000 0.00009621 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005348 0.00007647 0.10000000 0.00007134 0.10000000 0.00006074 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006402 0.00005739 0.10000000 0.00006103 0.00007495 0.10000000 0.00007567 0.00007459 0.10000000 0.10000000 0.00007550 0.00007781 0.00007446 0.10000000 0.10000000 0.10000000 0.10000000 0.00007506 0.10000000 0.10000000 0.00008625 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00011839 0.00005463 0.10000000 0.10000000 0.10000000 0.00004914 0.00007429 0.10000000 0.00007449 0.10000000 0.10000000 0.10000000 0.00004846 0.10000000 0.00011603 0.10000000 0.10000000 0.00005217 0.10000000 0.00009242 0.00007343 0.10000000 0.00007829 0.00104254 0.10000000 0.00005579 0.00099351 0.10000000 0.10000000 0.00007222 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005519 0.00005080 0.00006879 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007482 0.10000000 0.00007500 0.00007427 0.00005559 0.10000000 0.00007528 0.00004189
s_144 0.00001033 0.10000000 0.00005100 0.10000000 0.10000000 0.10000000 0.00000448 0.10000000 0.00000817 0.00001328 0.10000000 0.10000000 0.00001117 0.00001115 0.00000555 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005344 0.10000000 0.10000000 0.10000000 0.00000422 0.10000000 0.00000557 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000422 0.10000000 0.10000000 0.10000000 0.10000000 0.00001115 0.10000000 0 0.10000000 0.10000000 0.10000000 0.00000345 0.10000000 0.10000000 0.10000000 0.10000000 0.00000665 0.00001036 0.10000000 0.00000953 0.00000211 0.00000718 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000399 0.10000000 0.00000548 0.10000000 0.10000000 0.00000106 0.00005438 0.00000426 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000291 0.10000000 0.10000000 0.10000000 0.10000000 0.00001186 0.10000000 0.10000000 0.10000000 0.00005053 0.00000851 0.10000000 0.00001182 0.10000000 0.00000949 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000745 0.10000000 0.10000000 0.10000000 0.10000000 0.00000764 0.10000000 0.00000584 0.00000342 0.00000344 0.10000000 0.00000661 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000501 0.10000000 0.10000000 0.00000503 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000531 0.10000000 0.10000000 0.00000847 0.00000797 0.10000000 0.00000422 0.10000000 0.10000000 0.10000000 0.00000904 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000669 0.10000000 0.10000000 0.10000000 0.00005316 0.10000000 0.10000000
G_16 0.10000000 0.00110877 0.10000000 0.10000000 0.10000000 0.00010912 0.10000000 0.00010908 0.10000000 0.10000000 0.00010084 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009056 0.00010863 0.00011783 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008892 0.00011209 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010848 0.00011027 0.00010805 0.00101528 0.00010750 0.00009100 0.10000000 0.10000000 0.00011491 0.10000000 0.10000000 0.10000000 0.10000000 0.00009029 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.00011124 0.10000000 0.00010189 0.10000000 0.10000000 0.00012931 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008371 0.00011041 0.10000000 0.00009969 0.10000000 0.00009716 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010334 0.00008284 0.10000000 0.00009780 0.00010851 0.10000000 0.00011091 0.00010768 0.10000000 0.10000000 0.00010935 0.00011117 0.00010804 0.10000000 0.10000000 0.10000000 0.10000000 0.00010919 0.10000000 0.10000000 0.00011263 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00015404 0.00009620 0.10000000 0.10000000 0.10000000 0.00008975 0.00010895 0.10000000 0.00010855 0.10000000 0.10000000 0.10000000 0.00008776 0.10000000 0.00016268 0.10000000 0.10000000 0.00007990 0.10000000 0.00012702 0.00010808 0.10000000 0.00011195 0.00107246 0.10000000 0.00009295 0.00103270 0.10000000 0.10000000 0.00010732 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008992 0.00008809 0.00011096 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00010922 0.10000000 0.00010779 0.00010788 0.00008739 0.10000000 0.00010918 0.00008300
s_239 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000633 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000979 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.00000846 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000846 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_243 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00149382 0.10000000 0.10000000 0.10000000 0.10000000 0.00071027 0.00000180 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00070605 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000301 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00070651 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_220 0.00001037 0.10000000 0.00005241 0.10000000 0.10000000 0.10000000 0.00000716 0.10000000 0.00001009 0.00001550 0.10000000 0.10000000 0.00000936 0.00001284 0.00000424 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005272 0.10000000 0.10000000 0.10000000 0.00000557 0.10000000 0.00000641 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000398 0.10000000 0.10000000 0.10000000 0.10000000 0.00001042 0.10000000 0.00000345 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.00000803 0.00001203 0.10000000 0.00000929 0.00000318 0.00000661 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000399 0.10000000 0.00000437 0.10000000 0.10000000 0.00000159 0.00005491 0.00000535 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000371 0.10000000 0.10000000 0.10000000 0.10000000 0.00001008 0.10000000 0.10000000 0.10000000 0.00005023 0.00000883 0.10000000 0.00001040 0.10000000 0.00000983 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000750 0.10000000 0.10000000 0.10000000 0.10000000 0.00000584 0.10000000 0.00000454 0.00000478 0.00000372 0.10000000 0.00000557 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000504 0.10000000 0.10000000 0.00000425 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000481 0.10000000 0.10000000 0.00000796 0.00000990 0.10000000 0.00000504 0.10000000 0.10000000 0.10000000 0.00000936 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000775 0.10000000 0.10000000 0.10000000 0.00005461 0.10000000 0.10000000
s_203 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000817 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000474 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000846 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000474 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
