s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
s_2379 0.01481913 0.00002496 0.01500082 0.00001126 0.01507969 0.01504249 0.01270964 0.00006165 0.01268966 0.01424807 0.01593806 0.01406609 0.01507942 0.01361409 0.01384127 0.01479321 0.01358254 0.01501366 0.01589731 0.00001590 0.01499907 0.01497714 0.00001124 0.01502203 0.07619896 0.00002055 0.00001346 0.01559483 0.15218416 0.01658214 0.01515757 0.01501736 0.01370847 0.01501426 0.01416027 0.01502394 0.01512301 0.01511480 0.01478795 0.01499784 0.01404826 0.00004624 0.01273481 0.01508105 0.01495751 0.01478389 0.01258768 0.01511723 0.01497922 0.00001321 0.01506799 0 0.01503244 0.01663125 0.01510018 0.01544311 0.01594634 0.01659393 0.01578587 0.01517793 0.08268672 0.01519723 0.00002806 0.00004379 0.01592589 0.01403445 0.00004061 0.01503365 0.01500442 0.01577623 0.01360913 0.01573121 0.01510182 0.01518647 0.01499860 1.00000000 0.00002911 0.07948140 0.01409655 0.01666056 0.00007602 0.00006656 0.01272144 0.01387689 0.00001272 0.01506435 0.07620454 0.01568997 0.01657263 0.01526429 0.00001295 0.01509800 0.00011330 0.00000734 0.01463299 0.01510620 0.01508073 0.00001884 0.01510752 0.01506502 0.01380487 0.01401534 0.01501549 0.00019612 0.08138190 0.01410798 0.00005113 0.00000636 0.01402791 0.01501529 0.01560331 0.01474377 0.01337911 0.01587550 0.01500522 0.01516398 0.00004038 0.01501864 0.01544160 0.01586851 0.01406384 0.00001493 0.01516284 0.01407906 0.01598556 0.01512563 0.01512741 0.01569447 0.01487077 0.00001478 0.01510312 0.04669851 0.00001933 0.01270060 0.15164335 0.01508362 0.01493521 0.01497403 0.01556568 0.00008668
F_27 0.00016955 0.01458971 0.00002908 0.01420945 0.00001554 0.00001533 0.01383744 0.01429326 0.01385509 0.00042739 0.01332392 0.00022400 0.00017819 0.01455912 0.01395358 0.00016694 0.01416318 0.00016717 0.01338453 0.01456679 0.00016537 0.00001824 0.01459376 0.00018131 0.07542051 0.01476458 0.01456303 0.01318205 0.15224125 0.01413561 0.00016773 0.00002836 0.01397707 0.00016682 0.01451461 0.00004479 0.00016716 0.00035202 0.00016655 0.00016801 0.00019422 0.01449068 0.01374192 0.00016796 0.00016770 0.00016685 0.01458674 0.00016604 0.00016284 0.01484829 0.00004547 0.01503244 0 0.01416746 0.01489574 0.01282617 0.01338818 0.01413566 0.01322272 0.00016796 0.08334143 0.01499292 0.01503899 0.01484574 0.01333960 0.00015583 0.01470944 0.00004907 0.00021525 0.01452055 0.01378285 0.01369708 0.00004733 0.01497525 0.00001456 0.16114790 0.01464032 0.07941381 0.00034841 0.01419604 0.01469966 0.01458303 0.01373056 0.01394693 0.01474994 0.00003047 0.07539198 0.01320824 0.01412734 0.01434752 0.01469841 0.00004870 0.01473865 0.01483833 0.01397568 0.00016853 0.00018337 0.01456222 0.00001415 0.00003031 0.01432842 0.00014166 0.00017817 0.01506430 0.07857084 0.00034752 0.01470821 0.01460520 0.00014949 0.00002761 0.01566560 0.00012072 0.01397568 0.01332686 0.00017756 0.00035764 0.01473512 0.00002873 0.01528048 0.01333777 0.00014851 0.01469954 0.00034094 0.00015151 0.01389704 0.00016767 0.00016686 0.01332987 0.00016578 0.01476831 0.01483515 0.05618992 0.01448897 0.01385448 0.15217352 0.00017787 0.00017394 0.00016791 0.01323242 0.01395878
F_54 0.01389833 0.01601537 0.01408847 0.01559028 0.01423117 0.01420325 0.01472999 0.01584748 0.01473271 0.01388982 0.01465276 0.01407364 0.01414734 0.01457378 0.01390890 0.01408432 0.01443299 0.01409383 0.01467225 0.01604716 0.01411654 0.01412910 0.01618826 0.01410066 0.07464744 0.01615882 0.01612320 0.01460454 0.15157242 0.00000762 0.01410750 0.01402629 0.01458539 0.01407069 0.01446994 0.01412235 0.01406612 0.01409284 0.01409878 0.01410091 0.01410564 0.01603867 0.01444707 0.01405580 0.01407121 0.01407729 0.01501994 0.01410295 0.01399592 0.01637544 0.01430949 0.01663125 0.01416746 0 0.01602083 0.01437665 0.01465965 0.00000985 0.01486125 0.01409518 0.08198053 0.01600800 0.01670836 0.01636491 0.01468737 0.01396366 0.01622167 0.01409373 0.01413139 0.01437582 0.01345716 0.01518460 0.01414132 0.01589638 0.01423195 0.16114790 0.01619890 0.08023808 0.01393424 0.00000583 0.01626185 0.01622822 0.01457199 0.01344290 0.01631517 0.01412911 0.07460178 0.01476190 0.00000585 0.01599168 0.01615991 0.01412036 0.01627503 0.01626036 0.01571432 0.01404417 0.01409728 0.01610677 0.01413320 0.01401512 0.01332751 0.01396764 0.01409016 0.01635912 0.07736542 0.01408440 0.01623919 0.01610409 0.01410294 0.01412221 0.01528933 0.01379209 0.01458232 0.01472120 0.01411328 0.01406030 0.01611544 0.01416199 0.01589943 0.01471971 0.01399038 0.01616129 0.01418848 0.01397856 0.01479482 0.01408631 0.01407275 0.01492073 0.01409325 0.01623271 0.01578677 0.05592729 0.01596209 0.01473169 0.15072915 0.01414875 0.01408863 0.01409762 0.01510207 0.01517592
F_15 0.01497161 0.01500015 0.01428563 0.01449735 0.01500103 0.01493436 0.01521228 0.01502211 0.01514379 0.01310504 0.00344861 0.01457909 0.01501052 0.01632748 0.01513754 0.01499629 0.01530777 0.01492800 0.00355822 0.01500886 0.01491740 0.01486572 0.01500951 0.01492007 0.07537177 0.01510695 0.01501250 0.00384507 0.15125504 0.01586745 0.01486191 0.01430488 0.01534899 0.01490990 0.01499726 0.01546529 0.01488664 0.01431007 0.01491819 0.01490504 0.01441385 0.01499994 0.01520348 0.01498277 0.01494884 0.01499145 0.01617688 0.01488926 0.01490476 0.01501492 0.01547037 0.01510018 0.01489574 0.01602083 0 0.00444238 0.00372523 0.01588276 0.00438055 0.01491153 0.08030745 0.00001082 0.01511793 0.01501070 0.00353586 0.01428279 0.01501903 0.01548686 0.01484577 0.01395099 0.01475242 0.00411460 0.01550047 0.00001178 0.01490474 0.16114790 0.01501198 0.07602747 0.01309506 0.01599948 0.01500959 0.01499857 0.01521227 0.01495121 0.01512711 0.01425434 0.07538447 0.00449824 0.01587643 0.00081036 0.01500993 0.01552967 0.01498295 0.01500116 0.00537078 0.01487610 0.01490650 0.01499454 0.01551463 0.01436165 0.01532095 0.01426793 0.01497470 0.01525137 0.07510287 0.01321155 0.01501008 0.01502416 0.01450916 0.01430358 0.01780627 0.01482808 0.01534879 0.00337095 0.01489045 0.01430669 0.01500118 0.01430563 0.00000563 0.00339837 0.01450554 0.01501032 0.01421234 0.01438980 0.01477082 0.01479617 0.01479166 0.00364907 0.01479971 0.01497559 0.00012064 0.05414716 0.01500019 0.01513933 0.15063244 0.01482129 0.01495325 0.01500527 0.00424007 0.01407844
s_2340 0.01269144 0.01533264 0.01322439 0.01524632 0.01275357 0.01284427 0.01433153 0.01515111 0.01432812 0.01338718 0.00055169 0.01334015 0.01274670 0.01438509 0.01453485 0.01272968 0.01264101 0.01272995 0.00029131 0.01534235 0.01274854 0.01282017 0.01544685 0.01273700 0.07424503 0.01543382 0.01535367 0.00024127 0.15173046 0.01447745 0.01295699 0.01329813 0.01492610 0.01272805 0.01466699 0.01330949 0.01296998 0.01355440 0.01271886 0.01271977 0.01330305 0.01535709 0.01435784 0.01289883 0.01232662 0.01281983 0.01520864 0.01297736 0.01271949 0.01532482 0.01330908 0.01544311 0.01282617 0.01437665 0.00444238 0 0.00028237 0.01438096 0.00003086 0.01297028 0.08343123 0.00463419 0.01547829 0.01533856 0.00029366 0.01333629 0.01536561 0.01325466 0.01266308 0.01370929 0.01432349 0.00169788 0.01327681 0.00463315 0.01278643 1.00000000 0.01534522 0.07914351 0.01343463 0.01469878 0.01536777 0.01532704 0.01434193 0.01423259 0.01546767 0.01330448 0.07423873 0.00006574 0.01432140 0.00402232 0.01536156 0.01334952 0.01534210 0.01534603 0.00160781 0.01295418 0.01273085 0.01532939 0.01327980 0.01328474 0.01494471 0.01326515 0.01274510 0.01557776 0.08165609 0.01348184 0.01532967 0.01543987 0.01333698 0.01329672 0.01527123 0.01210560 0.01460362 0.00027712 0.01273005 0.01359806 0.01533598 0.01331554 0.00453717 0.00027363 0.01333170 0.01532361 0.01362604 0.01334075 0.01420336 0.01297131 0.01297577 0.00043336 0.01273978 0.01532221 0.00416357 0.06233827 0.01531336 0.01432481 0.14820445 0.01274959 0.01263676 0.01266145 0.00127344 0.01532945
s_2356 0.01335363 0.01581013 0.01306492 0.01581088 0.01335166 0.01337766 0.01479027 0.01563177 0.01477767 0.01302927 0.00021586 0.01441469 0.01341206 0.01462202 0.01471891 0.01339151 0.01329152 0.01339151 0.00000230 0.01583077 0.01340018 0.01333424 0.01582210 0.01339566 0.07602077 0.01594834 0.01583164 0.00001058 0.15243031 0.01477342 0.01337291 0.01307055 0.01501209 0.01339121 0.01460242 0.01355285 0.01337620 0.01301966 0.01353631 0.01338092 0.01444551 0.01582644 0.01483043 0.01337527 0.01332701 0.01338535 0.01577451 0.01338497 0.01339133 0.01583857 0.01361866 0.01594634 0.01338818 0.01465965 0.00372523 0.00028237 0 0.01466857 0.00001613 0.01337738 0.08065648 0.00367074 0.01596760 0.01583559 0.00001221 0.01443586 0.01584998 0.01356831 0.01332575 0.01385050 0.01456010 0.00089011 0.01375318 0.00367461 0.01337473 1.00000000 0.01583901 0.07548818 0.01319493 0.01503419 0.01581969 0.01581061 0.01479137 0.01472209 0.01597153 0.01306681 0.07603617 0.00001694 0.01461159 0.00382513 0.01584541 0.01374400 0.01582538 0.01581099 0.00123551 0.01336412 0.01339472 0.01581153 0.01375662 0.01306006 0.01518043 0.01440010 0.01340718 0.01613392 0.07764498 0.01322570 0.01582380 0.01585159 0.01443715 0.01305396 0.01615873 0.01305911 0.01501057 0.00000570 0.01338981 0.01302235 0.01581974 0.01307897 0.00379283 0.00000347 0.01443964 0.01582488 0.01306336 0.01429537 0.01458418 0.01338462 0.01338290 0.00001311 0.01339464 0.01580331 0.00352172 0.05540765 0.01581255 0.01476967 0.14855100 0.01341743 0.01332366 0.01339264 0.00059802 0.01478539
F_45 0.01389767 0.01617080 0.01406122 0.01560996 0.01418593 0.01421559 0.01462343 0.01597855 0.01470465 0.01387882 0.01465582 0.01421570 0.01411144 0.01453124 0.01383470 0.01406994 0.01449943 0.01406211 0.01468397 0.01608563 0.01408391 0.01411029 0.01613578 0.01405887 0.07444275 0.01634336 0.01620695 0.01461122 0.15156126 0.00000563 0.01406065 0.01408539 0.01453262 0.01403385 0.01446411 0.01410126 0.01402203 0.01405910 0.01407575 0.01409486 0.01407133 0.01619706 0.01447709 0.01403686 0.01405012 0.01408372 0.01497417 0.01407389 0.01404244 0.01631428 0.01432370 0.01659393 0.01413566 0.00000985 0.01588276 0.01438096 0.01466857 0 0.01486637 0.01405314 0.08157596 0.01586851 0.01658692 0.01625872 0.01468960 0.01393777 0.01611278 0.01405666 0.01409938 0.01421936 0.01352308 0.01511490 0.01412829 0.01575161 0.01423301 0.16114790 0.01620845 0.08015470 0.01393198 0.00000838 0.01621211 0.01618999 0.01463621 0.01347296 0.01642873 0.01410875 0.07453518 0.01477656 0.00000790 0.01580247 0.01610911 0.01408338 0.01616473 0.01626447 0.01572178 0.01402814 0.01406049 0.01619066 0.01408648 0.01407531 0.01337054 0.01385607 0.01405592 0.01653551 0.07714673 0.01413932 0.01633872 0.01619446 0.01414027 0.01408258 0.01542580 0.01376238 0.01452981 0.01472518 0.01407490 0.01412871 0.01632631 0.01414312 0.01576716 0.01472384 0.01396707 0.01610425 0.01415374 0.01393158 0.01475211 0.01407996 0.01405751 0.01480666 0.01406498 0.01628694 0.01559290 0.05641036 0.01619985 0.01470610 0.15090851 0.01410098 0.01402164 0.01407429 0.01494503 0.01539815
s_2361 0.01319455 0.01566098 0.01365719 0.01565456 0.01319382 0.01321627 0.01472614 0.01550259 0.01470843 0.01360100 0.00028636 0.01377033 0.01325098 0.01470828 0.01469829 0.01323192 0.01300620 0.01323192 0.00001519 0.01568258 0.01323940 0.01317117 0.01567050 0.01323352 0.07531421 0.01578596 0.01568482 0.00001351 0.15209143 0.01484861 0.01320973 0.01372825 0.01462578 0.01323137 0.01452453 0.01367604 0.01321603 0.01395327 0.01316627 0.01321336 0.01373276 0.01567929 0.01475591 0.01321510 0.01315095 0.01321419 0.01558887 0.01322454 0.01323030 0.01568608 0.01374950 0.01578587 0.01322272 0.01486125 0.00438055 0.00003086 0.00001613 0.01486637 0 0.01321780 0.08355537 0.00437912 0.01580019 0.01568289 0.00002316 0.01369802 0.01569708 0.01368177 0.01317135 0.01394041 0.01439652 0.00140399 0.01369228 0.00437869 0.01321486 1.00000000 0.01568686 0.07987942 0.01385285 0.01518778 0.01566512 0.01565562 0.01471796 0.01462734 0.01581103 0.01366027 0.07544924 0.00000074 0.01481442 0.00386072 0.01569046 0.01369150 0.01567005 0.01564798 0.00087241 0.01320074 0.01323467 0.01565877 0.01369399 0.01371848 0.01516959 0.01369651 0.01324749 0.01597668 0.08223167 0.01387455 0.01567163 0.01569835 0.01370609 0.01372962 0.01547789 0.01287828 0.01462433 0.00001596 0.01323053 0.01383863 0.01566711 0.01374627 0.00447231 0.00001348 0.01370336 0.01567398 0.01386914 0.01370038 0.01460973 0.01322464 0.01322341 0.00015423 0.01321728 0.01565213 0.00407774 0.05793970 0.01566479 0.01470394 0.14828474 0.01325635 0.01316258 0.01322480 0.00102584 0.01466728
s_2389 0.00000439 0.01493806 0.00018217 0.01490733 0.00006517 0.00006493 0.01384892 0.01445603 0.01386370 0.00063747 0.01331731 0.00039378 0.00001959 0.01463057 0.01404901 0.00000532 0.01420089 0.00000557 0.01338257 0.01494793 0.00000677 0.00016914 0.01473734 0.00001986 0.07516109 0.01513737 0.01494023 0.01319413 0.15280363 0.01407031 0.00000312 0.00018534 0.01491911 0.00000533 0.01456168 0.00019781 0.00000144 0.00055024 0.00000435 0.00000533 0.00036753 0.01494455 0.01375712 0.00000096 0.00026937 0.00000581 0.01464441 0.00000192 0.00000725 0.01504731 0.00004507 0.01517793 0.00016796 0.01409518 0.01491153 0.01297028 0.01337738 0.01405314 0.01321780 0 0.08328595 0.01491448 0.01517780 0.01504436 0.01333253 0.00033095 0.01492009 0.00020566 0.00005746 0.01445477 0.01404091 0.01370088 0.00020649 0.01481043 0.00001517 1.00000000 0.01493469 0.07957031 0.00038550 0.01413194 0.01484348 0.01493049 0.01382975 0.01393065 0.01511422 0.00018955 0.07515832 0.01328062 0.01406310 0.01446617 0.01484252 0.00020618 0.01500491 0.01498529 0.01419840 0.00000120 0.00002761 0.01493860 0.00016403 0.00018595 0.01433381 0.00031654 0.00002110 0.01514862 0.07855264 0.00054595 0.01504231 0.01494984 0.00032034 0.00018511 0.01578602 0.00031388 0.01452957 0.01332341 0.00002010 0.00039608 0.01506253 0.00018657 0.01509589 0.01333369 0.00032293 0.01491021 0.00035622 0.00032659 0.01389133 0.00000096 0.00003410 0.01341041 0.00000194 0.01509697 0.01472179 0.05614221 0.01491751 0.01386428 0.15241027 0.00001888 0.00002347 0.00000460 0.01331892 0.01404346
s_2335 0.08312495 0.08233095 0.08030875 0.08233164 0.08329205 0.08328851 0.08433916 0.08235615 0.08433806 0.07968772 0.07981487 0.08353127 0.08330288 0.08480175 0.08386479 0.08326713 0.08469447 0.08326503 0.08014198 0.08232902 0.08329626 0.08348445 0.08224988 0.08331070 0.07734561 0.08285515 0.08239242 0.08141084 0.15425810 0.08154781 0.08326505 0.08041554 0.08392291 0.08326327 0.08446612 0.08366001 0.08314821 0.08031785 0.08325353 0.08326524 0.08334102 0.08238559 0.08446316 0.08326353 0.08343006 0.08325668 0.08411202 0.08318095 0.08330109 0.08234414 0.08374894 0.08268672 0.08334143 0.08198053 0.08030745 0.08343123 0.08065648 0.08157596 0.08355537 0.08328595 0 0.08031156 0.08286971 0.08214765 0.08067084 0.08341915 0.08230064 0.08366596 0.08310152 0.08484752 0.08369147 0.07991831 0.08375656 0.08022444 0.08329271 1.00000000 0.08236118 0.00000059 0.07974611 0.08201149 0.08231190 0.08230196 0.08425808 0.08438136 0.08290597 0.08039641 0.07735003 0.08290651 0.08157478 0.08209916 0.08230993 0.08363789 0.08230920 0.08215949 0.07674047 0.08326098 0.08327324 0.08239439 0.08367171 0.08030178 0.08454793 0.08312000 0.08326888 0.08281052 0.00000045 0.07983737 0.08215838 0.08230059 0.08325373 0.08040805 0.08398807 0.08364610 0.08393967 0.08032265 0.08326842 0.08024103 0.08217179 0.08040086 0.08029729 0.08045962 0.08332600 0.08232509 0.08038979 0.08346559 0.08429867 0.08326878 0.08318621 0.08036098 0.08336466 0.08229849 0.08029883 0.00528757 0.08233045 0.08434481 0.15350383 0.08327032 0.08368409 0.08337866 0.08194431 0.08201560
F_24 0.01498621 0.01510191 0.01437951 0.01459514 0.01506009 0.01494160 0.01518925 0.01511552 0.01518998 0.01326408 0.00339786 0.01457682 0.01501500 0.01632029 0.01518359 0.01501074 0.01537831 0.01500762 0.00350700 0.01509851 0.01499591 0.01500514 0.01510416 0.01499852 0.07557372 0.01520358 0.01510238 0.00379368 0.15138574 0.01585708 0.01494142 0.01438789 0.01501022 0.01498909 0.01505637 0.01539263 0.01496282 0.01422421 0.01493589 0.01491192 0.01441824 0.01509387 0.01530719 0.01498456 0.01496269 0.01500868 0.01626076 0.01499355 0.01505195 0.01510976 0.01547451 0.01519723 0.01499292 0.01600800 0.00001082 0.00463419 0.00367074 0.01586851 0.00437912 0.01491448 0.08031156 0 0.01521558 0.01510536 0.00348686 0.01428555 0.01511381 0.01552802 0.01485278 0.01388850 0.01482486 0.00405442 0.01554765 0.00000166 0.01498388 0.16114790 0.01510680 0.07602153 0.01324229 0.01598587 0.01510451 0.01509366 0.01519299 0.01501926 0.01522349 0.01427302 0.07558579 0.00449670 0.01586424 0.00080760 0.01510483 0.01552103 0.01512440 0.01509568 0.00561784 0.01495664 0.01492658 0.01508468 0.01553593 0.01437310 0.01531665 0.01428584 0.01498856 0.01532491 0.07510581 0.01328824 0.01510501 0.01511862 0.01458260 0.01439422 0.01783483 0.01484639 0.01501007 0.00332489 0.01496878 0.01435415 0.01509600 0.01427987 0.00002154 0.00335228 0.01438137 0.01510426 0.01422678 0.01439058 0.01479621 0.01487359 0.01486910 0.00359821 0.01489254 0.01508795 0.00011807 0.05368098 0.01509389 0.01519018 0.15065162 0.01483740 0.01496360 0.01500953 0.00418048 0.01417848
s_2345 0.01504889 0.00002631 0.01500238 0.00002483 0.01508993 0.01504713 0.01275299 0.00002904 0.01273173 0.01422578 0.01597289 0.01405095 0.01508335 0.01361533 0.01385496 0.01502150 0.01362045 0.01501952 0.01595357 0.00005585 0.01501262 0.01497164 0.00002730 0.01502959 0.07598810 0.00002855 0.00005684 0.01562818 0.15245790 0.01658107 0.01515546 0.01502127 0.01337500 0.01501924 0.01417172 0.01503206 0.01512044 0.01509117 0.01476343 0.01500175 0.01403346 0.00002482 0.01278989 0.01507934 0.01516077 0.01475959 0.01257203 0.01511425 0.01498513 0.00002432 0.01507282 0.00002806 0.01503899 0.01670836 0.01511793 0.01547829 0.01596760 0.01658692 0.01580019 0.01517780 0.08286971 0.01521558 0 0.00002408 0.01597040 0.01401213 0.00003599 0.01502830 0.01503277 0.01572811 0.01355400 0.01622522 0.01510363 0.01519930 0.01500159 1.00000000 0.00006255 0.07933162 0.01408094 0.01669731 0.00003847 0.00003004 0.01272452 0.01385053 0.00002954 0.01506656 0.07599640 0.01571600 0.01665364 0.01526759 0.00002879 0.01510393 0.00005784 0.00002907 0.01519700 0.01510306 0.01507085 0.00011966 0.01511576 0.01506731 0.01390317 0.01402839 0.01500365 0.00015797 0.08149088 0.01406408 0.00004494 0.00002755 0.01402029 0.01501404 0.01560765 0.01506547 0.01304213 0.01591582 0.01500677 0.01513488 0.00003004 0.01501529 0.01545863 0.01589966 0.01405526 0.00003202 0.01516915 0.01406440 0.01601698 0.01512275 0.01511288 0.01587632 0.01501896 0.00003394 0.01511846 0.05198178 0.00012586 0.01275295 0.15177485 0.01508762 0.01493617 0.01497919 0.01579745 0.00003402
s_2397 0.01464339 0.00002838 0.01481292 0.00001038 0.01490379 0.01486274 0.01261494 0.00001976 0.01258987 0.01406391 0.01581672 0.01391064 0.01488764 0.01349696 0.01369697 0.01461801 0.01344699 0.01483281 0.01577857 0.00001717 0.01481851 0.01479120 0.00001501 0.01484151 0.07603752 0.00002348 0.00001574 0.01548930 0.15210385 0.01625309 0.01480665 0.01483831 0.01327593 0.01483286 0.01398966 0.01484157 0.01491139 0.01493552 0.01461323 0.01481654 0.01389168 0.00001191 0.01262603 0.01487385 0.01477435 0.01461008 0.01248031 0.01494137 0.01480135 0.00001598 0.01488039 0.00004379 0.01484574 0.01636491 0.01501070 0.01533856 0.01583559 0.01625872 0.01568289 0.01504436 0.08214765 0.01510536 0.00002408 0 0.01581718 0.01386777 0.00000787 0.01484480 0.01482319 0.01548269 0.01342891 0.01562339 0.01491049 0.01508098 0.01482017 1.00000000 0.00002790 0.07903903 0.01393804 0.01631687 0.00001787 0.00001789 0.01261964 0.01370374 0.00001565 0.01487462 0.07604578 0.01558793 0.01627104 0.01513999 0.00001430 0.01491039 0.00004245 0.00000954 0.01454094 0.01489637 0.01488799 0.00001932 0.01491866 0.01487539 0.01362670 0.01389271 0.01469454 0.00018855 0.07730301 0.01395439 0.00001860 0.00000882 0.01388064 0.01482948 0.01539388 0.01455790 0.01294910 0.01577001 0.01468102 0.01497598 0.00000477 0.01483292 0.01532542 0.01576651 0.01390694 0.00004818 0.01497718 0.01391220 0.01579148 0.01499602 0.01494552 0.01559165 0.01469398 0.00001249 0.01499771 0.04789309 0.00001932 0.01262048 0.15164581 0.01476075 0.01474923 0.01479510 0.01557783 0.00003143
s_2354 0.01330834 0.01579509 0.01299029 0.01579132 0.01330484 0.01333188 0.01481827 0.01561725 0.01480307 0.01284873 0.00000100 0.01439302 0.01336780 0.01471288 0.01472734 0.01334677 0.01327724 0.01334676 0.00000335 0.01581633 0.01335995 0.01328513 0.01580678 0.01334756 0.07599990 0.01592686 0.01581809 0.00001805 0.15237827 0.01479160 0.01332800 0.01299741 0.01507108 0.01334648 0.01459215 0.01347364 0.01333135 0.01282533 0.01349273 0.01333639 0.01444895 0.01582152 0.01485016 0.01333038 0.01328295 0.01334066 0.01573211 0.01334020 0.01334540 0.01582082 0.01353997 0.01592589 0.01333960 0.01468737 0.00353586 0.00029366 0.00001221 0.01468960 0.00002316 0.01333253 0.08067084 0.00348686 0.01597040 0.01581718 0 0.01441193 0.01583202 0.01348949 0.01334176 0.01385018 0.01454460 0.00061042 0.01367620 0.00348619 0.01332896 1.00000000 0.01582157 0.07535118 0.01303358 0.01506525 0.01580084 0.01579108 0.01481978 0.01472526 0.01595137 0.01299155 0.07601514 0.00002422 0.01464271 0.00384798 0.01582332 0.01366677 0.01580526 0.01579851 0.00125469 0.01331913 0.01335065 0.01579213 0.01367963 0.01298495 0.01518593 0.01441129 0.01336273 0.01615013 0.07755337 0.01306360 0.01580564 0.01583360 0.01441382 0.01297792 0.01624190 0.01302085 0.01506925 0.00001272 0.01334533 0.01283099 0.01581112 0.01297955 0.00359892 0.00000973 0.01441742 0.01580853 0.01287005 0.01429941 0.01462694 0.01333982 0.01333811 0.00001997 0.01334981 0.01581206 0.00331877 0.05501544 0.01579724 0.01479747 0.14863570 0.01337315 0.01327511 0.01334793 0.00051862 0.01477068
G_9 0.00031789 0.01359619 0.00141742 0.01328356 0.00021985 0.00021985 0.01382646 0.01331792 0.01383359 0.00150799 0.01441790 0.00002888 0.00032573 0.01508431 0.01402544 0.00031425 0.01414606 0.00031400 0.01446997 0.01359329 0.00031302 0.00023924 0.01359996 0.00032951 0.07533203 0.01375292 0.01359285 0.01403510 0.15227129 0.01394212 0.00033142 0.00141570 0.01396062 0.00031406 0.01448537 0.00056928 0.00033099 0.00135148 0.00031779 0.00031514 0.00002425 0.01351267 0.01384507 0.00033166 0.00037682 0.00031510 0.01487676 0.00032966 0.00037482 0.01385514 0.00059144 0.01403445 0.00015583 0.01396366 0.01428279 0.01333629 0.01443586 0.01393777 0.01369802 0.00033095 0.08341915 0.01428555 0.01401213 0.01386777 0.01441193 0 0.01373182 0.00065674 0.00026899 0.01446530 0.01381475 0.01509849 0.00063552 0.01428238 0.00015664 0.16114790 0.01365921 0.07966335 0.00136557 0.01408050 0.01372947 0.01360021 0.01379106 0.01392762 0.01375990 0.00134872 0.07531504 0.01368949 0.01393474 0.01375722 0.01372850 0.00061374 0.01357610 0.01386475 0.01420221 0.00033153 0.00033218 0.01358971 0.00056825 0.00142000 0.01442274 0.00001648 0.00032585 0.01393003 0.07875696 0.00124278 0.01373026 0.01360341 0.00001685 0.00141562 0.01537003 0.00045109 0.01395923 0.01433805 0.00032495 0.00138602 0.01373219 0.00141717 0.01486791 0.01437183 0.00002196 0.01373738 0.00132730 0.00001800 0.01386497 0.00033180 0.00032957 0.01441837 0.00031367 0.01376444 0.01442011 0.05628035 0.01351630 0.01382518 0.15134886 0.00032605 0.00032080 0.00031546 0.01427869 0.01298270
