s_3356	s_3441	s_3349	s_3444	s_3331	s_3382	s_3436	s_3377	s_3277	s_3280	s_3402	s_3378	s_3328	s_3287	s_3410	s_3254	s_3428	s_3393	s_3386	s_3417	s_3415	s_3326	s_3395	s_3301	s_3274	s_3351	s_3421	s_3256	s_3358	s_3297	s_3425	s_3304	s_3357	s_3264	s_3338	s_3342	s_3353	s_3325	s_3368	s_3335	s_3303	s_3432	s_3292	s_3257	s_3266	s_3366	s_3306	s_3409	s_3355	s_3334	s_3399	s_3375	s_3265	s_3253	s_3288	s_3413	s_3345	s_3341	s_3299	s_3282	s_3319	s_3380	s_3397	s_3339	s_3259	s_3284	s_3435	s_3330	s_3423	s_3261	s_3446	s_3437	s_3384	s_3285	s_3448	s_3445	s_3329	s_3360	s_3369	s_3315	s_3309	s_3343	s_3383	s_3405	s_3258	s_3348	s_3294	s_3305	s_3296	s_3313	s_3450	s_3317	s_3359	s_3376	s_3262	s_3416	s_3362	s_3276	s_3332	s_3286	s_3401	s_3324	s_3278	s_3260	s_3350	s_3281	s_3321	s_3424	s_3293	s_3307	s_3403	s_3255	s_3269	s_3340	s_3316	s_3388	s_3336	s_3252	s_3279	s_3344	s_3396	s_3434	s_3352	s_3419	s_3298	s_3365	s_3320	s_3373	s_3354	s_3367	s_3438	s_3291	s_3300	s_3447	s_3308	s_3346	s_3404	s_3318	s_3295	s_3412	s_3272	s_3379	s_3433	s_3385	s_3333	s_3398	s_3374	s_3431	s_3314	s_3311	s_3449	s_3408
s_3288 0.00373014 0.00395103 0.00383567 0.00393729 0.00347830 0.00434266 0.00004135 0.00393785 0.00400235 0.00393967 0.00383547 0.00390631 0.00389630 0.00003489 0.00354483 0.00384794 0.00430088 0.00382205 0.00380183 0.00393101 0.00356133 0.00399411 0.00428132 0.00311135 0.00367892 0.00390207 0.00388717 0.00391811 0.00390666 0.00314227 0.00367643 0.00343046 0.00391253 0.00323119 0.00393834 0.00368148 0.00395575 0.00400239 0.00387848 0.00443128 0.00367386 0.00399438 0.00355557 0.00394636 0.00360004 0.00489118 0.00394492 0.00430558 0.00394329 0.00477192 0.00387230 0.00389321 0.00396946 0.00392968 0 0.00359982 0.00384209 0.00378266 0.00385253 0.00368989 0.00355958 0.00389388 0.00008960 0.00393619 0.00394869 0.00372757 0.00392975 0.00354824 0.00384480 0.00391164 0.00376135 0.00376608 0.00380145 0.00393150 0.00512990 0.00394260 0.00322734 0.00383723 0.10095059 0.00370201 0.00342823 0.00390484 0.00430282 0.00433599 0.00391641 0.00477571 0.00372916 0.00387284 0.00377518 0.00375197 0.00384459 0.00373695 0.00386629 0.00392646 0.00390962 0.00391331 0.00392579 0.00374279 0.00359240 0.00386374 0.00380532 0.00375005 0.00372760 0.00400243 0.00396902 0.00364997 0.00359194 0.00394463 0.00002002 0.00391492 0.00354328 0.00396639 0.00377594 0.00390934 0.00392271 0.00393340 0.00392913 0.00359386 0.00404535 0.00398771 0.00423260 0.00357201 0.00393264 0.00394457 0.00348962 0.00488351 0.00349656 0.00346999 0.00393844 0.00489021 0.00370003 0.00393162 0.00343142 0.00395842 0.00398127 0.00386389 0.00282201 0.00328447 0.00367150 0.00393669 0.00349024 0.00391757 0.00393966 0.00381501 0.00324797 0.00408366 0.00359727 0.00390080 0.00365476 0.00266877 0.00388267 0.00391048
s_3413 0.00376642 0.00419478 0.00385713 0.00416485 0.00382538 0.00358246 0.00360573 0.00404793 0.00356396 0.00309991 0.00408640 0.00385149 0.00402364 0.00352227 0.00389071 0.00395359 0.00361136 0.00353418 0.00399637 0.00417301 0.00401657 0.00353134 0.00348671 0.00281422 0.00334953 0.00417427 0.00406023 0.00397136 0.00403430 0.00336564 0.00007380 0.00357717 0.00393862 0.00020282 0.00384123 0.00381247 0.00412794 0.00354188 0.00418513 0.00431373 0.00380869 0.00416763 0.00008026 0.00401837 0.00012725 0.00494269 0.00344810 0.00359269 0.00399777 0.00457080 0.00421006 0.00407437 0.00402055 0.00403710 0.00359982 0 0.00389609 0.00382512 0.00398104 0.00006289 0.00388850 0.00397144 0.00356124 0.00400914 0.00401673 0.00297184 0.00415922 0.00391442 0.00409442 0.00404043 0.00397194 0.00402227 0.00389964 0.00308984 0.00509156 0.00417569 0.00358127 0.00402621 0.05147059 0.00381510 0.00365593 0.00392291 0.00353885 0.00359486 0.00399883 0.00473867 0.00391416 0.00390549 0.00392610 0.00339564 0.00355241 0.00384865 0.00391802 0.00401141 0.00393170 0.00412364 0.00411561 0.00340495 0.00397655 0.00306456 0.00350702 0.00386837 0.00296388 0.00405293 0.00340229 0.00007292 0.00391926 0.00403882 0.00349447 0.00347780 0.00010478 0.00405117 0.00393609 0.00399386 0.00397039 0.00416272 0.00402726 0.00368033 0.00314398 0.00354623 0.00352494 0.00393206 0.00411903 0.00414360 0.00373133 0.00488796 0.00390570 0.00376441 0.00411024 0.00490101 0.00330348 0.00309103 0.00356668 0.00419977 0.00347827 0.00397126 0.00384766 0.00374579 0.00388503 0.00405381 0.00014514 0.00399359 0.00418717 0.00401051 0.00367923 0.00336693 0.00390794 0.00411532 0.00339204 0.00202941 0.00406685 0.00413563
s_3345 0.00030057 0.00010014 0.00020808 0.00012162 0.00374860 0.00407715 0.00372996 0.00367439 0.00379227 0.00382630 0.00224233 0.00367488 0.00012534 0.00366191 0.00027035 0.00011620 0.00403089 0.00351672 0.00023643 0.00009950 0.00367418 0.00392169 0.00406106 0.00300875 0.00351899 0.00010641 0.00014431 0.00010492 0.00015124 0.00029938 0.00398825 0.00016398 0.00015218 0.00366508 0.00011898 0.00025194 0.00009920 0.00388964 0.00010482 0.00441020 0.00007740 0.00009794 0.00397344 0.00010486 0.00407781 0.00479899 0.00385980 0.00402671 0.00015226 0.00461122 0.00225711 0.00013952 0.00009874 0.00010264 0.00384209 0.00389609 0 0.00008854 0.00008713 0.00406027 0.00386919 0.00364025 0.00366568 0.00011626 0.00010407 0.00360164 0.00010148 0.00390580 0.00013810 0.00010039 0.00016347 0.00224525 0.00022174 0.00377317 0.00498639 0.00009419 0.00350180 0.00017359 0.05264505 0.00025755 0.00370785 0.00006782 0.00404905 0.00406291 0.00011089 0.00472767 0.00214416 0.00004413 0.00215190 0.00367683 0.00345348 0.00019928 0.00015522 0.00363863 0.00010317 0.00005293 0.00011866 0.00356204 0.00392237 0.00374101 0.00353361 0.00027421 0.00364961 0.00009654 0.00379611 0.00404175 0.00390031 0.00366297 0.00373555 0.00382896 0.00393869 0.00009676 0.00012955 0.00012078 0.00011646 0.00013233 0.00012161 0.00015636 0.00390658 0.00385794 0.00399778 0.00023219 0.00010754 0.00010139 0.00015360 0.00479318 0.00385689 0.00043962 0.00010653 0.00484589 0.00331387 0.00389115 0.00018685 0.00010077 0.00386413 0.00006946 0.00381016 0.00360036 0.00210305 0.00010456 0.00395998 0.00366002 0.00010427 0.00023431 0.00361687 0.00384212 0.00026040 0.00011674 0.00368364 0.00382428 0.00014178 0.00010842
s_3341 0.00030292 0.00011733 0.00023043 0.00012791 0.00375571 0.00407687 0.00364685 0.00369175 0.00378664 0.00381235 0.00221188 0.00367572 0.00014339 0.00365112 0.00028221 0.00013501 0.00405776 0.00351676 0.00021451 0.00010962 0.00371493 0.00392711 0.00407542 0.00304039 0.00349366 0.00012579 0.00015246 0.00011794 0.00015649 0.00030832 0.00391063 0.00017119 0.00015426 0.00364562 0.00013652 0.00025115 0.00011350 0.00389215 0.00012485 0.00436408 0.00009620 0.00012024 0.00390278 0.00011517 0.00402816 0.00470417 0.00379125 0.00405214 0.00015965 0.00458232 0.00222416 0.00015261 0.00011822 0.00011517 0.00378266 0.00382512 0.00008854 0 0.00008968 0.00404345 0.00385335 0.00364558 0.00358558 0.00012996 0.00011850 0.00357377 0.00011747 0.00389843 0.00015215 0.00011704 0.00017802 0.00219935 0.00023345 0.00378786 0.00488775 0.00011585 0.00352203 0.00016953 0.01859410 0.00025974 0.00367934 0.00008959 0.00408173 0.00406601 0.00011987 0.00465148 0.00213494 0.00005891 0.00213031 0.00366541 0.00349673 0.00019080 0.00016034 0.00364795 0.00011652 0.00006748 0.00012341 0.00360376 0.00392211 0.00371482 0.00351240 0.00029704 0.00362035 0.00011406 0.00379449 0.00398218 0.00389932 0.00366349 0.00367409 0.00383312 0.00386707 0.00011956 0.00013795 0.00013614 0.00011114 0.00012701 0.00013611 0.00016749 0.00388264 0.00377651 0.00401484 0.00024428 0.00012490 0.00011732 0.00016066 0.00472096 0.00382709 0.00044072 0.00012476 0.00477288 0.00333395 0.00387691 0.00019591 0.00011955 0.00383959 0.00008457 0.00381542 0.00367044 0.00208703 0.00011896 0.00391084 0.00367649 0.00011933 0.00024177 0.00361626 0.00386303 0.00027522 0.00012718 0.00370400 0.00378574 0.00014969 0.00012073
s_3299 0.00028188 0.00006109 0.00019541 0.00007707 0.00376960 0.00425399 0.00371064 0.00379777 0.00390929 0.00390198 0.00222061 0.00377290 0.00008177 0.00364314 0.00027093 0.00007905 0.00417889 0.00365226 0.00022062 0.00007477 0.00378099 0.00395759 0.00414891 0.00302672 0.00360602 0.00007413 0.00012147 0.00006630 0.00010695 0.00022947 0.00407178 0.00018074 0.00011822 0.00367283 0.00007679 0.00026684 0.00006598 0.00393771 0.00007281 0.00437479 0.00010403 0.00006566 0.00402918 0.00006513 0.00412258 0.00478332 0.00391956 0.00419325 0.00011470 0.00468559 0.00222605 0.00010195 0.00006357 0.00006787 0.00385253 0.00398104 0.00008713 0.00008968 0 0.00416204 0.00392198 0.00376120 0.00364179 0.00007282 0.00007003 0.00370705 0.00006981 0.00387419 0.00010416 0.00006929 0.00011793 0.00220806 0.00019621 0.00389595 0.00496856 0.00006314 0.00344627 0.00013597 0.05374000 0.00020819 0.00377936 0.00008497 0.00417848 0.00420779 0.00007124 0.00472321 0.00215714 0.00005747 0.00216290 0.00375902 0.00365456 0.00015261 0.00011490 0.00377631 0.00006428 0.00007303 0.00007947 0.00368602 0.00392285 0.00382466 0.00368950 0.00023766 0.00373662 0.00006777 0.00393533 0.00413044 0.00390448 0.00377047 0.00367456 0.00391029 0.00401573 0.00006734 0.00008913 0.00007509 0.00005832 0.00009488 0.00007711 0.00012053 0.00394878 0.00394863 0.00415050 0.00020334 0.00006754 0.00006498 0.00008563 0.00478348 0.00382768 0.00040063 0.00007054 0.00483942 0.00350182 0.00399846 0.00011694 0.00006791 0.00395706 0.00007891 0.00388375 0.00353813 0.00211246 0.00006648 0.00400426 0.00378935 0.00006879 0.00019801 0.00363738 0.00393213 0.00022410 0.00008300 0.00372449 0.00388097 0.00010538 0.00007097
s_3282 0.00384895 0.00420870 0.00408526 0.00419879 0.00396513 0.00365027 0.00360945 0.00406083 0.00367919 0.00324187 0.00412718 0.00400039 0.00418173 0.00357672 0.00393083 0.00407725 0.00363785 0.00352031 0.00400826 0.00421999 0.00404271 0.00363213 0.00354681 0.00285746 0.00343414 0.00420134 0.00411235 0.00411248 0.00415490 0.00334616 0.00002326 0.00368679 0.00413971 0.00016164 0.00422511 0.00391655 0.00422777 0.00363913 0.00418022 0.00438327 0.00390839 0.00421497 0.00003054 0.00416822 0.00008316 0.00491830 0.00358792 0.00361051 0.00416857 0.00471308 0.00417146 0.00416241 0.00416823 0.00415149 0.00368989 0.00006289 0.00406027 0.00404345 0.00416204 0 0.00406278 0.00402219 0.00353732 0.00421971 0.00412319 0.00307596 0.00420809 0.00405607 0.00412060 0.00418228 0.00400841 0.00408232 0.00401793 0.00321721 0.00510243 0.00421289 0.00360317 0.00409276 0.05815147 0.00392667 0.00377516 0.00415327 0.00356750 0.00367462 0.00416193 0.00472081 0.00405890 0.00411421 0.00409837 0.00347866 0.00354734 0.00398565 0.00412209 0.00404660 0.00405770 0.00413877 0.00419765 0.00347804 0.00409951 0.00319162 0.00349189 0.00372664 0.00304389 0.00419928 0.00342197 0.00002096 0.00408486 0.00408276 0.00359139 0.00362770 0.00005080 0.00420157 0.00402989 0.00418647 0.00418103 0.00423670 0.00419414 0.00378550 0.00328327 0.00368756 0.00357528 0.00391606 0.00422478 0.00416629 0.00380976 0.00487326 0.00399828 0.00376267 0.00422098 0.00491317 0.00332702 0.00322915 0.00365862 0.00423649 0.00362989 0.00412385 0.00383724 0.00377525 0.00399784 0.00421700 0.00010867 0.00403808 0.00421659 0.00403006 0.00376256 0.00340279 0.00392307 0.00418383 0.00343343 0.00208416 0.00412544 0.00416659
s_3319 0.00351555 0.00389590 0.00377343 0.00390792 0.00009589 0.00434290 0.00345257 0.00387572 0.00135018 0.00396602 0.00375373 0.00383907 0.00394857 0.00344361 0.00364060 0.00382616 0.00434228 0.00135232 0.00374879 0.00390092 0.00009271 0.00133707 0.00424899 0.00117645 0.00128161 0.00391494 0.00375127 0.00387485 0.00382546 0.00335872 0.00399480 0.00341413 0.00383150 0.00356397 0.00400091 0.00373954 0.00391505 0.00133493 0.00391924 0.00443275 0.00369634 0.00392019 0.00393159 0.00392550 0.00394828 0.00476122 0.00132597 0.00429687 0.00381527 0.00475909 0.00379224 0.00382046 0.00391114 0.00390070 0.00355958 0.00388850 0.00386919 0.00385335 0.00392198 0.00406278 0 0.00384324 0.00339126 0.00400881 0.00391545 0.00382644 0.00389617 0.00007707 0.00383139 0.00388521 0.00375318 0.00363947 0.00366972 0.00397487 0.00496175 0.00389096 0.00034638 0.00378353 0.06704915 0.00369981 0.00343309 0.00391486 0.00430240 0.00431320 0.00393070 0.00461591 0.00371806 0.00382103 0.00371078 0.00133039 0.00127745 0.00373832 0.00380236 0.00386978 0.00383771 0.00384156 0.00379923 0.00129174 0.00008012 0.00391855 0.00143401 0.00379557 0.00378222 0.00391048 0.00407809 0.00402430 0.00009131 0.00383829 0.00349474 0.00132652 0.00391577 0.00392368 0.00380600 0.00397479 0.00384835 0.00392789 0.00399823 0.00364109 0.00404182 0.00134673 0.00427405 0.00358756 0.00391759 0.00391960 0.00361906 0.00475673 0.00015892 0.00359793 0.00392504 0.00481495 0.00151919 0.00398034 0.00350949 0.00392974 0.00130751 0.00380490 0.00358857 0.00048459 0.00365442 0.00391023 0.00386802 0.00386713 0.00386581 0.00374414 0.00024901 0.00407255 0.00366548 0.00384946 0.00133438 0.00389356 0.00381570 0.00385185
s_3380 0.00356774 0.00404282 0.00362607 0.00400090 0.00374825 0.00436926 0.00385461 0.00002771 0.00402338 0.00390150 0.00404012 0.00003483 0.00381472 0.00376875 0.00368054 0.00374899 0.00444927 0.00395293 0.00387252 0.00400858 0.00393036 0.00399002 0.00430261 0.00312250 0.00376572 0.00403551 0.00393810 0.00379032 0.00391449 0.00325132 0.00406588 0.00341361 0.00381231 0.00357395 0.00365841 0.00362787 0.00397102 0.00397408 0.00398914 0.00443111 0.00360756 0.00401330 0.00383623 0.00383464 0.00402374 0.00508744 0.00392916 0.00433401 0.00389152 0.00468693 0.00411475 0.00391418 0.00384372 0.00382255 0.00389388 0.00397144 0.00364025 0.00364558 0.00376120 0.00402219 0.00384324 0 0.00377471 0.00382931 0.00385105 0.00371000 0.00399672 0.00390499 0.00391626 0.00385028 0.00378784 0.00392816 0.00380635 0.00383951 0.00521275 0.00400291 0.00354072 0.00384527 0.05919092 0.00361463 0.00367449 0.00369079 0.00434079 0.00437726 0.00383596 0.00494342 0.00384704 0.00368802 0.00386349 0.00380053 0.00389068 0.00363753 0.00378359 0.00003144 0.00377339 0.00393514 0.00389425 0.00380172 0.00389166 0.00378982 0.00386866 0.00363305 0.00374307 0.00385900 0.00414749 0.00398824 0.00386375 0.00002314 0.00376688 0.00389329 0.00393858 0.00384999 0.00377361 0.00380293 0.00368887 0.00400139 0.00383616 0.00347583 0.00397909 0.00403125 0.00425782 0.00361391 0.00398465 0.00403218 0.00345726 0.00498981 0.00384799 0.00341578 0.00397127 0.00506028 0.00365560 0.00386594 0.00337978 0.00402546 0.00395437 0.00372544 0.00418643 0.00361466 0.00374737 0.00401234 0.00388018 0.00003760 0.00398961 0.00388287 0.00363181 0.00412741 0.00378579 0.00395873 0.00378164 0.00381164 0.00392726 0.00394898
s_3397 0.00362447 0.00388495 0.00355842 0.00388005 0.00335468 0.00426067 0.00010615 0.00386339 0.00381737 0.00378206 0.00381761 0.00370712 0.00372475 0.00009783 0.00348390 0.00368214 0.00423024 0.00376491 0.00375848 0.00389020 0.00349393 0.00380043 0.00421101 0.00305466 0.00358602 0.00383309 0.00384018 0.00373483 0.00382055 0.00309168 0.00362018 0.00332554 0.00379649 0.00314175 0.00367550 0.00355301 0.00384219 0.00379083 0.00384573 0.00430268 0.00352504 0.00392717 0.00345557 0.00375325 0.00352000 0.00482014 0.00371565 0.00425744 0.00387580 0.00455248 0.00382677 0.00382539 0.00381874 0.00374312 0.00008960 0.00356124 0.00366568 0.00358558 0.00364179 0.00353732 0.00339126 0.00377471 0 0.00372533 0.00374472 0.00359080 0.00385835 0.00344537 0.00379493 0.00370763 0.00368956 0.00370737 0.00371328 0.00375265 0.00503382 0.00387349 0.00318674 0.00377681 0.10009309 0.00359614 0.00325761 0.00368293 0.00423929 0.00427860 0.00373326 0.00470043 0.00358445 0.00365187 0.00360038 0.00361915 0.00382759 0.00360340 0.00372655 0.00382520 0.00374712 0.00383952 0.00384381 0.00365153 0.00345427 0.00369462 0.00379247 0.00366090 0.00360826 0.00379761 0.00390455 0.00351631 0.00343405 0.00386886 0.00008786 0.00372282 0.00352432 0.00377483 0.00366405 0.00370171 0.00371659 0.00386258 0.00372736 0.00344663 0.00385334 0.00384152 0.00419504 0.00351872 0.00386392 0.00390270 0.00338633 0.00478709 0.00340470 0.00347344 0.00384167 0.00474579 0.00365902 0.00375211 0.00331658 0.00389035 0.00375255 0.00369267 0.00280533 0.00325575 0.00351441 0.00387000 0.00341208 0.00381400 0.00388307 0.00375760 0.00318664 0.00404382 0.00358651 0.00384144 0.00355180 0.00257258 0.00383679 0.00387241
s_3339 0.00028220 0.00002652 0.00016738 0.00004516 0.00387242 0.00431965 0.00380686 0.00386744 0.00399124 0.00397005 0.00224645 0.00385003 0.00003811 0.00378827 0.00029528 0.00003505 0.00424684 0.00371546 0.00016872 0.00002559 0.00386868 0.00409497 0.00424621 0.00315220 0.00366089 0.00003465 0.00009794 0.00002147 0.00007828 0.00028383 0.00410778 0.00019960 0.00006452 0.00373938 0.00003160 0.00029637 0.00002622 0.00406395 0.00004235 0.00441197 0.00012592 0.00002341 0.00408968 0.00002015 0.00417779 0.00488192 0.00399426 0.00421894 0.00008552 0.00470444 0.00227696 0.00007142 0.00001716 0.00002009 0.00393619 0.00400914 0.00011626 0.00012996 0.00007282 0.00421971 0.00400881 0.00382931 0.00372533 0 0.00002225 0.00376191 0.00002913 0.00403775 0.00007774 0.00001691 0.00009056 0.00225839 0.00017661 0.00398110 0.00506937 0.00002438 0.00363001 0.00011085 0.05102586 0.00024485 0.00380035 0.00011602 0.00425776 0.00434936 0.00002327 0.00477742 0.00218251 0.00007762 0.00219458 0.00384828 0.00374115 0.00018133 0.00008848 0.00382521 0.00002393 0.00009582 0.00003997 0.00374953 0.00409441 0.00391403 0.00372672 0.00019149 0.00376229 0.00001872 0.00396457 0.00417152 0.00405190 0.00383031 0.00383527 0.00398644 0.00404505 0.00001752 0.00004781 0.00003434 0.00008143 0.00005542 0.00003020 0.00008556 0.00404408 0.00400613 0.00423652 0.00015243 0.00002914 0.00002777 0.00014549 0.00488768 0.00398700 0.00034567 0.00002997 0.00492619 0.00352594 0.00403308 0.00017770 0.00002559 0.00403168 0.00009580 0.00394201 0.00369978 0.00213186 0.00002692 0.00405698 0.00383687 0.00003130 0.00018035 0.00372026 0.00397931 0.00019173 0.00004063 0.00384664 0.00393641 0.00006072 0.00003423
s_3259 0.00027299 0.00001911 0.00016304 0.00003650 0.00378134 0.00434285 0.00384908 0.00388719 0.00395101 0.00393351 0.00222443 0.00386198 0.00003453 0.00374966 0.00029088 0.00003377 0.00426854 0.00373549 0.00016277 0.00001942 0.00389749 0.00390945 0.00426673 0.00298179 0.00353180 0.00003167 0.00009270 0.00001835 0.00007596 0.00025732 0.00407213 0.00019269 0.00007693 0.00361477 0.00002415 0.00027945 0.00001911 0.00382602 0.00003458 0.00431347 0.00012046 0.00002161 0.00397470 0.00001889 0.00414689 0.00493616 0.00378387 0.00424757 0.00008059 0.00462940 0.00228727 0.00006557 0.00001660 0.00001632 0.00394869 0.00401673 0.00010407 0.00011850 0.00007003 0.00412319 0.00391545 0.00385105 0.00374472 0.00002225 0 0.00374301 0.00002515 0.00387445 0.00007296 0.00001817 0.00008483 0.00226852 0.00016925 0.00392369 0.00516718 0.00002259 0.00345907 0.00010449 0.01294751 0.00023937 0.00374107 0.00010226 0.00426404 0.00438146 0.00001572 0.00483500 0.00212414 0.00007970 0.00214379 0.00373169 0.00383678 0.00017241 0.00008199 0.00386464 0.00002131 0.00008711 0.00004388 0.00368615 0.00393830 0.00387044 0.00371834 0.00018725 0.00365967 0.00002068 0.00399180 0.00407557 0.00389298 0.00387695 0.00379954 0.00386223 0.00401617 0.00001376 0.00004299 0.00002538 0.00008282 0.00005338 0.00002760 0.00006966 0.00403428 0.00397139 0.00426779 0.00014547 0.00002296 0.00002098 0.00013691 0.00494240 0.00381760 0.00034620 0.00002600 0.00498511 0.00353736 0.00392587 0.00016785 0.00002098 0.00389001 0.00008803 0.00396255 0.00353400 0.00207866 0.00002387 0.00398608 0.00386229 0.00002921 0.00017190 0.00363898 0.00402386 0.00019362 0.00003639 0.00362384 0.00381673 0.00005201 0.00003089
s_3284 0.00348328 0.00378642 0.00372895 0.00378252 0.00371521 0.00021274 0.00364716 0.00370976 0.00238973 0.00016539 0.00381749 0.00365897 0.00374052 0.00364651 0.00345708 0.00367310 0.00018029 0.00233030 0.00367816 0.00379626 0.00377854 0.00236116 0.00021963 0.00196379 0.00226334 0.00380179 0.00369508 0.00369188 0.00374179 0.00303862 0.00307226 0.00326871 0.00369305 0.00288214 0.00377289 0.00350885 0.00377730 0.00236546 0.00377134 0.00397746 0.00350349 0.00379049 0.00297412 0.00373741 0.00306493 0.00428075 0.00234110 0.00020279 0.00370506 0.00417950 0.00381363 0.00377525 0.00373335 0.00374134 0.00372757 0.00297184 0.00360164 0.00357377 0.00370705 0.00307596 0.00382644 0.00371000 0.00359080 0.00376191 0.00374301 0 0.00375968 0.00376298 0.00374100 0.00372078 0.00362087 0.00373501 0.00366232 0.00015031 0.00429900 0.00377145 0.00344778 0.00369378 0.05978383 0.00354164 0.00367671 0.00366850 0.00018379 0.00017615 0.00370112 0.00422835 0.00370944 0.00363870 0.00377384 0.00229090 0.00229954 0.00359200 0.00370407 0.00370166 0.00367716 0.00366517 0.00377983 0.00232825 0.00380322 0.00015317 0.00228555 0.00361464 0.00023808 0.00373578 0.00037068 0.00304552 0.00380335 0.00371521 0.00365879 0.00234848 0.00297818 0.00373049 0.00362218 0.00378561 0.00370273 0.00382855 0.00376793 0.00343717 0.00015602 0.00235199 0.00022960 0.00351445 0.00377539 0.00378911 0.00341542 0.00424066 0.00375866 0.00346138 0.00376337 0.00427518 0.00205192 0.00016134 0.00333741 0.00379473 0.00235809 0.00367032 0.00352538 0.00353883 0.00368778 0.00378220 0.00298325 0.00368826 0.00378779 0.00364790 0.00355116 0.00034621 0.00355330 0.00371962 0.00228742 0.00271071 0.00372307 0.00372518
s_3435 0.00027309 0.00002982 0.00016928 0.00004088 0.00381068 0.00445417 0.00388533 0.00409779 0.00401977 0.00399139 0.00230034 0.00389196 0.00003570 0.00379839 0.00031271 0.00003484 0.00424201 0.00389501 0.00016999 0.00003064 0.00407325 0.00399601 0.00443955 0.00307853 0.00366096 0.00003726 0.00009841 0.00002185 0.00007847 0.00026889 0.00430648 0.00019480 0.00008454 0.00372320 0.00003042 0.00027837 0.00002874 0.00397122 0.00004036 0.00432801 0.00012114 0.00002275 0.00402050 0.00002147 0.00424499 0.00504183 0.00389322 0.00438839 0.00007963 0.00455121 0.00236965 0.00007111 0.00002535 0.00002425 0.00392975 0.00415922 0.00010148 0.00011747 0.00006981 0.00420809 0.00389617 0.00399672 0.00385835 0.00002913 0.00002515 0.00375968 0 0.00394360 0.00007508 0.00002449 0.00008822 0.00227847 0.00017387 0.00395166 0.00520940 0.00002582 0.00358121 0.00010735 0.05756802 0.00023547 0.00369590 0.00010127 0.00446118 0.00453767 0.00002649 0.00492299 0.00211668 0.00007821 0.00213427 0.00379055 0.00390380 0.00015819 0.00008210 0.00403326 0.00002650 0.00009418 0.00005033 0.00375507 0.00400174 0.00392240 0.00389249 0.00019604 0.00376357 0.00002065 0.00403553 0.00415490 0.00394764 0.00406097 0.00378167 0.00387895 0.00415369 0.00002166 0.00004762 0.00003229 0.00008168 0.00005437 0.00003219 0.00007450 0.00407223 0.00404228 0.00442511 0.00015870 0.00003200 0.00002928 0.00013339 0.00503918 0.00386966 0.00035544 0.00003162 0.00505001 0.00356650 0.00396829 0.00017109 0.00002392 0.00388869 0.00009445 0.00413717 0.00364765 0.00206488 0.00002849 0.00406052 0.00400523 0.00002684 0.00017623 0.00363884 0.00414123 0.00019312 0.00004434 0.00376063 0.00385684 0.00006013 0.00004153
