s_3203	s_3356	s_3347	s_3226	s_3193	s_3277	s_3249	s_3328	s_3287	s_3254	s_3200	s_3185	s_3250	s_3224	s_3326	s_3268	s_3218	s_3227	s_3274	s_3358	s_3165	s_3181	s_3188	s_3297	s_3196	s_3164	s_3283	s_3304	s_3357	s_3174	s_3264	s_3237	s_3322	s_3342	s_3353	s_3325	s_3292	s_3190	s_3257	s_3266	s_3213	s_3191	s_3306	s_3189	s_3209	s_3355	s_3334	s_3242	s_3265	s_3253	s_3217	s_3288	s_3205	s_3345	s_3341	s_3319	s_3282	s_3337	s_3259	s_3223	s_3235	s_3284	s_3330	s_3244	s_3163	s_3220	s_3261	s_3271	s_3228	s_3167	s_3169	s_3215	s_3285	s_3251	s_3202	s_3225	s_3343	s_3258	s_3312	s_3210	s_3294	s_3238	s_3263	s_3233	s_3305	s_3313	s_3310	s_3187	s_3204	s_3275	s_3317	s_3262	s_3186	s_3171	s_3162	s_3241	s_3276	s_3332	s_3173	s_3230	s_3286	s_3240	s_3324	s_3350	s_3260	s_3278	s_3302	s_3195	s_3168	s_3321	s_3194	s_3206	s_3293	s_3247	s_3307	s_3243	s_3178	s_3255	s_3269	s_3340	s_3212	s_3245	s_3252	s_3207	s_3344	s_3183	s_3201	s_3175	s_3208	s_3267	s_3161	s_3216	s_3234	s_3354	s_3291	s_3170	s_3346	s_3308	s_3229	s_3318	s_3295	s_3166	s_3239	s_3197	s_3333	s_3222	s_3311	s_3314	s_3248	s_3214	s_3289
s_3253 0.00765767 0.00781235 0.00311723 0.00786999 0.00620843 0.00785621 0.00766964 0.00786255 0.00776968 0.00760744 0.00529469 0.00043525 0.00752703 0.00806007 0.00787096 0.00776971 0.00740706 0.00449292 0.01058806 0.00796529 0.00772047 0.00726216 0.00532479 0.00775283 0.00775179 0.00772884 0.00840112 0.00663951 0.01062032 0.00767086 0.00770020 0.00776958 0.00717674 0.00788597 0.00789560 0.00764818 0.00634851 0.00706892 0.00966882 0.00768616 0.00825886 0.00701803 0.00785689 0.00552500 0.00817185 0.00797055 0.00704566 0.00386918 0.00844803 0 0.00048488 0.00780909 0.00748998 0.00771996 0.00787347 0.00953394 0.00955842 0.00654080 0.00724365 0.00070058 0.00048524 0.00782937 0.00775611 0.01227211 0.00778694 0.00804701 0.00787768 0.00768276 0.00293457 0.00770572 0.00764847 0.00048607 0.00776584 0.00803416 0.00765983 0.00755448 0.00873776 0.00791843 0.00705705 0.00273651 0.00816103 0.00420017 0.00783115 0.00824668 0.00698776 0.00800674 0.00329508 0.00613028 0.00762659 0.01019337 0.00791111 0.00786019 0.00020651 0.00768506 0.00779539 0.00293504 0.01049435 0.00777957 0.00717510 0.00296346 0.00777258 0.00296189 0.00283472 0.00784397 0.00785901 0.06217675 0.00060750 0.00582121 0.00773824 0.00783209 0.00584249 0.00905548 0.00803224 0.00742864 0.00749924 0.01084963 0.00790528 0.00764057 0.00779690 0.00789431 0.00771049 0.00777881 0.00737546 0.00802794 0.00784183 0.00055805 0.00706696 0.00715487 0.00780146 0.00770973 0.00798406 0.00043969 0.00050567 0.00783117 0.00698178 0.00765914 0.00833464 0.00808486 0.00314512 0.00668645 0.00840010 0.00776066 0.00294935 0.00770507 0.00775077 0.00041481 0.00802210 0.00638707 0.00770995 0.00738634 0.00773775
s_3217 0.00766968 0.00771779 0.00343892 0.00780744 0.00621458 0.00771253 0.00766985 0.00771248 0.00783661 0.00782230 0.00536302 0.00070996 0.00782309 0.00801937 0.00777534 0.00761408 0.00731877 0.00435116 0.01045172 0.00786802 0.00758601 0.00735063 0.00539408 0.00762172 0.00775933 0.00759890 0.00825315 0.00670928 0.01076954 0.00757727 0.00755508 0.00768575 0.00712284 0.00774606 0.00775223 0.00781452 0.00641288 0.00700449 0.00969618 0.00760592 0.00830453 0.00698429 0.00782806 0.00560117 0.00805739 0.00783802 0.00698954 0.00375679 0.00837507 0.00048488 0 0.00787239 0.00750607 0.00771920 0.00772503 0.00941804 0.00956747 0.00644116 0.00726688 0.00099438 0.00009509 0.00766380 0.00761705 0.01198389 0.00768277 0.00788092 0.00773438 0.00757936 0.00289474 0.00760339 0.00754687 0.00008077 0.00783600 0.00828434 0.00764377 0.00759856 0.00857386 0.00767594 0.00698165 0.00303324 0.00798425 0.00414129 0.00769366 0.00817854 0.00696670 0.00805784 0.00351903 0.00622642 0.00765998 0.01013881 0.00778475 0.00771592 0.00047702 0.00758573 0.00761214 0.00284185 0.01046770 0.00767968 0.00718252 0.00280728 0.00787776 0.00289868 0.00287622 0.00770035 0.00771144 0.06152039 0.00082609 0.00583813 0.00764479 0.00771160 0.00585535 0.00894653 0.00799459 0.00771874 0.00761906 0.01078828 0.00781390 0.00784991 0.00767906 0.00775944 0.00790081 0.00769538 0.00789201 0.00797554 0.00771442 0.00083120 0.00702766 0.00726654 0.00764431 0.00762713 0.00789324 0.00007032 0.00013083 0.00772174 0.00697137 0.00753426 0.00836678 0.00807238 0.00303631 0.00670040 0.00823917 0.00765681 0.00286149 0.00772770 0.00781704 0.00076204 0.00802432 0.00642456 0.00773014 0.00757621 0.00781215
s_3288 0.00772785 0.00804043 0.01056789 0.00821047 0.00934985 0.00795336 0.00787201 0.00805391 0.00009162 0.00771666 0.00842069 0.00812345 0.00778699 0.00832161 0.00806673 0.00778315 0.00766888 0.00895070 0.01088811 0.00813843 0.00779782 0.00822169 0.00844554 0.00804387 0.00757287 0.00794419 0.00839806 0.00974126 0.01099646 0.00783524 0.00794555 0.00801377 0.00776916 0.00806253 0.00809579 0.00784911 0.00945174 0.00774767 0.01000045 0.00782535 0.00841767 0.00772034 0.00757951 0.00865190 0.00815501 0.00821221 0.00763474 0.00830759 0.00874974 0.00780909 0.00787239 0 0.00758361 0.00750325 0.00807013 0.00967270 0.00981867 0.00953924 0.01044125 0.00836668 0.00797019 0.00804213 0.00820701 0.01259367 0.00790824 0.00896037 0.00794172 0.00784424 0.00759159 0.00795146 0.00782170 0.00788321 0.00009098 0.00824564 0.00743515 0.00779496 0.00859522 0.00785069 0.00763710 0.01024639 0.00850266 0.00890381 0.00794960 0.00846838 0.01005639 0.00838912 0.01080014 0.00929448 0.00761547 0.01058969 0.00805454 0.00795636 0.00788831 0.00790739 0.00794877 0.00762448 0.01077736 0.00811563 0.00820268 0.00759797 0.00008208 0.00762165 0.00756730 0.00805985 0.00794548 0.05837399 0.00824028 0.00895389 0.00796063 0.00804628 0.00890921 0.00904253 0.00842734 0.00764024 0.01066434 0.01128516 0.00809816 0.00780271 0.00808364 0.00807050 0.00790655 0.00800834 0.00763645 0.00811847 0.00801367 0.00821252 0.00773810 0.00818464 0.00796657 0.00797405 0.00815621 0.00777759 0.00794010 0.00803980 0.01009701 0.00792459 0.00834809 0.00802954 0.00781719 0.00977313 0.00878879 0.00799225 0.00771915 0.00754179 0.00007186 0.00800492 0.00800735 0.00952888 0.00793257 0.00761134 0.00008623
s_3205 0.00016239 0.00433439 0.01057340 0.00462576 0.00921348 0.00437398 0.00429923 0.00428469 0.00761176 0.00458672 0.00825678 0.00782827 0.00457400 0.00486910 0.00433864 0.00439471 0.00723335 0.00817011 0.01073147 0.00448510 0.00432415 0.00785273 0.00820855 0.00436659 0.00732853 0.00434763 0.00504626 0.00965460 0.01087904 0.00431991 0.00438687 0.00437885 0.00777566 0.00431938 0.00438099 0.00447338 0.00936463 0.00768769 0.00988355 0.00434456 0.00505100 0.00765451 0.00744907 0.00845997 0.00465983 0.00453404 0.00767755 0.00774190 0.00510230 0.00748998 0.00750607 0.00758361 0 0.00734654 0.00435297 0.00548735 0.00596098 0.00927389 0.01025530 0.00803470 0.00757548 0.00436765 0.00444445 0.01213298 0.00441912 0.00880318 0.00435296 0.00432402 0.00703245 0.00438985 0.00435814 0.00751375 0.00756338 0.00499814 0.00726652 0.00436318 0.00527976 0.00450227 0.00767025 0.00997895 0.00464287 0.00834539 0.00434447 0.00485530 0.00993986 0.00748619 0.01064069 0.00919422 0.00020705 0.01038296 0.00435204 0.00434149 0.00759809 0.00434979 0.00433133 0.00700856 0.01066082 0.00440506 0.00795484 0.00706254 0.00757484 0.00715634 0.00707629 0.00433833 0.00435876 0.09536955 0.00787559 0.00880185 0.00435865 0.00434902 0.00880506 0.00549950 0.00467543 0.00432042 0.01051078 0.01082405 0.00443161 0.00453299 0.00444337 0.00437345 0.00465548 0.00436411 0.00451928 0.00449976 0.00432309 0.00785656 0.00768540 0.00769670 0.00431938 0.00437850 0.00460675 0.00739210 0.00759147 0.00434506 0.00989150 0.00434247 0.00057098 0.00021229 0.00718844 0.00966384 0.00467607 0.00434125 0.00704271 0.00731824 0.00754023 0.00763640 0.00025881 0.00938741 0.00433504 0.00442758 0.00748016
s_3345 0.00747829 0.00790156 0.01075830 0.00810527 0.00918444 0.00786572 0.00774924 0.00781302 0.00733003 0.00792023 0.00827899 0.00810615 0.00782677 0.00828930 0.00789094 0.00766908 0.00717410 0.00829761 0.01077856 0.00815349 0.00787174 0.00721206 0.00828831 0.00774971 0.00022875 0.00786187 0.00807016 0.00963455 0.01090545 0.00790311 0.00787294 0.00788623 0.00720072 0.00766933 0.00795661 0.00771619 0.00943546 0.00712627 0.00958291 0.00775250 0.00817520 0.00705816 0.00031120 0.00847940 0.00803565 0.00807781 0.00711943 0.00764264 0.00853548 0.00771996 0.00771920 0.00750325 0.00734654 0 0.00794305 0.00867154 0.00915895 0.00896836 0.01034409 0.00816383 0.00786123 0.00775628 0.00790909 0.01233387 0.00796774 0.00684260 0.00787249 0.00773314 0.00687984 0.00791432 0.00789814 0.00776890 0.00753105 0.00831189 0.00017954 0.00787732 0.00828899 0.00761653 0.00707762 0.01023340 0.00818846 0.00824357 0.00785359 0.00845719 0.00988804 0.00564884 0.01090066 0.00915255 0.00745078 0.01036220 0.00799882 0.00784266 0.00782088 0.00788349 0.00790740 0.00694811 0.01047341 0.00782563 0.00727906 0.00692810 0.00758347 0.00693900 0.00696677 0.00794276 0.00781700 0.09871073 0.00822133 0.00879850 0.00788471 0.00761696 0.00876068 0.00898857 0.00805161 0.00771814 0.01055196 0.01099627 0.00795263 0.00795755 0.00786935 0.00785460 0.00800247 0.00792788 0.00787182 0.00791541 0.00772858 0.00809127 0.00714770 0.00710865 0.00761876 0.00775311 0.00815499 0.00763196 0.00780604 0.00792887 0.00993516 0.00779087 0.00818535 0.00780403 0.00717610 0.00967019 0.00830115 0.00794945 0.00698373 0.00015553 0.00754937 0.00792564 0.00778787 0.00935153 0.00783045 0.00770742 0.00741653
s_3341 0.00444289 0.00005986 0.01029923 0.00053653 0.00939374 0.00009718 0.00008894 0.00007104 0.00787461 0.00042195 0.00835517 0.00796030 0.00044565 0.00081813 0.00007783 0.00021328 0.00772752 0.00911053 0.01097810 0.00024274 0.00009440 0.00899291 0.00832510 0.00015464 0.00795150 0.00006562 0.00069998 0.00973435 0.01101865 0.00006573 0.00020042 0.00010439 0.00852156 0.00008648 0.00011552 0.00035412 0.00950824 0.00843300 0.01002740 0.00020133 0.00093577 0.00840131 0.00815026 0.00852755 0.00094564 0.00031253 0.00826027 0.00871791 0.00107411 0.00787347 0.00772503 0.00807013 0.00435297 0.00794305 0 0.00141309 0.00159277 0.00919363 0.01022293 0.00842199 0.00792994 0.00018885 0.00032831 0.01220786 0.00013884 0.00898396 0.00006646 0.00011697 0.00787923 0.00008629 0.00006386 0.00776244 0.00809935 0.00091208 0.00789711 0.00024369 0.00063036 0.00041774 0.00841533 0.01000505 0.00058136 0.00935346 0.00008040 0.00058618 0.01027761 0.00848668 0.01086958 0.00924130 0.00438655 0.01056560 0.00011672 0.00006066 0.00782258 0.00006824 0.00008086 0.00798706 0.01080446 0.00021756 0.00882366 0.00797794 0.00813741 0.00787902 0.00802052 0.00006266 0.00008771 0.05758790 0.00819772 0.00908699 0.00007791 0.00008571 0.00902768 0.00159930 0.00058973 0.00007845 0.01051343 0.01092204 0.00015754 0.00039529 0.00028610 0.00011465 0.00051124 0.00011179 0.00037422 0.00074993 0.00006911 0.00807030 0.00843550 0.00896772 0.00027093 0.00019627 0.00050665 0.00772127 0.00789570 0.00007020 0.01008911 0.00007252 0.00520046 0.00487394 0.00813874 0.00972680 0.00054216 0.00010711 0.00798824 0.00798321 0.00809498 0.00808228 0.00480718 0.00965715 0.00008137 0.00034122 0.00798560
s_3319 0.00554712 0.00139239 0.01227526 0.00167017 0.01082970 0.00143427 0.00141536 0.00138167 0.00940197 0.00124730 0.01011467 0.00988177 0.00137348 0.00191137 0.00135379 0.00143177 0.00877410 0.01004670 0.01220207 0.00155976 0.00141059 0.01059466 0.01008194 0.00138558 0.00819235 0.00136415 0.00204373 0.01143812 0.01236377 0.00138452 0.00143474 0.00144091 0.01006016 0.00139628 0.00145033 0.00119893 0.01122153 0.00988025 0.01127080 0.00142260 0.00192759 0.00990229 0.00848937 0.01024444 0.00250398 0.00161526 0.00987157 0.00980983 0.00252655 0.00953394 0.00941804 0.00967270 0.00548735 0.00867154 0.00141309 0 0.00291505 0.01123284 0.01211991 0.01014870 0.00973294 0.00143594 0.00151756 0.01368255 0.00146956 0.01098535 0.00137202 0.00134366 0.00900023 0.00141915 0.00136327 0.00949646 0.00970405 0.00172159 0.00844082 0.00138607 0.00205554 0.00160512 0.00992142 0.01213038 0.00179430 0.01028684 0.00137364 0.00196796 0.01194152 0.00984027 0.01271215 0.01111671 0.00555504 0.01168937 0.00143520 0.00136682 0.00968160 0.00139548 0.00141208 0.00896527 0.01196506 0.00147710 0.01078443 0.00897207 0.00977482 0.00882598 0.00892900 0.00139339 0.00142765 0.05405468 0.00996023 0.01055146 0.00138489 0.00139186 0.01068439 0.00341027 0.00169624 0.00136089 0.01227886 0.01226375 0.00148502 0.00125048 0.00146633 0.00144955 0.00138871 0.00145095 0.00121072 0.00242834 0.00140128 0.01000294 0.00995395 0.01045279 0.00188471 0.00147627 0.00179982 0.00952544 0.00968944 0.00139882 0.01199679 0.00137476 0.00634269 0.00592203 0.00910604 0.01159982 0.00178879 0.00142989 0.00897375 0.00864781 0.00976265 0.00978437 0.00594018 0.01115614 0.00140851 0.00115129 0.00974801
s_3282 0.00606010 0.00159527 0.01252269 0.00201602 0.01152906 0.00168281 0.00165222 0.00158411 0.00979797 0.00203436 0.01003187 0.01014429 0.00203519 0.00225933 0.00166312 0.00154932 0.00937240 0.01088476 0.01238354 0.00175193 0.00162756 0.01050484 0.00989344 0.00154216 0.00894553 0.00159511 0.00226698 0.01140675 0.01259075 0.00157967 0.00157178 0.00164420 0.01011343 0.00158338 0.00167675 0.00201218 0.01107386 0.00998891 0.01144527 0.00157189 0.00274206 0.00999678 0.00923919 0.01005493 0.00295777 0.00180064 0.00998222 0.01045341 0.00241224 0.00955842 0.00956747 0.00981867 0.00596098 0.00915895 0.00159277 0.00291505 0 0.01140577 0.01215179 0.01016260 0.00978166 0.00162724 0.00172887 0.01414998 0.00170603 0.01090337 0.00152059 0.00145240 0.00953469 0.00163916 0.00157822 0.00954100 0.00979606 0.00257949 0.00890321 0.00166592 0.00231058 0.00181531 0.00997990 0.01209691 0.00200099 0.01113293 0.00154342 0.00212166 0.01234197 0.01037455 0.01261286 0.01089485 0.00600781 0.01219583 0.00162933 0.00153644 0.00992621 0.00159271 0.00163401 0.00964873 0.01239080 0.00158592 0.01047155 0.00957767 0.00979855 0.00952855 0.00959467 0.00154799 0.00163020 0.04836960 0.01029457 0.01108705 0.00161886 0.00158347 0.01112896 0.00365555 0.00195335 0.00154735 0.01220040 0.01266773 0.00171352 0.00203438 0.00165671 0.00160279 0.00222042 0.00162181 0.00191255 0.00286604 0.00158391 0.01031083 0.00998680 0.01033381 0.00214118 0.00158511 0.00206030 0.00965167 0.00964931 0.00159465 0.01186132 0.00160220 0.00674221 0.00645645 0.00990654 0.01141339 0.00201150 0.00167145 0.00965795 0.00907000 0.00978708 0.00989312 0.00643252 0.01173421 0.00161034 0.00199081 0.00952099
s_3337 0.00936494 0.00916454 0.00855546 0.00961917 0.00102832 0.00959277 0.00934450 0.00939055 0.00921421 0.00908563 0.00039605 0.00653465 0.00933669 0.00973397 0.00949582 0.00911676 0.00812626 0.01102604 0.01005648 0.00925123 0.00944108 0.00873224 0.00039023 0.00938628 0.00934082 0.00932096 0.01025196 0.00110623 0.00966304 0.00945246 0.00917508 0.00963422 0.00857998 0.00924129 0.00920126 0.00913354 0.00077596 0.00841615 0.01108449 0.00895499 0.01003884 0.00835079 0.00946199 0.00049196 0.01001577 0.00926927 0.00855143 0.01048595 0.00974724 0.00654080 0.00644116 0.00953924 0.00927389 0.00896836 0.00919363 0.01123284 0.01140577 0 0.00207598 0.00706597 0.00649971 0.00922672 0.00935449 0.01146266 0.00953438 0.00898829 0.00936799 0.00931125 0.00964217 0.00943953 0.00935994 0.00646954 0.00951455 0.00990148 0.00925752 0.00932638 0.00996993 0.00912392 0.00834917 0.00895234 0.00976613 0.01103807 0.00939491 0.00992997 0.00131574 0.00932933 0.00954181 0.00113374 0.00933375 0.00984211 0.00944651 0.00937762 0.00628625 0.00934681 0.00950049 0.00971435 0.00986123 0.00953407 0.00855879 0.00965617 0.00960881 0.00982244 0.00975544 0.00913855 0.00959353 0.05978289 0.00673498 0.00070789 0.00940542 0.00929754 0.00068697 0.01098090 0.00963923 0.00901101 0.00197399 0.01012518 0.00957679 0.00947860 0.00950515 0.00913782 0.00961883 0.00953256 0.00930374 0.01003194 0.00901816 0.00666404 0.00843528 0.00874525 0.00964295 0.00918684 0.00968692 0.00632846 0.00648709 0.00907758 0.00102805 0.00947782 0.00957804 0.00962436 0.00993025 0.00090733 0.00996543 0.00950460 0.00974941 0.00930911 0.00959836 0.00677815 0.00963900 0.00088181 0.00946926 0.00925141 0.00959585
s_3259 0.01042341 0.01029240 0.00977083 0.01027234 0.00217776 0.01032700 0.01020458 0.01019004 0.01046761 0.01019974 0.00167272 0.00737232 0.01022740 0.01067053 0.01019661 0.01025707 0.00935798 0.01216451 0.01149254 0.01044948 0.01025855 0.00957931 0.00164115 0.01018691 0.01039388 0.01018245 0.01080633 0.00233384 0.01150298 0.01026788 0.01016146 0.01045836 0.00963369 0.01037557 0.01033843 0.01031377 0.00210846 0.00924384 0.01213618 0.01037466 0.01100354 0.00933567 0.01038464 0.00168646 0.01081873 0.01049745 0.00930296 0.01153401 0.01118599 0.00724365 0.00726688 0.01044125 0.01025530 0.01034409 0.01022293 0.01211991 0.01215179 0.00207598 0 0.00802385 0.00736967 0.01031108 0.01027463 0.01251626 0.01037806 0.00997213 0.01039142 0.01029256 0.01063861 0.01030825 0.01025033 0.00726682 0.01048791 0.01074687 0.01029309 0.01016101 0.01134111 0.00986859 0.00939128 0.00997737 0.01047903 0.01206952 0.01025809 0.01088303 0.00253073 0.01051391 0.01029215 0.00233627 0.01039466 0.01133443 0.01038468 0.01019390 0.00715671 0.01017894 0.01035267 0.01072644 0.01136223 0.01055462 0.00958955 0.01059764 0.01043376 0.01073381 0.01076272 0.01030315 0.01032107 0.07038872 0.00747158 0.00190027 0.01033552 0.01024603 0.00194239 0.01131591 0.01040362 0.01003222 0.00310877 0.01138713 0.01041194 0.01034364 0.01029829 0.01020542 0.01052857 0.01042381 0.01012833 0.01073458 0.01015773 0.00746484 0.00933499 0.00955727 0.01048916 0.01014027 0.01049003 0.00717940 0.00732459 0.01023413 0.00224937 0.01006969 0.01108593 0.01075312 0.01101713 0.00216345 0.01095888 0.01042036 0.01079170 0.01028642 0.01053275 0.00757909 0.01069403 0.00229475 0.01025086 0.01004556 0.01050954
s_3223 0.00817382 0.00841222 0.00379272 0.00865660 0.00689938 0.00847773 0.00842445 0.00841625 0.00839390 0.00830382 0.00594220 0.00105155 0.00835228 0.00890550 0.00842383 0.00833960 0.00782896 0.00508094 0.01126366 0.00859330 0.00822103 0.00786957 0.00596268 0.00839224 0.00810328 0.00823093 0.00905273 0.00731095 0.01140802 0.00821976 0.00835308 0.00844926 0.00783831 0.00839283 0.00846420 0.00819082 0.00703847 0.00762814 0.01036280 0.00830412 0.00880534 0.00756738 0.00819003 0.00618295 0.00873467 0.00857442 0.00770168 0.00436115 0.00916897 0.00070058 0.00099438 0.00836668 0.00803470 0.00816383 0.00842199 0.01014870 0.01016260 0.00706597 0.00802385 0 0.00110052 0.00845840 0.00829159 0.01277823 0.00834303 0.00862264 0.00841065 0.00833259 0.00349184 0.00825385 0.00821424 0.00105401 0.00833739 0.00874954 0.00794555 0.00835633 0.00936760 0.00860872 0.00769977 0.00355594 0.00870798 0.00471446 0.00842223 0.00896159 0.00767658 0.00857067 0.00389587 0.00682007 0.00814726 0.01089426 0.00844397 0.00840313 0.00076396 0.00823554 0.00827313 0.00344071 0.01120299 0.00845164 0.00784151 0.00347962 0.00837376 0.00350385 0.00345060 0.00840314 0.00844171 0.06476194 0.00116697 0.00654495 0.00818252 0.00839165 0.00652723 0.00981889 0.00876823 0.00843067 0.00827965 0.01162566 0.00838074 0.00826969 0.00850452 0.00845280 0.00824791 0.00843207 0.00823825 0.00860315 0.00842068 0.00117604 0.00762430 0.00777836 0.00824971 0.00837690 0.00857559 0.00100969 0.00108480 0.00842801 0.00766254 0.00823480 0.00891414 0.00864766 0.00368891 0.00739978 0.00903936 0.00814036 0.00348838 0.00802198 0.00831844 0.00099729 0.00855019 0.00707825 0.00843196 0.00790022 0.00827536
s_3235 0.00774903 0.00791088 0.00359192 0.00787786 0.00626597 0.00793144 0.00785913 0.00791779 0.00789414 0.00802160 0.00538970 0.00079543 0.00809292 0.00807389 0.00792287 0.00781556 0.00743157 0.00449952 0.01076730 0.00803779 0.00770695 0.00737898 0.00541865 0.00779661 0.00774716 0.00774188 0.00849503 0.00681233 0.01090281 0.00767319 0.00778191 0.00787415 0.00725805 0.00792670 0.00794650 0.00797521 0.00652264 0.00707601 0.00976884 0.00780229 0.00855520 0.00702846 0.00791634 0.00563045 0.00817684 0.00804350 0.00709785 0.00385267 0.00861356 0.00048524 0.00009509 0.00797019 0.00757548 0.00786123 0.00792994 0.00973294 0.00978166 0.00649971 0.00736967 0.00110052 0 0.00786334 0.00782403 0.01227020 0.00779125 0.00813141 0.00790372 0.00774607 0.00293101 0.00774253 0.00767282 0.00010291 0.00795104 0.00847000 0.00769702 0.00752293 0.00879029 0.00791873 0.00711851 0.00309818 0.00819174 0.00415816 0.00789053 0.00829845 0.00707355 0.00818489 0.00364149 0.00627272 0.00772547 0.01037391 0.00795716 0.00791441 0.00050796 0.00768891 0.00776999 0.00291703 0.01069737 0.00790985 0.00722005 0.00294661 0.00799189 0.00297992 0.00294292 0.00789835 0.00792108 0.05823293 0.00085958 0.00587911 0.00775559 0.00787919 0.00586839 0.00899183 0.00814274 0.00795501 0.00773216 0.01103956 0.00795750 0.00808359 0.00792180 0.00794690 0.00801790 0.00788230 0.00806366 0.00804903 0.00790867 0.00087855 0.00707318 0.00730092 0.00778999 0.00782143 0.00795485 0.00010301 0.00015492 0.00793979 0.00707612 0.00766191 0.00851296 0.00821891 0.00312508 0.00677528 0.00850086 0.00771607 0.00292536 0.00775279 0.00794639 0.00084408 0.00817512 0.00648367 0.00792552 0.00770104 0.00789139
s_3284 0.00446520 0.00018199 0.01007351 0.00055493 0.00955586 0.00014158 0.00021219 0.00017732 0.00805840 0.00053568 0.00829048 0.00792935 0.00050690 0.00082547 0.00019132 0.00015680 0.00774846 0.00900355 0.01096553 0.00032346 0.00022440 0.00881841 0.00832597 0.00015847 0.00772268 0.00018602 0.00075873 0.00947045 0.01111856 0.00019529 0.00016819 0.00023624 0.00825776 0.00019283 0.00023892 0.00045491 0.00918538 0.00825534 0.01003487 0.00013879 0.00109063 0.00820828 0.00782203 0.00849827 0.00115929 0.00041084 0.00807908 0.00853196 0.00108914 0.00782937 0.00766380 0.00804213 0.00436765 0.00775628 0.00018885 0.00143594 0.00162724 0.00922672 0.01031108 0.00845840 0.00786334 0 0.00022892 0.01235381 0.00026385 0.00912547 0.00019115 0.00014524 0.00772442 0.00021593 0.00019466 0.00770696 0.00806703 0.00102838 0.00767248 0.00029048 0.00073142 0.00041494 0.00808605 0.01013609 0.00048251 0.00927734 0.00019949 0.00068469 0.00994794 0.00818557 0.01043169 0.00917772 0.00443253 0.01058404 0.00023359 0.00017567 0.00778628 0.00020171 0.00019810 0.00783584 0.01083019 0.00021732 0.00877654 0.00780655 0.00806638 0.00774910 0.00755701 0.00017480 0.00013175 0.05668550 0.00782210 0.00905513 0.00020287 0.00018873 0.00901229 0.00168016 0.00043674 0.00021003 0.01014946 0.01099208 0.00027791 0.00048890 0.00031354 0.00022697 0.00061273 0.00023146 0.00045931 0.00102564 0.00019031 0.00806507 0.00824241 0.00881077 0.00047963 0.00013424 0.00063933 0.00765704 0.00790050 0.00019347 0.00986738 0.00019213 0.00525354 0.00490943 0.00803753 0.00955070 0.00048121 0.00023119 0.00784044 0.00774601 0.00804520 0.00800408 0.00486196 0.00951423 0.00019939 0.00043682 0.00800202
s_3330 0.00453320 0.00031122 0.01019613 0.00060724 0.00925655 0.00030081 0.00034844 0.00030415 0.00801500 0.00054645 0.00825606 0.00792859 0.00053007 0.00086982 0.00023433 0.00028351 0.00787477 0.00913754 0.01105352 0.00048097 0.00035786 0.00877831 0.00827260 0.00019722 0.00782594 0.00031484 0.00091317 0.00963648 0.01120704 0.00031954 0.00026111 0.00036506 0.00830023 0.00032154 0.00036714 0.00047475 0.00943782 0.00818549 0.01011987 0.00025680 0.00106659 0.00817283 0.00802279 0.00848482 0.00114512 0.00055515 0.00810835 0.00857531 0.00105506 0.00775611 0.00761705 0.00820701 0.00444445 0.00790909 0.00032831 0.00151756 0.00172887 0.00935449 0.01027463 0.00829159 0.00782403 0.00022892 0 0.01236691 0.00039808 0.00907189 0.00031399 0.00021361 0.00773491 0.00033779 0.00031280 0.00767496 0.00822859 0.00105310 0.00778215 0.00034349 0.00086900 0.00047324 0.00816957 0.01007294 0.00052410 0.00942415 0.00032356 0.00083977 0.01011834 0.00856750 0.01080032 0.00916482 0.00448766 0.01065799 0.00036601 0.00030918 0.00766615 0.00033571 0.00033734 0.00796496 0.01088571 0.00028644 0.00863773 0.00792790 0.00823728 0.00775698 0.00787888 0.00031027 0.00028746 0.05289830 0.00805853 0.00898054 0.00032810 0.00031145 0.00891429 0.00173319 0.00049842 0.00032746 0.01038287 0.01108023 0.00041284 0.00055028 0.00034887 0.00034722 0.00066666 0.00036330 0.00042057 0.00102924 0.00031820 0.00803842 0.00818655 0.00871158 0.00045934 0.00026068 0.00075923 0.00767064 0.00786402 0.00031395 0.00991613 0.00032162 0.00531944 0.00496330 0.00802482 0.00967997 0.00051922 0.00036111 0.00785528 0.00786110 0.00812165 0.00805084 0.00489749 0.00943356 0.00034032 0.00049454 0.00810934
