s_1645	s_1669	F_28	s_1661	s_1633	F_47	F_17	F_12	F_53	F_35	F_51	s_1688	s_1655	s_1617	s_1630	F_58	F_13	s_1626	F_37	s_1622	s_1691	s_1658	s_1666	F_39	F_44	F_64	F_31	s_1649	F_61	G_2	F_26	s_1613	F_19	F_21	s_1653	s_1667	s_1674	G_5	s_1684	F_32	s_1641	s_1686	s_1643	F_56	s_1689	s_1672	F_59	s_1632	F_41	F_27	F_54	F_15	s_1627	F_45	s_1664	s_1624	s_1615	s_1639	F_24	s_1679	s_1612	G_9	s_1677	s_1647	G_4	s_1692	F_52	F_34	F_25	s_1650	s_1620	F_11	F_18	F_62	F_43	s_1614	s_1648	F_29	s_1657	s_1671	s_1625	s_1646	s_1656	F_42	s_1660	F_40	s_1636	s_1690	s_1687	F_14	F_60	F_48	s_1682	F_20	F_23	F_57	s_1659	s_1676	s_1680	s_1638	s_1631	s_1662	F_36	F_66	F_38	G_7	s_1644	F_55	s_1637	F_67	F_46	F_65	G_8	s_1673	F_63	F_16	G_1	s_1654	s_1681	s_1683	s_1665	F_22	s_1621	G_6	F_30	s_1628	s_1685	s_1651	s_1642	G_3	F_33	F_50	s_1675	s_1668	s_1670	s_1678	F_49	s_1640	s_1623
F_15 0.00520094 0.00523457 0.00505267 0.00520686 0.00079440 0.00523292 0.00520487 0.00567374 0.00567013 0.00469803 0.00495047 0.00520778 0.07602747 0.00084585 0.00085905 0.00583571 0.00558414 0.00521478 0.00566030 0.00535790 0.00081338 0.00519778 0.00521062 0.00519467 0.07537177 0.15125504 0.00548355 0.00088621 0.00505741 0.00557267 0.00560264 0.00524219 0.00527182 0.00508676 0.00532817 0.00521481 0.00531982 0.00487557 0.00535409 0.00567155 0.00084713 0.00535106 0.00521585 0.00575549 0.00511884 0.00532570 0.00519474 0.00076282 0.00527621 0.00519477 0.00551589 0 0.00516606 0.00549276 0.00521078 0.00532751 0.00532034 0.00076369 0.00001010 0.00532632 0.08058214 0.00478498 0.00532463 0.00524481 0.00527553 0.00505037 0.00489357 0.00549477 0.00527888 0.00078054 0.00532920 0.00000986 0.00520142 0.00000000 0.00466149 0.00522235 0.00520730 0.00552383 0.07510287 0.00509701 0.00511597 0.00521482 0.00535024 0.00567521 0.00523945 0.00551426 0.00524521 0.00533018 0.00532667 0.00503496 0.07538447 0.00549548 0.00533134 0.00009040 0.00528638 0.00532577 0.00523793 0.00533186 0.00532344 0.00083648 0.00079380 0.00522687 0.00528059 0.00508372 0.00555459 0.00481124 0.00520720 0.00474029 0.00520234 0.00492244 0.00505574 0.00591325 0.00557267 0.00532754 0.00509179 0.00505815 0.00000514 0.00523083 0.00532885 0.00532636 0.00519344 0.00492210 0.00532580 0.00486343 0.00530914 0.05537610 0.00532936 0.00083285 0.00088240 0.00003208 0.00566862 0.15063244 0.00533089 0.00520579 0.00512025 0.00532428 0.00522179 0.00090239 0.00491811
s_1627 0.00000581 0.00000949 0.00002804 0.00001887 0.00469122 0.00001755 0.00001755 0.00527067 0.00527576 0.00006217 0.00005676 0.00000975 0.07900343 0.00447092 0.00469674 0.00549032 0.00537907 0.00000426 0.00535898 0.00541337 0.00468471 0.00001838 0.00001000 0.00002178 0.07518000 0.15243935 0.00502145 0.00472144 0.00002682 0.00550639 0.00548219 0.00000759 0.00002352 0.00003459 0.00522825 0.00000975 0.00524412 0.00005134 0.00529213 0.00525064 0.00468902 0.00530791 0.00000726 0.00540001 0.00001144 0.00523363 0.00000797 0.00471255 0.00001949 0.00002033 0.00503370 0.00516606 0 0.00501992 0.00001938 0.00536989 0.00528699 0.00470463 0.00516711 0.00523667 0.08405499 0.00004449 0.00523713 0.00000702 0.00002350 0.00003592 0.00520249 0.00523822 0.00002494 0.00467253 0.00537090 0.00516834 0.00001727 1.00000000 0.00004537 0.00000539 0.00001644 0.00504429 0.08131200 0.00523265 0.00000464 0.00002686 0.00528865 0.00527181 0.00001885 0.00522772 0.00000726 0.00523214 0.00523385 0.00003025 0.07517861 0.00503121 0.00524341 0.00510549 0.00002517 0.00522812 0.00001934 0.00522705 0.00524471 0.00470492 0.00468352 0.00001816 0.00001742 0.00002806 0.00533893 0.00004131 0.00000702 0.00004884 0.00000702 0.00004203 0.00002755 0.00560997 0.00547311 0.00524111 0.00003054 0.00002804 0.00529770 0.00000557 0.00523070 0.00523580 0.00000949 0.00004404 0.00530316 0.00004596 0.00519745 0.06347940 0.00522940 0.00472933 0.00482573 0.00503077 0.00527475 0.14919747 0.00522879 0.00000926 0.00000949 0.00523815 0.00001112 0.00486523 0.00495323
F_45 0.00509472 0.00507560 0.00506921 0.00509656 0.00514118 0.00514170 0.00515175 0.00540555 0.00543132 0.00496599 0.00511762 0.00510410 0.08015470 0.00507717 0.00519832 0.00529249 0.00515338 0.00508433 0.00538103 0.00584899 0.00513430 0.00510263 0.00508040 0.00510659 0.07444275 0.15156126 0.00000270 0.00513162 0.00508215 0.00548381 0.00524564 0.00510335 0.00509420 0.00506658 0.00574476 0.00509553 0.00576984 0.00505018 0.00583049 0.00538072 0.00521962 0.00580525 0.00510074 0.00545527 0.00507620 0.00578413 0.00506778 0.00517750 0.00516637 0.00510740 0.00000493 0.00549276 0.00501992 0 0.00509270 0.00576010 0.00583806 0.00518407 0.00547689 0.00577738 0.08191731 0.00499860 0.00570994 0.00510388 0.00507178 0.00516237 0.00504828 0.00502533 0.00510407 0.00512615 0.00577797 0.00540955 0.00516475 0.00000000 0.00503120 0.00508933 0.00509312 0.00000567 0.07714673 0.00551334 0.00509396 0.00510205 0.00586876 0.00540741 0.00511266 0.00495581 0.00510488 0.00577255 0.00577360 0.00509333 0.07453518 0.00000543 0.00577947 0.00548018 0.00508256 0.00572655 0.00511372 0.00580464 0.00577557 0.00526263 0.00514488 0.00509188 0.00508183 0.00508333 0.00487884 0.00495767 0.00508935 0.00509393 0.00509601 0.00509074 0.00508131 0.00534233 0.00548345 0.00578999 0.00513211 0.00510842 0.00542929 0.00507711 0.00574395 0.00577021 0.00509312 0.00501527 0.00575265 0.00499805 0.00528381 0.05747577 0.00574312 0.00521348 0.00527434 0.00538958 0.00542654 0.15090851 0.00577651 0.00508713 0.00508998 0.00577548 0.00506870 0.00526213 0.00534576
s_1664 0.00001574 0.00001675 0.00004542 0.00000145 0.00482118 0.00002200 0.00002249 0.00533180 0.00533637 0.00006643 0.00006028 0.00001701 0.07956828 0.00471182 0.00480756 0.00553484 0.00541072 0.00001547 0.00543120 0.00545978 0.00480563 0.00000097 0.00001799 0.00003784 0.07542163 0.15276386 0.00509760 0.00469249 0.00004445 0.00552754 0.00551562 0.00001842 0.00004133 0.00005134 0.00538033 0.00001798 0.00539202 0.00005552 0.00545764 0.00531649 0.00481725 0.00546185 0.00001842 0.00546167 0.00001650 0.00541356 0.00001547 0.00483913 0.00002618 0.00003762 0.00510879 0.00521078 0.00001938 0.00509270 0 0.00538082 0.00529193 0.00483920 0.00521532 0.00539509 0.08352226 0.00004892 0.00539513 0.00001745 0.00004057 0.00004480 0.00523840 0.00524956 0.00004297 0.00477814 0.00541074 0.00524417 0.00002295 1.00000000 0.00003856 0.00001601 0.00000315 0.00511604 0.07847771 0.00538636 0.00001597 0.00003343 0.00547799 0.00531498 0.00000048 0.00522548 0.00001794 0.00539265 0.00539086 0.00004934 0.07538141 0.00510498 0.00539213 0.00514212 0.00004223 0.00541108 0.00000072 0.00540807 0.00539500 0.00484039 0.00481088 0.00000121 0.00003395 0.00004618 0.00539713 0.00004548 0.00001866 0.00005203 0.00001767 0.00004596 0.00004517 0.00564167 0.00552648 0.00540097 0.00003683 0.00004566 0.00534591 0.00001803 0.00538731 0.00539333 0.00001747 0.00004798 0.00532754 0.00005014 0.00525465 0.05757936 0.00538743 0.00482328 0.00485353 0.00513187 0.00533456 0.15235008 0.00540986 0.00001726 0.00001698 0.00539571 0.00001765 0.00488002 0.00500258
s_1624 0.00536129 0.00535517 0.00535682 0.00537385 0.00560796 0.00537567 0.00536984 0.00477637 0.00477236 0.00509113 0.00507729 0.00536281 0.07908554 0.00549448 0.00556350 0.00503172 0.00494985 0.00537234 0.00503179 0.00001145 0.00559125 0.00536349 0.00536090 0.00535673 0.07603356 0.15212840 0.00575971 0.00517283 0.00536061 0.00494769 0.00509835 0.00528924 0.00536029 0.00537700 0.00000357 0.00537242 0.00000453 0.00507279 0.00000635 0.00475469 0.00556390 0.00000660 0.00536462 0.00447148 0.00536084 0.00000624 0.00535724 0.00560986 0.00538964 0.00536712 0.00578424 0.00532751 0.00536989 0.00576010 0.00538082 0 0.00005860 0.00561113 0.00534316 0.00000835 0.08292195 0.00506729 0.00000835 0.00536456 0.00535945 0.00538264 0.00571143 0.00492236 0.00537165 0.00559477 0.00000239 0.00533679 0.00536335 1.00000000 0.00508094 0.00528830 0.00536542 0.00577993 0.08084319 0.00000811 0.00535963 0.00536620 0.00000367 0.00478095 0.00537780 0.00498894 0.00535965 0.00000524 0.00000763 0.00536913 0.07603960 0.00581624 0.00001265 0.00533713 0.00537067 0.00003004 0.00537860 0.00000501 0.00001050 0.00558998 0.00560368 0.00536570 0.00537618 0.00536942 0.00499618 0.00505768 0.00536441 0.00507993 0.00536058 0.00507066 0.00535728 0.00519535 0.00491087 0.00000430 0.00538454 0.00535994 0.00547000 0.00537113 0.00000500 0.00000786 0.00536723 0.00507477 0.00000786 0.00507347 0.00570269 0.05560041 0.00000572 0.00557797 0.00561905 0.00532097 0.00477672 0.15166363 0.00000405 0.00536186 0.00536030 0.00000835 0.00534291 0.00560461 0.00000404
s_1615 0.00528475 0.00529589 0.00533245 0.00528619 0.00561550 0.00534323 0.00533668 0.00478866 0.00478724 0.00505795 0.00502366 0.00528986 0.07847630 0.00546820 0.00557383 0.00501640 0.00496832 0.00529540 0.00500554 0.00006222 0.00560468 0.00528665 0.00530228 0.00531492 0.07561700 0.15230913 0.00575523 0.00516277 0.00533540 0.00489522 0.00510862 0.00532565 0.00532016 0.00535188 0.00005809 0.00531198 0.00005783 0.00502431 0.00005784 0.00478192 0.00555940 0.00006021 0.00530269 0.00449549 0.00530178 0.00005987 0.00529694 0.00561580 0.00533603 0.00532445 0.00583898 0.00532034 0.00528699 0.00583806 0.00529193 0.00005860 0 0.00561868 0.00533051 0.00005936 0.08331622 0.00502762 0.00006164 0.00530279 0.00533427 0.00535061 0.00571130 0.00497381 0.00533114 0.00560258 0.00005936 0.00532746 0.00531479 1.00000000 0.00503531 0.00532573 0.00528781 0.00570103 0.08053137 0.00005943 0.00528308 0.00530680 0.00005944 0.00478713 0.00529039 0.00503243 0.00529737 0.00005758 0.00005836 0.00534524 0.07562882 0.00579704 0.00006292 0.00532869 0.00534452 0.00006524 0.00529053 0.00005811 0.00005938 0.00559279 0.00561235 0.00528800 0.00535152 0.00534502 0.00499011 0.00501566 0.00530242 0.00504170 0.00529798 0.00503214 0.00533447 0.00519616 0.00485277 0.00005796 0.00533883 0.00533629 0.00547504 0.00531039 0.00005707 0.00005837 0.00529134 0.00502179 0.00005809 0.00503573 0.00563239 0.05482403 0.00005784 0.00557474 0.00560893 0.00530596 0.00478996 0.15160412 0.00005659 0.00528791 0.00528642 0.00005809 0.00528280 0.00559273 0.00005964
s_1639 0.00483143 0.00483016 0.00472084 0.00483385 0.00000547 0.00482849 0.00483045 0.00559499 0.00559688 0.00469718 0.00494180 0.00483245 0.07520856 0.00005750 0.00001701 0.00551551 0.00547690 0.00476642 0.00485035 0.00563214 0.00000642 0.00483469 0.00482736 0.00482527 0.07569021 0.15212337 0.00523880 0.00005959 0.00472152 0.00545445 0.00551947 0.00483063 0.00481713 0.00470456 0.00561929 0.00483087 0.00561752 0.00493562 0.00564676 0.00560262 0.00001350 0.00564148 0.00482958 0.00564130 0.00483133 0.00561725 0.00482803 0.00000362 0.00482365 0.00483034 0.00519260 0.00076369 0.00470463 0.00518407 0.00483920 0.00561113 0.00561868 0 0.00074855 0.00561801 0.08067115 0.00492780 0.00561776 0.00482936 0.00481912 0.00470713 0.00498717 0.00545013 0.00484157 0.00000596 0.00561495 0.00074824 0.00483254 1.00000000 0.00475079 0.00482642 0.00483300 0.00526324 0.07735133 0.00561371 0.00479983 0.00483594 0.00564400 0.00559445 0.00483550 0.00546029 0.00483217 0.00562009 0.00561341 0.00472569 0.07569537 0.00518520 0.00562341 0.00081053 0.00483856 0.00562066 0.00483784 0.00561951 0.00561409 0.00001528 0.00000501 0.00483348 0.00484255 0.00472595 0.00550826 0.00492048 0.00483044 0.00474952 0.00482996 0.00492579 0.00472157 0.00555880 0.00545449 0.00561913 0.00471050 0.00472107 0.00078248 0.00482452 0.00562171 0.00561383 0.00482739 0.00493155 0.00561130 0.00491329 0.00536064 0.05601814 0.00561695 0.00001302 0.00005384 0.00073706 0.00559550 0.14811123 0.00562001 0.00483031 0.00483075 0.00561417 0.00481998 0.00009718 0.00516873
F_24 0.00523416 0.00523576 0.00508432 0.00520972 0.00077822 0.00523947 0.00515535 0.00565938 0.00566384 0.00473925 0.00494765 0.00524475 0.07602153 0.00088040 0.00085391 0.00582096 0.00558199 0.00521845 0.00566624 0.00537431 0.00079614 0.00523024 0.00524434 0.00523122 0.07557372 0.15138574 0.00546803 0.00091550 0.00508735 0.00547795 0.00560502 0.00524789 0.00524166 0.00500071 0.00534380 0.00521628 0.00533575 0.00487744 0.00537063 0.00567376 0.00083137 0.00536729 0.00524818 0.00576314 0.00515124 0.00534358 0.00523389 0.00074776 0.00527607 0.00522749 0.00550093 0.00001010 0.00516711 0.00547689 0.00521532 0.00534316 0.00533051 0.00074855 0 0.00534032 0.08058626 0.00478514 0.00533830 0.00524949 0.00527696 0.00505604 0.00485827 0.00550185 0.00528396 0.00076446 0.00534445 0.00000024 0.00522926 0.00000000 0.00469751 0.00522827 0.00524142 0.00550819 0.07510581 0.00511417 0.00515310 0.00521933 0.00536748 0.00566198 0.00524216 0.00552144 0.00524781 0.00534576 0.00534232 0.00504009 0.07558579 0.00547990 0.00534724 0.00008631 0.00527627 0.00534571 0.00524066 0.00534777 0.00533900 0.00083177 0.00077811 0.00523162 0.00528429 0.00508364 0.00554303 0.00481819 0.00524012 0.00476754 0.00520471 0.00494762 0.00508826 0.00591090 0.00547797 0.00534316 0.00509458 0.00504009 0.00001346 0.00523501 0.00534447 0.00534450 0.00522643 0.00486494 0.00534142 0.00486301 0.00530405 0.05487857 0.00534490 0.00081697 0.00086536 0.00002758 0.00566294 0.15065162 0.00534616 0.00523709 0.00515274 0.00533830 0.00522350 0.00088393 0.00493665
s_1679 0.00537340 0.00536939 0.00529708 0.00538903 0.00561244 0.00531026 0.00531066 0.00477504 0.00477145 0.00502399 0.00502105 0.00531087 0.07916764 0.00548948 0.00557488 0.00502745 0.00496691 0.00530538 0.00502262 0.00001469 0.00558373 0.00531618 0.00537601 0.00530225 0.07574407 0.15208914 0.00571238 0.00497428 0.00530138 0.00495071 0.00508964 0.00529539 0.00530341 0.00531227 0.00000905 0.00540843 0.00000880 0.00501677 0.00000855 0.00475331 0.00556409 0.00001123 0.00538038 0.00447524 0.00530825 0.00000817 0.00530230 0.00561543 0.00532603 0.00530359 0.00574162 0.00532632 0.00523667 0.00577738 0.00539509 0.00000835 0.00005936 0.00561801 0.00534032 0 0.08301743 0.00501213 0.00000452 0.00529657 0.00530433 0.00532377 0.00570570 0.00492889 0.00531460 0.00560010 0.00000763 0.00533433 0.00529924 1.00000000 0.00502447 0.00529441 0.00538043 0.00569078 0.07760511 0.00000970 0.00531416 0.00536402 0.00000661 0.00478275 0.00539251 0.00489848 0.00537525 0.00000786 0.00000929 0.00530227 0.07575320 0.00581073 0.00000952 0.00533372 0.00530805 0.00003523 0.00538986 0.00000765 0.00000547 0.00559789 0.00560837 0.00531766 0.00531396 0.00530257 0.00498417 0.00500868 0.00537978 0.00501357 0.00537444 0.00500922 0.00529868 0.00517819 0.00491449 0.00000836 0.00532043 0.00529550 0.00546510 0.00530083 0.00000762 0.00001072 0.00531806 0.00501737 0.00001025 0.00501758 0.00570314 0.06142422 0.00000833 0.00554506 0.00556536 0.00531675 0.00477572 0.15158252 0.00000836 0.00537751 0.00539846 0.00000619 0.00528806 0.00551186 0.00000877
s_1612 0.08354511 0.08356534 0.08054192 0.08351584 0.08087678 0.08354072 0.08353719 0.08469077 0.08467435 0.07991682 0.08377688 0.08349460 0.00000059 0.08385121 0.08347669 0.08511695 0.08408179 0.08374965 0.08501423 0.08355341 0.08037473 0.08351743 0.08357546 0.08373354 0.07740103 0.15425810 0.08188901 0.07891892 0.08064902 0.08427071 0.08468421 0.08351801 0.08390800 0.08055063 0.08291997 0.08360041 0.08301066 0.08358575 0.08356803 0.08481685 0.08175954 0.08351688 0.08352641 0.08432523 0.08348743 0.08291096 0.08354953 0.08072206 0.08399732 0.08359004 0.08232058 0.08058214 0.08405499 0.08191731 0.08352226 0.08292195 0.08331622 0.08067115 0.08058626 0.08301743 0 0.08366416 0.08295363 0.08352852 0.08391372 0.08063276 0.08503121 0.08420405 0.08400493 0.08001150 0.08276930 0.08049892 0.08354114 1.00000000 0.07997528 0.08351492 0.08355962 0.08235133 0.00000045 0.08294181 0.08361390 0.08338388 0.08333246 0.08459426 0.08352574 0.08473475 0.08364049 0.08292543 0.08292682 0.08062994 0.07740545 0.08191578 0.08297357 0.08250420 0.08388560 0.08293442 0.08355177 0.08278309 0.08295518 0.08391207 0.08089489 0.08351866 0.08391937 0.08053493 0.08490198 0.08336393 0.08352461 0.08006674 0.08351426 0.08349833 0.08064149 0.08419861 0.08426916 0.08283537 0.08047416 0.08063432 0.08057184 0.08337631 0.08291063 0.08295567 0.08356705 0.08357110 0.08287643 0.08371077 0.08449460 0.00003030 0.08293693 0.08066351 0.08247094 0.08057565 0.08468098 0.15350383 0.08275739 0.08346185 0.08357068 0.08301942 0.08393416 0.08033091 0.08262454
G_9 0.00003742 0.00004096 0.00002643 0.00004793 0.00491363 0.00002522 0.00002498 0.00531810 0.00531934 0.00004201 0.00001363 0.00004079 0.07966335 0.00473985 0.00480060 0.00556612 0.00540118 0.00004782 0.00540330 0.00514841 0.00490676 0.00004804 0.00004152 0.00002643 0.07533203 0.15227129 0.00499820 0.00462289 0.00002424 0.00531822 0.00549866 0.00003965 0.00002920 0.00002321 0.00506685 0.00004129 0.00498584 0.00000970 0.00506638 0.00531206 0.00488226 0.00506553 0.00003918 0.00548696 0.00004070 0.00506622 0.00003803 0.00492801 0.00002780 0.00002520 0.00501167 0.00478498 0.00004449 0.00499860 0.00004892 0.00506729 0.00502762 0.00492780 0.00478514 0.00501213 0.08366416 0 0.00501153 0.00003893 0.00002949 0.00003204 0.00524183 0.00524395 0.00003066 0.00487475 0.00509465 0.00478260 0.00002472 0.00000000 0.00002493 0.00003862 0.00004640 0.00502961 0.07875696 0.00486356 0.00003692 0.00005479 0.00515085 0.00531434 0.00004813 0.00521834 0.00003918 0.00501368 0.00501266 0.00002984 0.07531504 0.00500598 0.00504674 0.00471659 0.00003086 0.00494492 0.00004836 0.00503715 0.00498901 0.00483401 0.00490458 0.00004838 0.00002675 0.00002646 0.00538079 0.00000801 0.00003934 0.00002104 0.00003885 0.00000693 0.00002544 0.00549756 0.00531711 0.00502878 0.00002420 0.00002642 0.00506977 0.00003937 0.00506751 0.00501413 0.00004136 0.00001017 0.00501456 0.00000715 0.00522436 0.05770921 0.00506937 0.00490039 0.00492068 0.00487031 0.00531822 0.15134886 0.00509444 0.00004121 0.00004120 0.00501179 0.00003756 0.00501864 0.00470435
s_1677 0.00537378 0.00537317 0.00529648 0.00538941 0.00561232 0.00531106 0.00531039 0.00478910 0.00479018 0.00502166 0.00502057 0.00531435 0.07916424 0.00548960 0.00557351 0.00503064 0.00496820 0.00530543 0.00502130 0.00001295 0.00558453 0.00531621 0.00537979 0.00530190 0.07612589 0.15212204 0.00564318 0.00497326 0.00530142 0.00488623 0.00508785 0.00529574 0.00530360 0.00531300 0.00000762 0.00541411 0.00000832 0.00501640 0.00000807 0.00477912 0.00556448 0.00001025 0.00538076 0.00447676 0.00531182 0.00000937 0.00530241 0.00561546 0.00532689 0.00530404 0.00571651 0.00532463 0.00523713 0.00570994 0.00539513 0.00000835 0.00006164 0.00561776 0.00533830 0.00000452 0.08295363 0.00501153 0 0.00529661 0.00530434 0.00532382 0.00570559 0.00492948 0.00531459 0.00559985 0.00000882 0.00533447 0.00529928 1.00000000 0.00502460 0.00529479 0.00538081 0.00571221 0.07753157 0.00000878 0.00531454 0.00536440 0.00000661 0.00479103 0.00539255 0.00489796 0.00537563 0.00000715 0.00000906 0.00530239 0.07613403 0.00581109 0.00001047 0.00533338 0.00530915 0.00003451 0.00538990 0.00000788 0.00000880 0.00559660 0.00560811 0.00531770 0.00531446 0.00530274 0.00498450 0.00501581 0.00538017 0.00501424 0.00537482 0.00501018 0.00529872 0.00518415 0.00484755 0.00000741 0.00532078 0.00529623 0.00546506 0.00530121 0.00000762 0.00001048 0.00532373 0.00501676 0.00001025 0.00501724 0.00570601 0.06238081 0.00000858 0.00553802 0.00555870 0.00531596 0.00478566 0.15160150 0.00000812 0.00538129 0.00540223 0.00000714 0.00528639 0.00548732 0.00000877
s_1647 0.00000363 0.00000437 0.00003397 0.00001744 0.00481103 0.00001396 0.00001396 0.00532837 0.00533208 0.00005619 0.00005101 0.00000412 0.07967161 0.00470356 0.00482746 0.00552623 0.00540978 0.00000314 0.00543363 0.00544396 0.00476909 0.00001694 0.00000485 0.00002864 0.07537116 0.15272045 0.00510482 0.00483438 0.00003398 0.00551009 0.00551941 0.00000556 0.00003016 0.00004256 0.00529011 0.00000461 0.00529451 0.00004555 0.00535580 0.00531070 0.00480764 0.00538440 0.00000024 0.00546255 0.00000583 0.00531567 0.00000556 0.00482928 0.00001640 0.00002840 0.00511541 0.00524481 0.00000702 0.00510388 0.00001745 0.00536456 0.00530279 0.00482936 0.00524949 0.00529657 0.08352852 0.00003893 0.00529661 0 0.00003087 0.00003429 0.00523075 0.00525748 0.00003279 0.00480996 0.00539411 0.00516349 0.00001344 1.00000000 0.00002995 0.00000387 0.00001524 0.00512200 0.08207967 0.00528950 0.00000290 0.00002463 0.00537492 0.00532667 0.00001741 0.00523352 0.00000024 0.00529512 0.00529312 0.00003913 0.07537112 0.00511202 0.00529498 0.00509078 0.00003230 0.00531400 0.00001741 0.00531079 0.00529719 0.00483102 0.00480059 0.00001698 0.00002427 0.00003498 0.00537608 0.00003623 0.00000000 0.00004326 0.00000000 0.00003647 0.00003447 0.00566315 0.00550923 0.00530373 0.00002872 0.00003520 0.00529599 0.00000024 0.00529043 0.00529547 0.00000437 0.00003897 0.00531290 0.00003991 0.00524383 0.05757728 0.00528894 0.00485035 0.00483064 0.00504990 0.00533149 0.15249138 0.00531128 0.00000412 0.00000436 0.00529757 0.00000847 0.00485678 0.00498780
G_4 0.00002888 0.00002994 0.00001836 0.00004033 0.00481134 0.00002191 0.00002143 0.00532323 0.00531533 0.00004729 0.00004053 0.00002997 0.07985959 0.00475794 0.00484682 0.00558031 0.00539717 0.00002858 0.00541733 0.00543814 0.00478943 0.00003997 0.00003099 0.00001851 0.07542143 0.15227743 0.00507479 0.00472303 0.00001693 0.00532501 0.00549544 0.00003111 0.00000474 0.00002870 0.00535866 0.00003097 0.00527697 0.00003878 0.00536643 0.00529725 0.00479837 0.00536943 0.00003159 0.00552001 0.00003167 0.00536297 0.00002747 0.00482119 0.00000838 0.00001661 0.00508715 0.00527553 0.00002350 0.00507178 0.00004057 0.00535945 0.00533427 0.00481912 0.00527696 0.00530433 0.08391372 0.00002949 0.00530434 0.00003087 0 0.00003908 0.00525211 0.00524503 0.00000568 0.00477272 0.00538888 0.00527271 0.00001751 0.00000000 0.00003516 0.00002919 0.00003854 0.00509061 0.07899863 0.00513524 0.00002888 0.00004868 0.00545682 0.00531195 0.00004002 0.00522477 0.00003112 0.00530827 0.00530558 0.00002195 0.07539807 0.00508292 0.00534056 0.00523987 0.00000543 0.00537252 0.00003998 0.00532851 0.00528000 0.00487953 0.00479378 0.00004126 0.00001397 0.00001885 0.00539038 0.00002486 0.00003225 0.00003337 0.00003083 0.00002950 0.00001811 0.00568659 0.00545579 0.00532401 0.00003048 0.00001859 0.00541037 0.00003127 0.00535944 0.00530774 0.00003135 0.00002857 0.00530743 0.00003070 0.00523213 0.05833334 0.00536021 0.00477030 0.00482264 0.00520754 0.00531510 0.15199653 0.00539048 0.00003066 0.00002993 0.00530492 0.00002875 0.00487452 0.00498375
