s_2937	F_52	F_34	F_25	s_2971	s_2940	F_28	F_18	F_11	s_2968	F_62	F_47	F_17	F_12	s_2961	s_2912	F_43	s_2970	F_29	s_2917	F_53	F_35	s_2904	F_51	F_42	s_2909	F_40	F_58	F_13	F_37	s_2939	F_14	F_60	F_48	s_2923	F_20	F_23	s_2941	s_2907	F_57	F_39	s_2931	F_44	s_2955	s_2918	s_2953	F_64	F_31	F_61	G_2	s_2930	F_36	F_26	F_66	F_38	F_19	s_2972	G_7	s_2964	F_21	s_2956	s_2920	F_55	s_2966	F_67	s_2903	G_5	F_46	F_65	G_8	F_32	F_63	F_16	s_2945	G_1	s_2914	F_56	s_2933	s_2965	F_59	s_2915	F_41	F_27	F_22	s_2954	F_54	s_2950	F_30	s_2959	G_6	F_15	s_2948	s_2942	s_2926	G_3	F_45	s_2908	s_2962	F_50	F_33	s_2949	s_2927	s_2969	F_24	s_2916	F_49	s_2952	s_2921	G_9	s_2944	G_4
F_15 0.00430196 0.01395099 0.01475242 0.01550047 0.01526725 0.00344273 0.01428563 0.01490474 0.00001178 0.01731781 0.16114790 0.01500103 0.01493436 0.01521228 0.01609964 0.00423881 0.01309506 0.01544083 0.01599948 0.01435328 0.01514379 0.01310504 0.01429594 0.01457909 0.01521227 0.01532624 0.01495121 0.01632748 0.01513754 0.01530777 0.00343225 0.01425434 0.07538447 0.01587643 0.01534421 0.00081036 0.01552967 0.00346910 0.01439534 0.01498295 0.01486572 0.01437755 0.07537177 0.01452971 0.01447790 0.00367876 0.15125504 0.01586745 0.01430488 0.01534899 0.01440796 0.01551463 0.01499726 0.01436165 0.01532095 0.01546529 0.01449932 0.01426793 0.00430620 0.01431007 0.01464895 0.01536896 0.01321155 0.00354588 0.01450916 0.07983625 0.01441385 0.01430358 0.01780627 0.01534879 0.01520348 0.01430669 0.01430563 0.01458638 0.00000563 0.01439422 0.01617688 0.08042177 0.00340706 0.01490476 0.01432592 0.01547037 0.01489574 0.01450554 0.01409234 0.01602083 0.00337024 0.01477082 0.01452028 0.01438980 0 0.00436747 0.00346861 0.01528521 0.00012064 0.01588276 0.01451855 0.01449148 0.15063244 0.01513933 0.00324275 0.01497439 0.07617113 0.00001082 0.01415390 0.01495325 0.00371506 0.01514497 0.01428279 0.01411322 0.01548686
s_2948 0.00016846 0.01382570 0.01426768 0.01357334 0.01479386 0.00018584 0.01363323 0.01312087 0.00434731 0.01760976 0.04804212 0.01309920 0.01312187 0.01459010 0.01557411 0.00018486 0.01357827 0.01607438 0.01493926 0.01286334 0.01460221 0.01352500 0.01289924 0.01363964 0.01457788 0.01584930 0.01438073 0.01449967 0.01446898 0.01278436 0.00017717 0.01363153 0.07401663 0.01458485 0.01611008 0.00390033 0.01359646 0.00019671 0.01291539 0.01534578 0.01307443 0.01365592 0.07388798 0.01300288 0.01298097 0.00108071 0.14529156 0.01462473 0.01364622 0.01458104 0.01286139 0.01360121 0.01429816 0.01362558 0.01491460 0.01353042 0.01301321 0.01354184 0.00016331 0.01365275 0.01297020 0.01598687 0.01370817 0.00017064 0.01358164 0.08056866 0.01357983 0.01364914 0.01513217 0.01458018 0.01458591 0.01363146 0.01365219 0.01286295 0.00443485 0.01289888 0.01531490 0.08145358 0.00021468 0.01312051 0.01285578 0.01361445 0.01313075 0.01357034 0.01299606 0.01463713 0.00119861 0.01448850 0.01298166 0.01355047 0.00436747 0 0.00027123 0.01586527 0.00401971 0.01465297 0.01513260 0.01302614 0.14160904 0.01458912 0.00018785 0.01562248 0.07800599 0.00435801 0.01293379 0.01304315 0.00029696 0.01580308 0.01356833 0.01276463 0.01355199
s_2942 0.00026648 0.01384860 0.01441883 0.01356877 0.01488635 0.00024871 0.01308121 0.01333160 0.00340601 0.01781625 0.04673496 0.01330993 0.01333005 0.01464413 0.01560395 0.00028944 0.01294199 0.01629875 0.01506537 0.01301807 0.01466706 0.01271126 0.01298891 0.01431707 0.01465726 0.01602308 0.01453153 0.01441863 0.01457265 0.01317616 0.00024485 0.01308207 0.07429790 0.01467887 0.01622146 0.00387552 0.01357464 0.00027291 0.01313596 0.01552250 0.01329108 0.01367697 0.07428834 0.01318662 0.01317226 0.00068223 0.14610690 0.01470336 0.01310009 0.01467948 0.01300149 0.01364341 0.01442306 0.01301720 0.01493148 0.01340341 0.01321702 0.01428292 0.00024898 0.01276661 0.01315305 0.01615051 0.01296011 0.00027253 0.01431508 0.07867950 0.01433492 0.01309104 0.01574283 0.01467861 0.01463640 0.01262676 0.01303306 0.01319034 0.00350764 0.01311631 0.01566903 0.07955750 0.00025605 0.01333332 0.01290562 0.01348845 0.01334363 0.01432545 0.01317119 0.01472099 0.00092154 0.01459967 0.01318388 0.01420199 0.00346861 0.00027123 0 0.01605404 0.00318121 0.01473401 0.01545464 0.01322071 0.14231647 0.01464561 0.00025185 0.01576583 0.07437599 0.00341559 0.01301159 0.01324619 0.00037820 0.01591040 0.01432821 0.01300634 0.01343121
s_2926 0.01584477 0.01584136 0.01338570 0.01498037 0.01164538 0.01598191 0.01494183 0.01493550 0.01535545 0.00214879 0.04276187 0.01496311 0.01497723 0.01296389 0.01357087 0.01529576 0.01404245 0.00073810 0.01643412 0.01464831 0.01294139 0.01411101 0.01465335 0.01400173 0.01294303 0.00258189 0.01379628 0.01371778 0.01374767 0.01397160 0.01597989 0.01493095 0.07423651 0.01643446 0.00090643 0.01531352 0.01498493 0.01601472 0.01479429 0.00078033 0.01499017 0.01469775 0.07448973 0.01475105 0.01477752 0.01559701 0.14516190 0.01638471 0.01495691 0.01372577 0.01475725 0.01498918 0.01423167 0.01493249 0.01374814 0.01494585 0.01473196 0.01399023 0.01577279 0.01505112 0.01480213 0.00082485 0.01405701 0.01576830 0.01399815 0.08071978 0.01401839 0.01494836 0.01525986 0.01347785 0.01297698 0.01504822 0.01494396 0.01488210 0.01557298 0.01476840 0.01272450 0.08221315 0.01599619 0.01491639 0.01473239 0.01505784 0.01490271 0.01399659 0.01481911 0.01635932 0.01582270 0.01588424 0.01481075 0.01397270 0.01528521 0.01586527 0.01605404 0 0.01527876 0.01639064 0.00161585 0.01487668 0.14494437 0.01295760 0.01591456 0.00082836 0.07893373 0.01537733 0.01484595 0.01491366 0.01594374 0.00072627 0.01397859 0.01486431 0.01496182
G_3 0.00396151 0.01393034 0.01476678 0.01535623 0.01504153 0.00320209 0.01414736 0.01498177 0.00011659 0.01728841 0.16114790 0.01501201 0.01500386 0.01509146 0.01545746 0.00391828 0.01312511 0.01542454 0.01570368 0.01401533 0.01509738 0.01298740 0.01396776 0.01442215 0.01508992 0.01535884 0.01484301 0.01621624 0.01508441 0.01520368 0.00317870 0.01413842 0.07407756 0.01559225 0.01535246 0.00075742 0.01538577 0.00314208 0.01407281 0.01507371 0.01485016 0.01396627 0.07406870 0.01421203 0.01416246 0.00346082 0.15173058 0.01562207 0.01415215 0.01485773 0.01408144 0.01538674 0.01536811 0.01415568 0.01525460 0.01532204 0.01414370 0.01442613 0.00398831 0.01410102 0.01430745 0.01535516 0.01303655 0.00329488 0.01441676 0.07983408 0.01441697 0.01414951 0.01762880 0.01514882 0.01518450 0.01404901 0.01418486 0.01413358 0.00014063 0.01392177 0.01612902 0.08040390 0.00314112 0.01482794 0.01400096 0.01542248 0.01483515 0.01439142 0.01371346 0.01578677 0.00312077 0.01460845 0.01416781 0.01440562 0.00012064 0.00401971 0.00318121 0.01527876 0 0.01559290 0.01461260 0.01410498 0.15015858 0.01509171 0.00300486 0.01498077 0.07586945 0.00011807 0.01387469 0.01473907 0.00345685 0.01513229 0.01442011 0.01375517 0.01538723
F_45 0.01452101 0.01421936 0.01352308 0.01412829 0.01489760 0.01451715 0.01406122 0.01423301 0.01575161 0.01863849 0.16114790 0.01418593 0.01421559 0.01462343 0.01569015 0.01429739 0.01393198 0.01653898 0.00000838 0.01357926 0.01470465 0.01387882 0.01367572 0.01421570 0.01463621 0.01675353 0.01347296 0.01453124 0.01383470 0.01449943 0.01454666 0.01410875 0.07453518 0.00000790 0.01654680 0.01580247 0.01408338 0.01456592 0.01372220 0.01616473 0.01411029 0.01401024 0.07444275 0.01369824 0.01364619 0.01438299 0.15156126 0.00000563 0.01408539 0.01453262 0.01356928 0.01408648 0.01446411 0.01407531 0.01337054 0.01410126 0.01348615 0.01385607 0.01460847 0.01405910 0.01369682 0.01645687 0.01413932 0.01435451 0.01414027 0.08145808 0.01407133 0.01408258 0.01542580 0.01452981 0.01447709 0.01412871 0.01414312 0.01362488 0.01576716 0.01333556 0.01497417 0.08256747 0.01449960 0.01404244 0.01364313 0.01432370 0.01413566 0.01396707 0.01307558 0.00000985 0.01406207 0.01475211 0.01359026 0.01393158 0.01588276 0.01465297 0.01473401 0.01639064 0.01559290 0 0.01583381 0.01346971 0.15090851 0.01470610 0.01422282 0.01613362 0.08022429 0.01586851 0.01364391 0.01402164 0.01460810 0.01609405 0.01393777 0.01345087 0.01405666
s_2908 0.01525815 0.01536084 0.01320228 0.01446636 0.01096090 0.01548246 0.01443255 0.01443618 0.01460299 0.00281448 0.03896104 0.01446986 0.01448263 0.01235765 0.01261636 0.01494471 0.01367176 0.00149240 0.01578796 0.01430999 0.01235594 0.01377010 0.01428102 0.01355389 0.01236192 0.00313232 0.01333135 0.01342696 0.01297184 0.01338447 0.01537667 0.01441152 0.07428725 0.01584743 0.00176980 0.01469428 0.01448035 0.01550628 0.01429253 0.00122005 0.01439654 0.01453796 0.07425402 0.01425532 0.01432718 0.01505668 0.14243705 0.01583097 0.01443892 0.01289418 0.01432408 0.01457555 0.01352688 0.01439980 0.01325502 0.01442489 0.01445021 0.01355483 0.01516414 0.01463198 0.01442064 0.00162097 0.01363170 0.01519594 0.01353160 0.07987246 0.01355785 0.01443777 0.01445269 0.01263109 0.01240185 0.01458086 0.01442412 0.01440233 0.01477845 0.01438834 0.01206935 0.08150918 0.01535405 0.01449719 0.01435514 0.01464955 0.01437843 0.01363182 0.01445698 0.01585373 0.01495781 0.01548305 0.01434606 0.01349733 0.01451855 0.01513260 0.01545464 0.00161585 0.01461260 0.01583381 0 0.01450672 0.14193968 0.01237456 0.01525416 0.00162950 0.07728946 0.01460060 0.01449052 0.01445014 0.01542205 0.00159359 0.01351460 0.01448927 0.01444857
s_2962 0.01287412 0.01412644 0.01323245 0.00022174 0.01298794 0.01305378 0.00020057 0.00004078 0.01449948 0.01650082 0.04802632 0.00003845 0.00004035 0.01345482 0.01427902 0.01260137 0.00033128 0.01483041 0.01361799 0.00010246 0.01346352 0.00056861 0.00009277 0.00039234 0.01333364 0.01492927 0.01340210 0.01412387 0.01358040 0.01375430 0.01305792 0.00020814 0.07148630 0.01351526 0.01504226 0.01398615 0.00021995 0.01318656 0.00008620 0.01422017 0.00018657 0.00128933 0.07153109 0.00007271 0.00014092 0.01283673 0.14562646 0.01353142 0.00020419 0.01388459 0.00008644 0.00018340 0.01414949 0.00020083 0.01391572 0.00021712 0.00006906 0.00031779 0.01276665 0.00048390 0.00009129 0.01505227 0.00047700 0.01302252 0.00031864 0.08060780 0.00036065 0.00020347 0.01524251 0.01388431 0.01335938 0.00033664 0.00020361 0.00009916 0.01473182 0.00014504 0.01414134 0.08170983 0.01296858 0.00003421 0.00010699 0.00007392 0.00018484 0.00032102 0.00007850 0.01364778 0.01302483 0.01351635 0.00007286 0.00032493 0.01449148 0.01302614 0.01322071 0.01487668 0.01410498 0.01346971 0.01450672 0 0.14526549 0.01346632 0.01275068 0.01471266 0.07750187 0.01450608 0.00011727 0.00005040 0.01314791 0.01484735 0.00032917 0.00010375 0.00022238
F_50 0.14040297 0.15250401 0.15190479 0.15217909 0.14189738 0.14288210 0.15200075 0.15193181 0.15063467 0.14329371 0.16629956 0.15193225 0.15195271 0.15213186 0.13792990 0.13861658 0.15130213 0.14596591 0.15105909 0.14448773 0.15213192 0.15114291 0.14547435 0.15138306 0.15174204 0.13351020 0.15201714 0.15161337 0.15150020 0.15079947 0.14044449 0.15213514 0.15147565 0.15083399 0.14392175 0.15023869 0.15197293 0.14291252 0.14559116 0.15097746 0.15196393 0.14275975 0.15122324 0.14651232 0.14411889 0.13697950 0.01104186 0.15049225 0.15154832 0.15031619 0.14460904 0.15188999 0.15167473 0.15169487 0.15123653 0.15219274 0.14370583 0.14913483 0.14179037 0.15192313 0.14643461 0.14475154 0.15110356 0.14004506 0.15117324 0.14538060 0.15130716 0.15203286 0.15173719 0.15031619 0.15148547 0.15163400 0.15198205 0.14560837 0.15056593 0.14440550 0.15175568 0.14704592 0.14232504 0.15165268 0.14506414 0.15212526 0.15217352 0.15153223 0.13940640 0.15072915 0.14230578 0.15189437 0.14661555 0.15130406 0.15063244 0.14160904 0.14231647 0.14494437 0.15015858 0.15090851 0.14193968 0.14526549 0 0.15221099 0.13849403 0.14365885 0.14854957 0.15065162 0.14446283 0.15184619 0.14074449 0.14372408 0.15134886 0.14415329 0.15199653
F_33 0.01447872 0.01493212 0.01274529 0.01385835 0.01187481 0.01452577 0.01382731 0.01385445 0.01518923 0.01457437 0.16114790 0.01385783 0.01383834 0.00000078 0.01332524 0.01406776 0.01386369 0.01310147 0.01479177 0.01341795 0.00000052 0.01369842 0.01342410 0.01384565 0.00000078 0.01328372 0.01294761 0.01232075 0.01309114 0.01262123 0.01457650 0.01380826 0.07557209 0.01468000 0.01313604 0.01506705 0.01387775 0.01458020 0.01347631 0.01262742 0.01385534 0.01316377 0.07556141 0.01350943 0.01332811 0.01420926 0.15191453 0.01468750 0.01380570 0.00914444 0.01338648 0.01383767 0.01306924 0.01379326 0.01309030 0.01380860 0.01330607 0.01373552 0.01450778 0.01384921 0.01355302 0.01304490 0.01386037 0.01435848 0.01381204 0.08347281 0.01384060 0.01380603 0.01463484 0.00914336 0.00006868 0.01381307 0.01381942 0.01346950 0.01514720 0.01345854 0.01254828 0.08423325 0.01452663 0.01384819 0.01347226 0.01380751 0.01385448 0.01382836 0.01301989 0.01473169 0.01403735 0.01488930 0.01347560 0.01386395 0.01513933 0.01458912 0.01464561 0.01295760 0.01509171 0.01470610 0.01237456 0.01346632 0.15221099 0 0.01412116 0.01282931 0.08292750 0.01519018 0.01342603 0.01382397 0.01456335 0.01286830 0.01382518 0.01328637 0.01381904
s_2949 0.00017288 0.01325876 0.01381358 0.01311740 0.01460422 0.00017766 0.01256982 0.01282404 0.00319913 0.01718356 0.04677988 0.01279008 0.01282023 0.01409028 0.01488147 0.00019826 0.01236717 0.01571276 0.01453757 0.01282829 0.01410924 0.01210285 0.01282170 0.01388325 0.01412235 0.01595161 0.01397927 0.01385780 0.01405296 0.01274194 0.00016525 0.01257769 0.07208622 0.01412614 0.01601156 0.00366773 0.01311667 0.00019656 0.01290131 0.01500611 0.01276862 0.01355196 0.07221678 0.01265542 0.01290512 0.00060186 0.14232392 0.01415586 0.01259549 0.01436350 0.01283821 0.01312673 0.01386207 0.01257061 0.01449266 0.01292206 0.01270543 0.01385321 0.00016916 0.01230300 0.01269481 0.01600446 0.01246103 0.00019099 0.01391072 0.07841844 0.01390865 0.01258312 0.01523311 0.01436265 0.01408409 0.01229140 0.01257568 0.01290570 0.00329332 0.01287548 0.01513156 0.07952619 0.00018877 0.01281844 0.01279828 0.01299492 0.01282632 0.01389994 0.01272284 0.01419503 0.00082262 0.01409430 0.01271315 0.01377590 0.00324275 0.00018785 0.00025185 0.01591456 0.00300486 0.01422282 0.01525416 0.01275068 0.13849403 0.01412116 0 0.01561394 0.07442078 0.00320779 0.01277008 0.01273244 0.00030083 0.01573765 0.01389887 0.01257454 0.01295490
s_2927 0.01554419 0.01561803 0.01326919 0.01486960 0.01135064 0.01569375 0.01475706 0.01472596 0.01507856 0.00222976 0.03598547 0.01483926 0.01479243 0.01283099 0.01346099 0.01516673 0.01388562 0.00069783 0.01615246 0.01445374 0.01282113 0.01398073 0.01456937 0.01387892 0.01283994 0.00260784 0.01358069 0.01355907 0.01355658 0.01374342 0.01572654 0.01480479 0.07365397 0.01616169 0.00090770 0.01500114 0.01486200 0.01576533 0.01470428 0.00079857 0.01475033 0.01454434 0.07362979 0.01457271 0.01470734 0.01555016 0.14399199 0.01608621 0.01476957 0.01326011 0.01456201 0.01487238 0.01395678 0.01479830 0.01352226 0.01480764 0.01457104 0.01384425 0.01546954 0.01483930 0.01465671 0.00083988 0.01388324 0.01560516 0.01382532 0.08033023 0.01384400 0.01476876 0.01507735 0.01303412 0.01283464 0.01488653 0.01475615 0.01466896 0.01526259 0.01473079 0.01255363 0.08080768 0.01573101 0.01475668 0.01461540 0.01494875 0.01479798 0.01388346 0.01465246 0.01611903 0.01534774 0.01581120 0.01465931 0.01386261 0.01497439 0.01562248 0.01576583 0.00082836 0.01498077 0.01613362 0.00162950 0.01471266 0.14365885 0.01282931 0.01561394 0 0.07785352 0.01508030 0.01479797 0.01475310 0.01566469 0.00073956 0.01383026 0.01468209 0.01480135
s_2969 0.07746467 0.08380175 0.08250541 0.07991013 0.08080545 0.07441441 0.07612438 0.07938048 0.07690150 0.08193191 0.09074074 0.07937110 0.07942167 0.08341524 0.07957314 0.07566206 0.07540396 0.08004410 0.08053327 0.07706044 0.08334545 0.07530066 0.07719086 0.07956216 0.08330963 0.05657754 0.08225297 0.08433281 0.08358544 0.08301569 0.07404409 0.07610947 0.07714993 0.07964789 0.07839125 0.07824241 0.07987523 0.07443194 0.07776212 0.08030312 0.07937523 0.07739512 0.07716556 0.07788637 0.07679139 0.07156216 0.14960647 0.08019913 0.07610421 0.08158981 0.07773361 0.07987715 0.08334149 0.07608976 0.08336875 0.07991651 0.07842884 0.07921305 0.07735864 0.07610503 0.07742948 0.07890250 0.07556314 0.07093189 0.07932556 0.00036648 0.07947384 0.07620194 0.08378228 0.08159150 0.08329254 0.07612165 0.07612578 0.07746675 0.07771231 0.07710895 0.08361152 0.00056817 0.07349035 0.07936266 0.07679470 0.07983480 0.07939205 0.07946982 0.07518045 0.08049024 0.06826231 0.08113532 0.07759837 0.07951246 0.07617113 0.07800599 0.07437599 0.07893373 0.07586945 0.08022429 0.07728946 0.07750187 0.14854957 0.08292750 0.07442078 0.07785352 0 0.07693101 0.07736668 0.07991609 0.07332944 0.07733298 0.07956836 0.07768515 0.07989460
F_24 0.00429654 0.01388850 0.01482486 0.01554765 0.01533581 0.00339639 0.01437951 0.01498388 0.00000166 0.01741194 0.16114790 0.01506009 0.01494160 0.01518925 0.01611932 0.00423447 0.01324229 0.01553232 0.01598587 0.01436165 0.01518998 0.01326408 0.01431593 0.01457682 0.01519299 0.01525353 0.01501926 0.01632029 0.01518359 0.01537831 0.00338225 0.01427302 0.07558579 0.01586424 0.01544489 0.00080760 0.01552103 0.00342218 0.01452828 0.01512440 0.01500514 0.01444560 0.07557372 0.01443786 0.01438124 0.00364386 0.15138574 0.01585708 0.01438789 0.01501022 0.01440378 0.01553593 0.01505637 0.01437310 0.01531665 0.01539263 0.01451344 0.01428584 0.00429638 0.01422421 0.01466026 0.01546075 0.01328824 0.00349221 0.01458260 0.08014825 0.01441824 0.01439422 0.01783483 0.01501007 0.01530719 0.01435415 0.01427987 0.01460310 0.00002154 0.01441489 0.01626076 0.08074674 0.00336264 0.01505195 0.01440150 0.01547451 0.01499292 0.01438137 0.01411403 0.01600800 0.00337268 0.01479621 0.01453404 0.01439058 0.00001082 0.00435801 0.00341559 0.01537733 0.00011807 0.01586851 0.01460060 0.01450608 0.15065162 0.01519018 0.00320779 0.01508030 0.07693101 0 0.01420822 0.01496360 0.00366227 0.01522991 0.01428555 0.01424402 0.01552802
s_2916 0.01289098 0.01409992 0.01336311 0.00025187 0.01334728 0.01288932 0.00023106 0.00007293 0.01431247 0.01682066 0.05925623 0.00007084 0.00007253 0.01342204 0.01421713 0.01251547 0.00029430 0.01510109 0.01372219 0.00020439 0.01342580 0.00051600 0.00017370 0.00042593 0.01339039 0.01498389 0.01353677 0.01422637 0.01371038 0.01376993 0.01287672 0.00023526 0.07233541 0.01365169 0.01506016 0.01404586 0.00024721 0.01288088 0.00014554 0.01441384 0.00021716 0.00140766 0.07237546 0.00012990 0.00024875 0.01309527 0.14499842 0.01363806 0.00023162 0.01418004 0.00017716 0.00021117 0.01426132 0.00023265 0.01403134 0.00024342 0.00012849 0.00035304 0.01289671 0.00044028 0.00015301 0.01498643 0.00043374 0.01286119 0.00035012 0.07972493 0.00039667 0.00023157 0.01537702 0.01417919 0.01330690 0.00029655 0.00023174 0.00016521 0.01441027 0.00026653 0.01424194 0.08191059 0.01289631 0.00006658 0.00022082 0.00010409 0.00021260 0.00035291 0.00014281 0.01370750 0.01331601 0.01360183 0.00012969 0.00035746 0.01415390 0.01293379 0.01301159 0.01484595 0.01387469 0.01364391 0.01449052 0.00011727 0.14446283 0.01342603 0.01277008 0.01479797 0.07736668 0.01420822 0 0.00008570 0.01298026 0.01496259 0.00036078 0.00017006 0.00025137
F_49 0.01295224 0.01450885 0.01381127 0.00021266 0.01319058 0.01309095 0.00018384 0.00002183 0.01495741 0.01676513 0.16114790 0.00002091 0.00002116 0.01381102 0.01422448 0.01259647 0.00036189 0.01484334 0.01411901 0.00008039 0.01382961 0.00060991 0.00005456 0.00040073 0.01377013 0.01504044 0.01394558 0.01456639 0.01397200 0.01414891 0.01305333 0.00018958 0.07507060 0.01401097 0.01492016 0.01431085 0.00021177 0.01313297 0.00006668 0.01449948 0.00017476 0.00122988 0.07515765 0.00004437 0.00011606 0.01295886 0.15222565 0.01404835 0.00018661 0.01424937 0.00005787 0.00016997 0.01455879 0.00018392 0.01433819 0.00020230 0.00003865 0.00031098 0.01294676 0.00052790 0.00005807 0.01510566 0.00051852 0.01289184 0.00032294 0.08174207 0.00035804 0.00018593 0.01564666 0.01424798 0.01370064 0.00037153 0.00018729 0.00006057 0.01525142 0.00012607 0.01455823 0.08282544 0.01307133 0.00001675 0.00009909 0.00005451 0.00017394 0.00032328 0.00004712 0.01408863 0.01312241 0.01380818 0.00004789 0.00032962 0.01495325 0.01304315 0.01324619 0.01491366 0.01473907 0.01402164 0.01445014 0.00005040 0.15184619 0.01382397 0.01273244 0.01475310 0.07991609 0.01496360 0.00008570 0 0.01312494 0.01473619 0.00032080 0.00006204 0.00021208
s_2952 0.00029502 0.01377856 0.01438649 0.01341824 0.01474640 0.00030541 0.01300812 0.01321771 0.00365355 0.01761748 0.02738185 0.01318071 0.01320376 0.01455993 0.01564683 0.00032615 0.01284511 0.01608695 0.01490968 0.01299525 0.01458146 0.01262699 0.01299242 0.01431501 0.01456140 0.01572324 0.01451125 0.01434655 0.01457978 0.01294442 0.00031731 0.01301535 0.07403749 0.01453543 0.01612662 0.00411754 0.01342408 0.00032848 0.01311326 0.01538852 0.01315423 0.01365934 0.07400220 0.01310768 0.01312008 0.00068577 0.14452681 0.01468480 0.01300668 0.01476352 0.01300455 0.01348244 0.01436490 0.01295181 0.01479712 0.01328109 0.01312649 0.01433240 0.00028716 0.01265355 0.01308152 0.01603747 0.01285411 0.00026717 0.01434233 0.07897744 0.01437313 0.01299103 0.01587471 0.01476267 0.01453143 0.01264131 0.01290305 0.01312336 0.00377306 0.01306150 0.01553151 0.08016733 0.00032171 0.01321289 0.01295868 0.01330881 0.01321786 0.01433175 0.01308647 0.01458842 0.00075255 0.01458909 0.01310303 0.01423403 0.00371506 0.00029696 0.00037820 0.01594374 0.00345685 0.01460810 0.01542205 0.01314791 0.14074449 0.01456335 0.00030083 0.01566469 0.07332944 0.00366227 0.01298026 0.01312494 0 0.01586636 0.01433202 0.01280663 0.01329847
s_2921 0.01574657 0.01565668 0.01328319 0.01480056 0.01150818 0.01581031 0.01488645 0.01485481 0.01521119 0.00202834 0.03325040 0.01491224 0.01478013 0.01285178 0.01320061 0.01541779 0.01399666 0.00065078 0.01630358 0.01463379 0.01285198 0.01407619 0.01478609 0.01382109 0.01285891 0.00256443 0.01355780 0.01345909 0.01364904 0.01374966 0.01586133 0.01488057 0.07364769 0.01620006 0.00086144 0.01526014 0.01494775 0.01587129 0.01489791 0.00083163 0.01488067 0.01454579 0.07361294 0.01472491 0.01487044 0.01556888 0.14387423 0.01620489 0.01476392 0.01327788 0.01473226 0.01495610 0.01407920 0.01474117 0.01358753 0.01477286 0.01475001 0.01386846 0.01566486 0.01496662 0.01478819 0.00078772 0.01399185 0.01566297 0.01381562 0.08089405 0.01397305 0.01489698 0.01511087 0.01310251 0.01288954 0.01496729 0.01475128 0.01485788 0.01542928 0.01488083 0.01260525 0.08125631 0.01583768 0.01488547 0.01484159 0.01502253 0.01487245 0.01395340 0.01478975 0.01628605 0.01550769 0.01577228 0.01479774 0.01378583 0.01514497 0.01580308 0.01591040 0.00072627 0.01513229 0.01609405 0.00159359 0.01484735 0.14372408 0.01286830 0.01573765 0.00073956 0.07733298 0.01522991 0.01496259 0.01473619 0.01586636 0 0.01379737 0.01482396 0.01492310
G_9 0.01350069 0.01446530 0.01381475 0.00063552 0.01369760 0.01436667 0.00141742 0.00015664 0.01428238 0.01599721 0.16114790 0.00021985 0.00021985 0.01382646 0.01465234 0.01311137 0.00136557 0.01392453 0.01408050 0.00033925 0.01383359 0.00150799 0.00033057 0.00002888 0.01379106 0.01406937 0.01392762 0.01508431 0.01402544 0.01414606 0.01423884 0.00134872 0.07531504 0.01393474 0.01400249 0.01375722 0.00061374 0.01437277 0.00034020 0.01357610 0.00023924 0.00157838 0.07533203 0.00032734 0.00039973 0.01386850 0.15227129 0.01394212 0.00141570 0.01396062 0.00032696 0.00056825 0.01448537 0.00142000 0.01442274 0.00056928 0.00031808 0.00001648 0.01347461 0.00135148 0.00034167 0.01414419 0.00124278 0.01400017 0.00001685 0.08162337 0.00002425 0.00141562 0.01537003 0.01395923 0.01384507 0.00138602 0.00141717 0.00033611 0.01486791 0.00038243 0.01487676 0.08251088 0.01427626 0.00037482 0.00033771 0.00059144 0.00015583 0.00002196 0.00031680 0.01396366 0.01432313 0.01386497 0.00032257 0.00001800 0.01428279 0.01356833 0.01432821 0.01397859 0.01442011 0.01393777 0.01351460 0.00032917 0.15134886 0.01382518 0.01389887 0.01383026 0.07956836 0.01428555 0.00036078 0.00032080 0.01433202 0.01379737 0 0.00033328 0.00065674
s_2944 0.01289756 0.01394285 0.01320817 0.00022474 0.01313499 0.01291786 0.00020672 0.00004974 0.01412420 0.01651095 0.03629132 0.00004814 0.00004956 0.01325720 0.01416802 0.01255169 0.00033934 0.01485751 0.01347896 0.00016181 0.01328248 0.00056629 0.00011697 0.00039472 0.01321951 0.01499955 0.01331913 0.01401646 0.01349559 0.01357683 0.01278714 0.00021046 0.07145739 0.01346595 0.01504234 0.01389060 0.00022392 0.01290571 0.00010456 0.01421621 0.00019008 0.00136117 0.07150231 0.00008874 0.00020845 0.01289570 0.14448255 0.01341570 0.00020655 0.01398427 0.00012666 0.00018460 0.01405535 0.00020981 0.01379108 0.00021955 0.00008671 0.00032214 0.01273992 0.00048642 0.00010486 0.01502530 0.00047879 0.01277829 0.00032580 0.08060246 0.00036990 0.00020581 0.01514635 0.01398344 0.01316469 0.00034669 0.00020669 0.00011032 0.01446838 0.00022278 0.01405995 0.08182941 0.01277236 0.00004398 0.00018113 0.00007907 0.00018861 0.00032603 0.00009069 0.01354955 0.01304728 0.01342092 0.00008391 0.00033096 0.01411322 0.01276463 0.01300634 0.01486431 0.01375517 0.01345087 0.01448927 0.00010375 0.14415329 0.01328637 0.01257454 0.01468209 0.07768515 0.01424402 0.00017006 0.00006204 0.01280663 0.01482396 0.00033328 0 0.00022635
