s_129	G_20	s_163	s_133	s_194	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_135	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	s_192	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_221	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_126	s_150	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_176	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_251	s_130	s_175	s_255	G_6	s_141	G_30	G_29	s_173	s_235	G_3	s_211	s_206	s_210	s_232	s_157	s_186	s_190	G_24	s_161	s_238	G_13
s_220 0.00002975 0.01867163 0.00045296 0.01865770 0.00074865 0.01794367 0.01796609 0.00002361 0.01797582 0.00003210 0.00005612 0.01835452 0.01814105 0.00003344 0.00004706 0.00001140 0.01868218 0.01997484 0.01906560 0.01787695 0.01798525 0.01829250 0.01945828 0.01898091 0.01959234 0.01829233 0.01813348 0.00046518 0.01792954 0.01797180 0.01813770 0.00002282 0.01950720 0.00003636 0.01946430 0.01869524 0.01803228 0.01802664 0.01797516 0.01850247 0.01799708 0.01789108 0.01951482 0.00001592 0.01807025 0.01934199 0.01936525 0.01861021 0.00004543 0.01793974 0.00002045 0.00073792 0.01811808 0.01953256 0.01816627 0 0.01943113 0.01800994 0.01751365 0.01841432 0.00004307 0.00005748 0.01791448 0.00002813 0.00001221 0.00008300 0.01771102 0.01759510 0.01943591 0.01827492 0.01800470 0.01704465 0.01814233 0.00001860 0.01788940 0.00002946 0.01870577 0.01812646 0.00001194 0.00045896 0.00002569 0.01789504 0.01806048 0.01956433 0.01797827 0.01799862 0.01773376 0.01800963 0.01800538 0.01812947 0.00002545 0.01800770 0.01805035 0.01793720 0.02053011 0.00002175 0.01886560 0.01875163 0.01812166 0.01802930 0.00045323 0.00004764 0.01805492 0.00004437 0.01815663 0.00004751 0.00004089 0.01726380 0.01863979 0.01867464 0.01760931 0.01831754 0.01821225 0.00002838 0.01953822 0.01826481 0.01777831 0.01803194 0.00001565 0.01799677 0.00010577 0.00003472 0.00002731 0.00002018 0.01786739 0.00001803 0.01624372 0.01815326 0.01875731 0.01843764 0.01884998 0.01843391 0.01796843 0.00002414 0.01806287 0.01841483 0.00001168 0.01785346 0.01838330 0.01950982 0.01960008 0.01787853 0.00004008 0.01861045 0.01952415 0.01870541 0.00002043 0.00004521 0.01877230 0.01839990 0.00001460 0.01787955 0.01792863 0.00003371 0.01951115 0.01941224 0.02053218 0.01812871 0.01939400 0.01801037 0.00003581 0.01791674 0.01800287 0.01806727 0.00047073 0.01792046 0.01783889
s_203 0.01940354 0.01904924 0.01941660 0.02079438 0.01852519 0.01942491 0.01870244 0.01947266 0.01868011 0.01919585 0.01948759 0.01894696 0.01923049 0.01951226 0.01951006 0.01957028 0.01977842 0.02063588 0.02024013 0.01871421 0.01872932 0.01899231 0.00001869 0.01908890 0.02039993 0.01895212 0.01923293 0.01937810 0.01876215 0.01888377 0.01922536 0.01948459 0.01994213 0.01959772 0.00000948 0.01941345 0.01875345 0.01869430 0.01869893 0.01931985 0.01870638 0.01873692 0.02026114 0.01945608 0.01880261 0.01996834 0.01976065 0.02047686 0.01948915 0.01873153 0.01953342 0.01868548 0.01888337 0.00001794 0.01895965 0.01943113 0 0.01872442 0.01899439 0.01896692 0.01951198 0.01952985 0.01881996 0.01958422 0.01956591 0.02021359 0.01989009 0.01900686 0.02001571 0.01901341 0.01872225 0.01838392 0.01879617 0.01930908 0.01878457 0.01938469 0.01940418 0.02002534 0.01952790 0.01942814 0.01951246 0.01877094 0.01878862 0.02037389 0.01877249 0.01871939 0.01988185 0.01874535 0.01876188 0.02001087 0.01956158 0.01868339 0.01870872 0.01869196 0.02090093 0.01951229 0.01995833 0.01977545 0.01951283 0.01873065 0.01942023 0.01958259 0.01873836 0.01944186 0.01981118 0.01953449 0.01893514 0.01858149 0.01939731 0.01936368 0.01900089 0.01911095 0.01900194 0.01950668 0.02024430 0.01916499 0.01874197 0.01873944 0.01946417 0.01871573 0.02006591 0.01943417 0.01950817 0.01956807 0.01872616 0.01948942 0.01859002 0.01923841 0.01948973 0.01901155 0.01948070 0.01894934 0.01871460 0.01944254 0.01875211 0.01930903 0.01950974 0.01879799 0.01910680 0.00000895 0.02045749 0.01873758 0.01948956 0.01982492 0.02022571 0.01977260 0.01959330 0.01951394 0.02037896 0.01902917 0.01960040 0.01876659 0.01874893 0.01957274 0.02075455 0.01973146 0.02126106 0.01922501 0.01998161 0.01869371 0.01941253 0.01873677 0.01870892 0.01879854 0.01941783 0.01867691 0.01872088
s_250 0.01793321 0.00261707 0.01779473 0.01887110 0.01660733 0.01816388 0.00000914 0.01794688 0.00000653 0.01771156 0.01793011 0.00030130 0.01816911 0.01797539 0.01803130 0.01799272 0.01894680 0.01914797 0.01811573 0.00028178 0.00000888 0.00031763 0.01866338 0.01806024 0.01886169 0.01827776 0.01816966 0.01780595 0.00027258 0.00009603 0.01816264 0.01795862 0.01990117 0.01800970 0.01863342 0.01760278 0.00001358 0.00002113 0.00001619 0.00344216 0.00001646 0.00029957 0.01854459 0.01800826 0.00035586 0.01872032 0.01828098 0.01932331 0.01795653 0.00031051 0.01796032 0.01673398 0.00035862 0.01868116 0.01807341 0.01800994 0.01872442 0 0.01860600 0.00030732 0.01797244 0.01793539 0.00032226 0.01798209 0.01795405 0.01776163 0.01871882 0.01872939 0.01871536 0.00033602 0.00000335 0.01783487 0.00034472 0.01792169 0.00029281 0.01788656 0.01780924 0.01834127 0.01797289 0.01782178 0.01797520 0.00030072 0.00031435 0.01887090 0.00029519 0.00001306 0.01862805 0.00000927 0.00001332 0.01833811 0.01799819 0.00000784 0.00000721 0.00002325 0.01957911 0.01797005 0.01817443 0.01891108 0.01846134 0.00001358 0.01784224 0.01802988 0.00034831 0.01783762 0.01898922 0.01797544 0.01750277 0.01836824 0.01760295 0.01780326 0.01860244 0.00050610 0.00039640 0.01795294 0.01861485 0.01829214 0.00029981 0.00001358 0.01792598 0.00001410 0.01894272 0.01790557 0.01797419 0.01800018 0.00029595 0.01798536 0.00009831 0.01810344 0.01932854 0.00032400 0.01923239 0.00033952 0.00001070 0.01797144 0.00000747 0.00360643 0.01792849 0.00028327 0.00345788 0.01867809 0.01888941 0.00029878 0.01795063 0.01827345 0.01861586 0.01890258 0.01795816 0.01798431 0.01860623 0.00041861 0.01798907 0.00032133 0.00030959 0.01798226 0.01929878 0.01820758 0.02045770 0.01808807 0.01868333 0.00001437 0.01798404 0.00002821 0.00000705 0.00032965 0.01781740 0.00001330 0.00030227
s_187 0.01750792 0.01876241 0.01756378 0.01222242 0.01652601 0.01275575 0.01852729 0.01751107 0.01854272 0.01719214 0.01748427 0.01861209 0.01757015 0.01751258 0.01748705 0.01752249 0.01870346 0.01774441 0.01791475 0.01848471 0.01857626 0.01860950 0.01897788 0.01757194 0.01864810 0.01760294 0.01757572 0.01757227 0.01856841 0.01870292 0.01754133 0.01749107 0.01250842 0.01750828 0.01898152 0.01802095 0.01854978 0.01857061 0.01852476 0.01844674 0.01851596 0.01849688 0.01731031 0.01753138 0.01868189 0.01746434 0.01743421 0.01091621 0.01748575 0.01859369 0.01751719 0.01651092 0.01869804 0.01902366 0.01742354 0.01751365 0.01899439 0.01860600 0 0.01860251 0.01749495 0.01749142 0.01861209 0.01754148 0.01748062 0.01867940 0.00453423 0.00002942 0.01747402 0.01854158 0.01858555 0.01218562 0.01870578 0.01752700 0.01849903 0.01747449 0.01803082 0.01200725 0.01747150 0.01757736 0.01750864 0.01853880 0.01842243 0.01859508 0.01857687 0.01856510 0.00453535 0.01862121 0.01853284 0.01201349 0.01751457 0.01849196 0.01861969 0.01851154 0.01924633 0.01753576 0.01107059 0.01868591 0.00734799 0.01851697 0.01755942 0.01748039 0.01866453 0.01751579 0.00825072 0.01753752 0.01697511 0.00721283 0.01801991 0.01802022 0.00002649 0.01864352 0.01858303 0.01746430 0.01728920 0.01762991 0.01849288 0.01858899 0.01752352 0.01854524 0.01807850 0.01748164 0.01751869 0.01752299 0.01850636 0.01752492 0.01846444 0.01756638 0.01187963 0.01861155 0.01195935 0.01861513 0.01855608 0.01752020 0.01860535 0.01843463 0.01751222 0.01851566 0.01837677 0.01898441 0.01864665 0.01858995 0.01748300 0.01750453 0.01726354 0.01860862 0.01750823 0.01751068 0.01194310 0.01866881 0.01750833 0.01861092 0.01852719 0.01749557 0.01293316 0.01742204 0.01996630 0.01754726 0.01746213 0.01852459 0.01747668 0.01855884 0.01851334 0.01854427 0.01755993 0.01846450 0.01851332
G_25 0.01835412 0.00251175 0.01778072 0.01892250 0.01670411 0.01826905 0.00030864 0.01837546 0.00030294 0.01809890 0.01833940 0.00012467 0.01815669 0.01832398 0.01837446 0.01838099 0.01894833 0.01941846 0.01817627 0.00013921 0.00029891 0.00044347 0.01899959 0.01815920 0.01896521 0.01834732 0.01815181 0.01782254 0.00010939 0.00042151 0.01814641 0.01840848 0.01959160 0.01841073 0.01895876 0.01798699 0.00031678 0.00029736 0.00030541 0.00359122 0.00029656 0.00015774 0.01881892 0.01841118 0.00021424 0.01874612 0.01848639 0.01946086 0.01833575 0.00014811 0.01836628 0.01683017 0.00020543 0.01909372 0.01817794 0.01841432 0.01896692 0.00030732 0.01860251 0 0.01832269 0.01828919 0.00019645 0.01842899 0.01835990 0.01812654 0.01881722 0.01870971 0.01875722 0.00046635 0.00030342 0.01783455 0.00020911 0.01830912 0.00014202 0.01786334 0.01799013 0.01839431 0.01840147 0.01781377 0.01832591 0.00015722 0.00016643 0.01897055 0.00013112 0.00033013 0.01887677 0.00030468 0.00031123 0.01840212 0.01842475 0.00030216 0.00030652 0.00030495 0.01998219 0.01835777 0.01870014 0.01902163 0.01869913 0.00030483 0.01783084 0.01840925 0.00022376 0.01776407 0.01899090 0.01837100 0.01788270 0.01816668 0.01799344 0.01798843 0.01861849 0.00062584 0.00054868 0.01837432 0.01886206 0.01838226 0.00013394 0.00032326 0.01837462 0.00030122 0.01925582 0.01831935 0.01840010 0.01843430 0.00014115 0.01836497 0.00076583 0.01811954 0.01896346 0.00047998 0.01900187 0.00016406 0.00032308 0.01837082 0.00030667 0.00385306 0.01833837 0.00012350 0.00366217 0.01899783 0.01899161 0.00015341 0.01833221 0.01852686 0.01885025 0.01880588 0.01835968 0.01832834 0.01909901 0.00051336 0.01838974 0.00016176 0.00015688 0.01837542 0.01914762 0.01836328 0.02042338 0.01810240 0.01872396 0.00032149 0.01834393 0.00029730 0.00030304 0.00017310 0.01780135 0.00030386 0.00013586
s_184 0.00003678 0.01858911 0.00077052 0.01869813 0.00073950 0.01797853 0.01794944 0.00003637 0.01791302 0.00004225 0.00003315 0.01828454 0.01815216 0.00003363 0.00002223 0.00004047 0.01838778 0.01985504 0.01895519 0.01782407 0.01799403 0.01822902 0.01954226 0.01898219 0.01985078 0.01822882 0.01814920 0.00079399 0.01787242 0.01798966 0.01813142 0.00002469 0.01941595 0.00001604 0.01950973 0.01864742 0.01804242 0.01802942 0.01800162 0.01843386 0.01793197 0.01784068 0.01943216 0.00005253 0.01802045 0.01929154 0.01934406 0.01864607 0.00002499 0.01789542 0.00004118 0.00071535 0.01809701 0.01959312 0.01816040 0.00004307 0.01951198 0.01797244 0.01749495 0.01832269 0 0.00003575 0.01789648 0.00004316 0.00004538 0.00002494 0.01765920 0.01756700 0.01930633 0.01822539 0.01804950 0.01844832 0.01802666 0.00004342 0.01782281 0.00002754 0.01865612 0.01815854 0.00002893 0.00078675 0.00002391 0.01780859 0.01803312 0.01980391 0.01791705 0.01797007 0.01770323 0.01796158 0.01800319 0.01816488 0.00003272 0.01792117 0.01801163 0.01785843 0.02034565 0.00004985 0.01887081 0.01847720 0.01789145 0.01793112 0.00077077 0.00002312 0.01804101 0.00003500 0.01811472 0.00003955 0.00002504 0.01704169 0.01862752 0.01864885 0.01756350 0.01826558 0.01817604 0.00003954 0.01944417 0.01825420 0.01780394 0.01804225 0.00004673 0.01797976 0.00007177 0.00002974 0.00003524 0.00004930 0.01780751 0.00004150 0.01631829 0.01816696 0.01868023 0.01836631 0.01875114 0.01833983 0.01799309 0.00003370 0.01807958 0.01835364 0.00004184 0.01779516 0.01836907 0.01958657 0.01985741 0.01788487 0.00002446 0.01845890 0.01940141 0.01847253 0.00005727 0.00002417 0.01881049 0.01834902 0.00003980 0.01788731 0.01789121 0.00002522 0.01953545 0.01935463 0.02029460 0.01812241 0.01925548 0.01792554 0.00001988 0.01787290 0.01795172 0.01799655 0.00077582 0.01782525 0.01785412
s_154 0.00004873 0.01853479 0.00079223 0.01868645 0.00072751 0.01797554 0.01791174 0.00004351 0.01785795 0.00004507 0.00003260 0.01825174 0.01816659 0.00004469 0.00003675 0.00004389 0.01844373 0.01987543 0.01895424 0.01779237 0.01788203 0.01817662 0.01954875 0.01899168 0.01984106 0.01823743 0.01816420 0.00079533 0.01784488 0.01794051 0.01814582 0.00004855 0.01938178 0.00003073 0.01952611 0.01864564 0.01793152 0.01792026 0.01791550 0.01839354 0.01790888 0.01782684 0.01939086 0.00004799 0.01798552 0.01932670 0.01935413 0.01864210 0.00002970 0.01788398 0.00004592 0.00074043 0.01804370 0.01961429 0.01814733 0.00005748 0.01952985 0.01793539 0.01749142 0.01828919 0.00003575 0 0.01788195 0.00005989 0.00006680 0.00003692 0.01762279 0.01756453 0.01932503 0.01820234 0.01797871 0.01845484 0.01798443 0.00006856 0.01780288 0.00004808 0.01864008 0.01815095 0.00003924 0.00080745 0.00005047 0.01776040 0.01800377 0.01980246 0.01788454 0.01793459 0.01764290 0.01792518 0.01791203 0.01815513 0.00004465 0.01789880 0.01797521 0.01785495 0.02040486 0.00005033 0.01889104 0.01851795 0.01790064 0.01790824 0.00078656 0.00003418 0.01799433 0.00004412 0.01812419 0.00003765 0.00003869 0.01703907 0.01862665 0.01864624 0.01751140 0.01822966 0.01813631 0.00004002 0.01945046 0.01825780 0.01777446 0.01792766 0.00005519 0.01789981 0.00008394 0.00004471 0.00004527 0.00006043 0.01777960 0.00006273 0.01624898 0.01818137 0.01868229 0.01831748 0.01874526 0.01828846 0.01794469 0.00005064 0.01797454 0.01832022 0.00005724 0.01777595 0.01832681 0.01960381 0.01984970 0.01783472 0.00003181 0.01844139 0.01937045 0.01849253 0.00006253 0.00002839 0.01880720 0.01832352 0.00005037 0.01783952 0.01785122 0.00004679 0.01957150 0.01935484 0.02042962 0.01813764 0.01929128 0.01788910 0.00003788 0.01786869 0.01791516 0.01794696 0.00078702 0.01780587 0.01783285
G_21 0.01784414 0.00242760 0.01780450 0.01885380 0.01680174 0.01816426 0.00036391 0.01793778 0.00033729 0.01764875 0.01787468 0.00018445 0.01818133 0.01789592 0.01794303 0.01794678 0.01876581 0.01924487 0.01812546 0.00016789 0.00033678 0.00020193 0.01891670 0.01828196 0.01884570 0.01824877 0.01817184 0.01782165 0.00017547 0.00047028 0.01816614 0.01792313 0.01969745 0.01792707 0.01887644 0.01800092 0.00035709 0.00032465 0.00033558 0.00363058 0.00032675 0.00017244 0.01873781 0.01794062 0.00021293 0.01874268 0.01836331 0.01942619 0.01791792 0.00016806 0.01795019 0.01692638 0.00018711 0.01893918 0.01804039 0.01791448 0.01881996 0.00032226 0.01861209 0.00019645 0.01789648 0.01788195 0 0.01791640 0.01792878 0.01753226 0.01886793 0.01876160 0.01874459 0.00019167 0.00034132 0.01776426 0.00017668 0.01788042 0.00017323 0.01781458 0.01796503 0.01834318 0.01795756 0.01783270 0.01789779 0.00017163 0.00014117 0.01885924 0.00017858 0.00034066 0.01877861 0.00038062 0.00034101 0.01833543 0.01795152 0.00033525 0.00034190 0.00033516 0.01970428 0.01792232 0.01819001 0.01882534 0.01874272 0.00033742 0.01782255 0.01796622 0.00021797 0.01780338 0.01900655 0.01793924 0.01740549 0.01823333 0.01800311 0.01799890 0.01855857 0.00037230 0.00025079 0.01789195 0.01873981 0.01825063 0.00015568 0.00034255 0.01789114 0.00032642 0.01887002 0.01789435 0.01789201 0.01791731 0.00018540 0.01790836 0.00042841 0.01811846 0.01906096 0.00016997 0.01911119 0.00021453 0.00035644 0.01793132 0.00035691 0.00389930 0.01789895 0.00014727 0.00371914 0.01887987 0.01886096 0.00017731 0.01791474 0.01829684 0.01875813 0.01877739 0.01792842 0.01789907 0.01871155 0.00024939 0.01792823 0.00017100 0.00018083 0.01789167 0.01904095 0.01830345 0.02055491 0.01810086 0.01873039 0.00034491 0.01789297 0.00033513 0.00033692 0.00014962 0.01782401 0.00034720 0.00017340
s_131 0.00002910 0.01866794 0.00045272 0.01861720 0.00073680 0.01796385 0.01801747 0.00002882 0.01797911 0.00002485 0.00003885 0.01835995 0.01814453 0.00004423 0.00002263 0.00002722 0.01879399 0.01999053 0.01917880 0.01785824 0.01798902 0.01829399 0.01956875 0.01888480 0.01973966 0.01823019 0.01814558 0.00046778 0.01793013 0.01796482 0.01812909 0.00003226 0.01951504 0.00003008 0.01953645 0.01868920 0.01804050 0.01799811 0.01802104 0.01850541 0.01802911 0.01788803 0.01950176 0.00002697 0.01810078 0.01932954 0.01938719 0.01864087 0.00002794 0.01794189 0.00003968 0.00070361 0.01814184 0.01960526 0.01817895 0.00002813 0.01958422 0.01798209 0.01754148 0.01842899 0.00004316 0.00005989 0.01791640 0 0.00001851 0.00009061 0.01771271 0.01761823 0.01942669 0.01826628 0.01802624 0.01849183 0.01816069 0.00002816 0.01790919 0.00003818 0.01869693 0.01813950 0.00001243 0.00045944 0.00003544 0.01791266 0.01809338 0.01972669 0.01797932 0.01800477 0.01773641 0.01797184 0.01801576 0.01812460 0.00002906 0.01801871 0.01802300 0.01796946 0.02050231 0.00002405 0.01888907 0.01886402 0.01814939 0.01802927 0.00047376 0.00004423 0.01813547 0.00002522 0.01817266 0.00002485 0.00002486 0.01724939 0.01866801 0.01868848 0.01756187 0.01833248 0.01821586 0.00003144 0.01951185 0.01827394 0.01785479 0.01803506 0.00002274 0.01800284 0.00009223 0.00003541 0.00004149 0.00002910 0.01788333 0.00002590 0.01621615 0.01815930 0.01881551 0.01844287 0.01887830 0.01842851 0.01801812 0.00002168 0.01803890 0.01841826 0.00003042 0.01784795 0.01840729 0.01961320 0.01973880 0.01789412 0.00004551 0.01848769 0.01950901 0.01870791 0.00002591 0.00005009 0.01885868 0.01840487 0.00003623 0.01792698 0.01791841 0.00004316 0.01952995 0.01942501 0.02030876 0.01812089 0.01934172 0.01802353 0.00004995 0.01797303 0.01801945 0.01808174 0.00047047 0.01792393 0.01792797
s_124 0.00003018 0.01867707 0.00045840 0.01856499 0.00075150 0.01795148 0.01790475 0.00002265 0.01796167 0.00003343 0.00005115 0.01830086 0.01814132 0.00004272 0.00004749 0.00001321 0.01876372 0.01996007 0.01913266 0.01787400 0.01796329 0.01830007 0.01955053 0.01887810 0.01973340 0.01822186 0.01813954 0.00046508 0.01794396 0.01794636 0.01811988 0.00001948 0.01948546 0.00003711 0.01951824 0.01864013 0.01792670 0.01797053 0.01790764 0.01848235 0.01791669 0.01788580 0.01947485 0.00001870 0.01807051 0.01932115 0.01938559 0.01861844 0.00005301 0.01794752 0.00002345 0.00071724 0.01815155 0.01958740 0.01816809 0.00001221 0.01956591 0.01795405 0.01748062 0.01835990 0.00004538 0.00006680 0.01792878 0.00001851 0 0.00008551 0.01762494 0.01755520 0.01937972 0.01829189 0.01791331 0.01843982 0.01812065 0.00001249 0.01792381 0.00005182 0.01864799 0.01807060 0.00000816 0.00045947 0.00002362 0.01791242 0.01809812 0.01972044 0.01790699 0.01793379 0.01765523 0.01795344 0.01791334 0.01808195 0.00002193 0.01791706 0.01791093 0.01795323 0.02048186 0.00002764 0.01888756 0.01883163 0.01812431 0.01791679 0.00046833 0.00005573 0.01802951 0.00005745 0.01811979 0.00004161 0.00003197 0.01717964 0.01861841 0.01863893 0.01749830 0.01834383 0.01821775 0.00003529 0.01948431 0.01826398 0.01786938 0.01792360 0.00001606 0.01790150 0.00009227 0.00003500 0.00002579 0.00001667 0.01788503 0.00001242 0.01623337 0.01815542 0.01877748 0.01838432 0.01882406 0.01836638 0.01793721 0.00002396 0.01792681 0.01840321 0.00001401 0.01785135 0.01840106 0.01959487 0.01973139 0.01790714 0.00004718 0.01847554 0.01948204 0.01869583 0.00002326 0.00004803 0.01881797 0.01836204 0.00002158 0.01793576 0.01784636 0.00004166 0.01947485 0.01942357 0.02029805 0.01811237 0.01937124 0.01791107 0.00003312 0.01794567 0.01790693 0.01806446 0.00047527 0.01790474 0.01794485
s_159 0.00008280 0.01843439 0.00097543 0.01962861 0.00089739 0.01871924 0.01763127 0.00007756 0.01762249 0.00007813 0.00001786 0.01807040 0.01843806 0.00002309 0.00002079 0.00008426 0.01896777 0.01983842 0.01955960 0.01749373 0.01764951 0.01796418 0.02019708 0.01950712 0.02055095 0.01867106 0.01843343 0.00097792 0.01754332 0.01773068 0.01842801 0.00008192 0.01962981 0.00001815 0.02016155 0.01945262 0.01765294 0.01774678 0.01763656 0.01875076 0.01762844 0.01754655 0.01990802 0.00008781 0.01775353 0.01986651 0.02010236 0.01961290 0.00002032 0.01754180 0.00007688 0.00088347 0.01778345 0.02025681 0.01867219 0.00008300 0.02021359 0.01776163 0.01867940 0.01812654 0.00002494 0.00003692 0.01753226 0.00009061 0.00008551 0 0.01887876 0.01876684 0.01994946 0.01794335 0.01775320 0.01963073 0.01776895 0.00008695 0.01756495 0.00002925 0.01946294 0.01881443 0.00007209 0.00097136 0.00002094 0.01752068 0.01778900 0.02052736 0.01755759 0.01761487 0.01886959 0.01777252 0.01764629 0.01883094 0.00007610 0.01761624 0.01775155 0.01764571 0.02075496 0.00008231 0.01964959 0.01904508 0.01973376 0.01762824 0.00095893 0.00001447 0.01775185 0.00003085 0.01943716 0.00009456 0.00019464 0.01808627 0.01945322 0.01945332 0.01867566 0.01817024 0.01801452 0.00002146 0.01992448 0.01872466 0.01750536 0.01764627 0.00008663 0.01761970 0.00007223 0.00002684 0.00007793 0.00009219 0.01752085 0.00008481 0.01592159 0.01845379 0.01908296 0.01812922 0.01918317 0.01809786 0.01763188 0.00009400 0.01777886 0.01872435 0.00009063 0.01749970 0.01871815 0.02025022 0.02055390 0.01747561 0.00002248 0.01919819 0.01985984 0.01896704 0.00008277 0.00002801 0.01956631 0.01816921 0.00009112 0.01754363 0.01754153 0.00002278 0.02095338 0.02015149 0.02068501 0.01841872 0.01984315 0.01762163 0.00001958 0.01765057 0.01763571 0.01769417 0.00096991 0.01754928 0.01752073
s_254 0.01767566 0.01940281 0.01774209 0.01234903 0.01651673 0.01213780 0.01873644 0.01767999 0.01875368 0.01755810 0.01763416 0.01878318 0.01763154 0.01765679 0.01760638 0.01770913 0.01857738 0.01818584 0.01809732 0.01883211 0.01879360 0.01890936 0.01995230 0.01782901 0.01841067 0.01764213 0.01764058 0.01775612 0.01884703 0.01887170 0.01762673 0.01765374 0.01505317 0.01767836 0.01994844 0.01854031 0.01877037 0.01874727 0.01872644 0.01895434 0.01868894 0.01879029 0.01768937 0.01768918 0.01887691 0.01797922 0.01857859 0.00973591 0.01763345 0.01886373 0.01770605 0.01653140 0.01900838 0.02004034 0.01751708 0.01771102 0.01989009 0.01871882 0.00453423 0.01881722 0.01765920 0.01762279 0.01886793 0.01771271 0.01762494 0.01887876 0 0.00455129 0.01798311 0.01883813 0.01873367 0.01295999 0.01889268 0.01766901 0.01879437 0.01762895 0.01853811 0.01158494 0.01760385 0.01773241 0.01767584 0.01883509 0.01867756 0.01845481 0.01888714 0.01879736 0.00001810 0.01871341 0.01876698 0.01161138 0.01768079 0.01869134 0.01872748 0.01872211 0.01958302 0.01770069 0.00987653 0.01854377 0.00774369 0.01872685 0.01771507 0.01762586 0.01887944 0.01762658 0.00923946 0.01768617 0.01726480 0.00805832 0.01849240 0.01853544 0.00457660 0.01896932 0.01885236 0.01761228 0.01768883 0.01766783 0.01880569 0.01880949 0.01769370 0.01873704 0.01818470 0.01763845 0.01768608 0.01771693 0.01879762 0.01768902 0.01846311 0.01761380 0.01454400 0.01885060 0.01461234 0.01883029 0.01876709 0.01770231 0.01874890 0.01898328 0.01767972 0.01881427 0.01886795 0.01993137 0.01847840 0.01884418 0.01765297 0.01745842 0.01769011 0.01861953 0.01769832 0.01764039 0.01296448 0.01894256 0.01767720 0.01887462 0.01876411 0.01764377 0.01336917 0.01859050 0.02023177 0.01761632 0.01796698 0.01872728 0.01764643 0.01869957 0.01877204 0.01881745 0.01771641 0.01870645 0.01882640
