G_20	s_263	s_194	s_252	s_201	s_245	s_228	s_341	s_274	G_18	s_205	s_222	s_248	s_226	s_231	G_31	G_22	s_261	s_215	s_296	s_240	s_224	G_33	s_326	s_208	s_336	s_343	s_219	s_257	s_279	s_237	s_196	s_183	G_2	G_27	s_321	s_304	s_246	G_14	s_286	s_288	s_269	s_241	G_10	s_265	G_5	s_282	s_323	s_192	G_16	s_239	s_344	s_220	s_243	s_203	s_250	s_187	G_25	s_297	s_330	s_184	G_21	s_299	s_338	s_329	s_254	s_349	s_233	s_209	G_28	s_300	s_313	s_188	s_308	G_19	s_347	s_216	G_17	s_229	s_314	s_195	G_9	G_12	s_275	s_218	G_4	s_202	s_253	s_225	s_337	s_227	s_214	s_291	s_339	s_346	s_273	s_260	s_249	s_221	s_191	s_311	s_185	G_32	s_293	s_332	s_280	s_284	s_320	s_236	G_36	G_34	G_23	s_306	s_316	s_223	s_262	s_322	s_325	s_287	s_328	G_7	s_256	s_350	s_230	s_207	s_310	G_8	s_234	s_303	s_258	G_35	s_242	s_281	s_324	G_1	G_26	G_11	s_204	s_307	s_295	s_305	s_298	G_15	s_217	s_251	s_264	s_285	s_315	s_193	s_255	G_6	s_289	G_30	s_266	G_29	s_302	s_235	G_3	s_290	s_211	s_206	s_232	s_210	s_292	s_186	G_24	s_348	s_238	s_270	G_13	s_340
G_25 0.00251175 0.01788717 0.01775779 0.01856642 0.01974422 0.00036886 0.01717956 0.01780316 0.02006195 0.00012467 0.01828287 0.01779253 0.01778043 0.01773855 0.01712719 0.00013921 0.00044347 0.00035794 0.01778544 0.01800088 0.01773322 0.01764615 0.00010939 0.00033017 0.01760303 0.01999870 0.01803276 0.01772205 0.01855144 0.00033703 0.00032935 0.00243754 0.01775976 0.00359122 0.00015774 0.01690369 0.01770767 0.00036357 0.00021424 0.01774687 0.01768580 0.01762115 0.01762954 0.01848639 0.01790417 0.00014811 0.01788695 0.01571887 0.01765083 0.00020543 0.01718783 0.00033344 0.01776399 0.01763077 0.01788439 0.01984088 0.01772127 0 0.01801481 0.01786242 0.01778996 0.00019645 0.01798009 0.01753926 0.01732924 0.01780035 0.01838104 0.00036649 0.01774469 0.00046635 0.01813445 0.01722870 0.01769568 0.00037500 0.00020911 0.00150582 0.01775844 0.00014202 0.01710827 0.00034116 0.01788419 0.00015722 0.00016643 0.01986377 0.01751869 0.00013112 0.01967776 0.00034841 0.01766279 0.01984100 0.01762650 0.01782511 0.00036652 0.01755968 0.01828332 0.01806594 0.00036166 0.01801368 0.00036095 0.01771110 0.01775685 0.01774819 0.00022376 0.00036291 0.01757718 0.00035131 0.01768698 0.01578580 0.00033180 0.00062584 0.00054868 0.00013394 0.00034689 0.02045151 0.01751752 0.02023306 0.01770713 0.01775250 0.01765378 0.01857042 0.00014115 0.00037777 0.01826653 0.01711306 0.01769171 0.00033079 0.00047998 0.00038088 0.01782898 0.01680584 0.00016406 0.01780474 0.01826853 0.01887459 0.00385306 0.00012350 0.00366217 0.01806539 0.01840375 0.01804370 0.01704887 0.01887797 0.00015341 0.01776211 0.01988976 0.01780531 0.01768135 0.01783937 0.01756297 0.01789103 0.00051336 0.01792842 0.00016176 0.01758398 0.00015688 0.01762758 0.00032961 0.01836328 0.01898030 0.01759371 0.01822967 0.00033516 0.01780604 0.00036786 0.01780570 0.00017310 0.01750947 0.00033102 0.01762108 0.00013586 0.01780396
s_297 0.01850994 0.01924801 0.01754442 0.01737576 0.02019832 0.01807282 0.01892908 0.01941779 0.01319974 0.01804239 0.01159250 0.01895980 0.01907536 0.01891954 0.01874380 0.01823475 0.01849901 0.01826733 0.01890667 0.01928923 0.01891047 0.01888838 0.01822649 0.01782428 0.01901765 0.01342888 0.01947868 0.01896275 0.01716522 0.01801697 0.01803818 0.01837479 0.01903134 0.01804446 0.01817552 0.01805631 0.01872005 0.01799490 0.01831355 0.00803916 0.01003091 0.01874028 0.01866707 0.01855209 0.01921175 0.01822881 0.01887013 0.01839812 0.01908589 0.01838762 0.01885376 0.01811568 0.01901082 0.01879326 0.00035127 0.01819211 0.01901466 0.01801481 0 0.01028410 0.01909167 0.01831846 0.01899563 0.01880729 0.00773980 0.01907043 0.01672991 0.01820746 0.01896771 0.01846432 0.01895799 0.01075896 0.01750715 0.01820129 0.01793317 0.01816199 0.01897771 0.01822144 0.01869642 0.01785312 0.01748730 0.01823330 0.01790312 0.01294805 0.01628239 0.01827554 0.02010914 0.01804711 0.01891802 0.01301886 0.01898376 0.01877334 0.01817554 0.01875485 0.01945825 0.01774408 0.01812962 0.01675252 0.01797952 0.01895812 0.01865111 0.01894080 0.01828406 0.01810080 0.01876609 0.01815967 0.00804593 0.01643964 0.01806828 0.01843831 0.01837195 0.01820656 0.01814032 0.01866018 0.01883463 0.01213776 0.01823358 0.01949875 0.00801253 0.01965326 0.01823587 0.01800333 0.01675991 0.01878234 0.01891827 0.01797199 0.01840063 0.01816468 0.01873378 0.01603535 0.01810586 0.01900993 0.01955554 0.01843584 0.01801769 0.01818738 0.01791760 0.00034135 0.00112812 0.01968881 0.01859476 0.01227356 0.01825451 0.01908455 0.01819541 0.01891511 0.00803116 0.01639617 0.01896991 0.01890815 0.01847454 0.01002269 0.01824233 0.01834190 0.01828825 0.01655785 0.01805582 0.01856407 0.01927266 0.01894119 0.01173984 0.01798666 0.01910239 0.01793046 0.01907437 0.01828296 0.01728867 0.01807444 0.01861760 0.01821979 0.01876528
s_330 0.01842704 0.01866923 0.01774920 0.01737291 0.02012311 0.01791181 0.01856819 0.01900681 0.01333954 0.01783271 0.01229113 0.01869905 0.01871641 0.01860743 0.01842241 0.01806456 0.01839106 0.01809420 0.01865547 0.01894828 0.01861967 0.01860672 0.01806756 0.01782974 0.01878755 0.01332139 0.01913066 0.01869739 0.01703534 0.01786195 0.01786363 0.01777716 0.01873464 0.01838837 0.01805602 0.01779013 0.01864648 0.01791502 0.01832313 0.00981870 0.00008224 0.01872180 0.01851265 0.01790209 0.01862323 0.01804942 0.01844502 0.01687412 0.01874810 0.01837645 0.01848093 0.01808049 0.01869222 0.01846768 0.01005584 0.01936636 0.01873277 0.01786242 0.01028410 0 0.01882713 0.01817069 0.01900889 0.01823832 0.00942876 0.01866941 0.01685048 0.01798495 0.01868576 0.01841505 0.01900009 0.01056451 0.01760574 0.01815308 0.01806799 0.01789649 0.01860861 0.01806876 0.01836299 0.01786197 0.01785336 0.01809448 0.01797731 0.01323673 0.01696913 0.01811094 0.02009676 0.01779209 0.01858258 0.01312166 0.01862592 0.01873540 0.01803467 0.01840730 0.01920529 0.01741178 0.01804371 0.01652293 0.01790861 0.01858238 0.01873097 0.01864845 0.01831644 0.01795773 0.01843693 0.01802875 0.00981729 0.01511802 0.01782711 0.01839896 0.01833739 0.01806417 0.01796996 0.01988556 0.01835042 0.01290741 0.01875871 0.01858947 0.00974856 0.01944625 0.01809777 0.01783940 0.01685501 0.01848621 0.01860467 0.01764087 0.01847842 0.01796914 0.01872935 0.01620009 0.01794788 0.01868657 0.01920643 0.01797798 0.01834825 0.01802455 0.01825203 0.00999226 0.01028511 0.01942427 0.01843407 0.01284777 0.01810921 0.01878496 0.01940730 0.01856977 0.00973362 0.01636163 0.01868705 0.01874665 0.01861119 0.00008810 0.01806969 0.01864708 0.01814213 0.01724631 0.01786423 0.01796654 0.01960716 0.01865286 0.01217262 0.01792245 0.01879651 0.01776302 0.01875601 0.01832542 0.01706586 0.01786136 0.01869619 0.01804053 0.01840377
s_184 0.01810165 0.00122026 0.01760076 0.01812324 0.02026846 0.01735102 0.00056475 0.01827911 0.02018202 0.01778521 0.01897753 0.00014413 0.00012557 0.00008090 0.00051248 0.01730661 0.01780960 0.01738629 0.00005605 0.00027879 0.00007395 0.00008453 0.01733904 0.01729600 0.00006176 0.02055204 0.01829231 0.00015447 0.01743058 0.01729116 0.01725473 0.01726466 0.00005908 0.01789765 0.01733820 0.00136645 0.00008804 0.01722491 0.01755505 0.01771674 0.01880305 0.01819409 0.00007135 0.01888457 0.00117340 0.01737219 0.01903534 0.00006767 0.00010616 0.01762568 0.00007655 0.01736103 0.00011339 0.00007629 0.01891024 0.02021966 0.00007261 0.01778996 0.01909167 0.01882713 0 0.01739314 0.00060551 0.00008090 0.01761883 0.00013976 0.01731498 0.01728952 0.00006176 0.01771344 0.00057726 0.01843320 0.01751909 0.01742499 0.01762353 0.01764558 0.00010290 0.01731532 0.00056266 0.01739786 0.01759970 0.01740461 0.01763087 0.02015807 0.01716531 0.01739997 0.02033561 0.01729568 0.00007180 0.02016820 0.00009733 0.00007000 0.01736293 0.00008866 0.01824188 0.01845975 0.01737260 0.01705235 0.01733507 0.00006356 0.00008410 0.00007755 0.01762759 0.01741397 0.00009388 0.01741073 0.01757456 0.01687148 0.01726056 0.01777570 0.01769797 0.01726794 0.01736466 0.02068322 0.00007230 0.02005123 0.01843822 0.01879533 0.01768457 0.01915035 0.01728596 0.01735501 0.01731537 0.00062983 0.00006355 0.01724187 0.01790251 0.01729658 0.00011147 0.01707206 0.01778838 0.00007135 0.01920855 0.01921683 0.01785844 0.01732214 0.01783618 0.01892129 0.01950703 0.01887932 0.00052295 0.01981896 0.01728339 0.00006819 0.02021165 0.00118328 0.01772622 0.01687465 0.00007492 0.00016558 0.01794034 0.01888053 0.01737429 0.01826750 0.01744945 0.01730806 0.01730875 0.01893740 0.01916535 0.00006667 0.01872586 0.01721410 0.00007571 0.01725322 0.00006100 0.01755651 0.01747554 0.01729327 0.01820967 0.01734218 0.00007600
G_21 0.00242760 0.01792601 0.01774610 0.01868086 0.01957882 0.00040735 0.01724282 0.01775727 0.02015434 0.00018445 0.01832624 0.01746649 0.01740727 0.01742375 0.01720349 0.00016789 0.00020193 0.00039686 0.01728334 0.01759122 0.01735747 0.01730691 0.00017547 0.00036962 0.01738164 0.02006483 0.01799536 0.01742782 0.01859871 0.00037016 0.00037019 0.00257428 0.01734928 0.00363058 0.00017244 0.01697259 0.01737357 0.00040175 0.00021293 0.01779330 0.01797514 0.01772485 0.01728412 0.01836331 0.01788035 0.00016806 0.01778065 0.01533175 0.01724349 0.00018711 0.01741305 0.00036584 0.01741176 0.01729706 0.01817886 0.02029791 0.01731207 0.00019645 0.01831846 0.01817069 0.01739314 0 0.01765851 0.01719627 0.01737245 0.01748991 0.01850333 0.00040621 0.01748286 0.00019167 0.01775297 0.01735233 0.01770138 0.00041370 0.00017668 0.00163306 0.01743558 0.00017323 0.01716874 0.00037345 0.01788689 0.00017163 0.00014117 0.01995896 0.01783234 0.00017858 0.01952613 0.00038675 0.01744051 0.01995650 0.01742966 0.01748022 0.00040254 0.01715961 0.01824482 0.01753747 0.00040004 0.01807877 0.00041811 0.01734659 0.01737519 0.01740202 0.00021797 0.00039619 0.01738284 0.00038577 0.01772122 0.01574552 0.00036728 0.00037230 0.00025079 0.00015568 0.00037964 0.02077935 0.01713457 0.02032163 0.01774952 0.01778618 0.01770021 0.01846259 0.00018540 0.00041004 0.01848490 0.01711811 0.01727772 0.00037050 0.00016997 0.00042055 0.01744701 0.01683778 0.00021453 0.01744959 0.01825902 0.01832316 0.00389930 0.00014727 0.00371914 0.01833702 0.01876937 0.01803247 0.01711497 0.01896279 0.00017731 0.01732584 0.02040836 0.01774354 0.01773094 0.01799867 0.01732711 0.01754980 0.00024939 0.01828810 0.00017100 0.01741671 0.00018083 0.01794513 0.00036918 0.01830345 0.01909443 0.01727701 0.01830856 0.00036983 0.01739063 0.00041057 0.01738888 0.00014962 0.01771842 0.00036645 0.01771664 0.00017340 0.01744521
s_299 0.01825177 0.00144060 0.01735974 0.01778799 0.02044624 0.01748873 0.00109879 0.01871634 0.01999749 0.01795281 0.01859738 0.00062341 0.00063517 0.00055577 0.00102960 0.01754567 0.01802034 0.01758745 0.00056127 0.00075440 0.00055767 0.00055983 0.01759751 0.01737027 0.00055331 0.02091747 0.01875868 0.00063863 0.01774873 0.01715264 0.01719060 0.01775025 0.00056942 0.01819980 0.01752733 0.00139964 0.00056196 0.01735845 0.01776824 0.01760567 0.01792734 0.01836888 0.00054895 0.01913876 0.00140351 0.01758561 0.01843169 0.00057131 0.00060475 0.01788751 0.00055832 0.01757222 0.00061480 0.00055986 0.01880818 0.01993176 0.00055877 0.01798009 0.01899563 0.01900889 0.00060551 0.01765851 0 0.00057056 0.01799293 0.00062728 0.01768265 0.01754067 0.00055977 0.01796209 0.00105632 0.01893782 0.01752940 0.01763316 0.01783853 0.01774533 0.00060066 0.01754288 0.00107923 0.01736613 0.01749526 0.01754701 0.01781564 0.01975259 0.01707575 0.01758060 0.02050804 0.01727241 0.00056142 0.02051780 0.00058157 0.00056942 0.01731673 0.00057376 0.01864863 0.01831129 0.01746242 0.01710086 0.01731826 0.00055760 0.00056841 0.00056778 0.01772370 0.01723190 0.00058299 0.01734523 0.01752689 0.01746297 0.01738430 0.01796171 0.01785293 0.01750680 0.01759172 0.02083997 0.00055353 0.02032630 0.01859858 0.01915043 0.01746734 0.01917357 0.01750354 0.01722338 0.01758104 0.00117621 0.00057199 0.01728337 0.01809162 0.01747407 0.00058503 0.01658677 0.01796471 0.00056354 0.01906555 0.01929778 0.01801094 0.01747881 0.01809501 0.01885824 0.01973199 0.01904998 0.00103116 0.01932590 0.01757298 0.00056143 0.02000082 0.00139992 0.01754157 0.01730107 0.00057216 0.00067193 0.01805232 0.01850017 0.01759565 0.01822197 0.01756853 0.01766763 0.01738267 0.01915581 0.01920759 0.00057164 0.01864380 0.01731575 0.00058706 0.01707460 0.00056427 0.01776982 0.01762907 0.01738116 0.01847892 0.01758352 0.00057305
s_338 0.01783430 0.00123891 0.01721494 0.01765063 0.02031800 0.01716891 0.00054008 0.01800813 0.01969356 0.01749993 0.01859424 0.00013605 0.00012321 0.00007294 0.00050195 0.01709195 0.01759106 0.01744373 0.00005592 0.00026495 0.00006479 0.00007849 0.01712873 0.01720313 0.00005678 0.01968172 0.01802386 0.00013059 0.01733266 0.01693435 0.01720862 0.01742238 0.00005549 0.01770494 0.01692849 0.00134479 0.00008210 0.01721755 0.01734330 0.01739415 0.01785284 0.01827899 0.00006883 0.01856088 0.00118587 0.01716414 0.01824819 0.00005385 0.00008557 0.01729163 0.00006859 0.01709796 0.00010797 0.00006933 0.01862682 0.01979809 0.00005132 0.01753926 0.01880729 0.01823832 0.00008090 0.01719627 0.00057056 0 0.01696738 0.00012152 0.01708037 0.01737383 0.00004998 0.01754720 0.00056095 0.01766495 0.01734487 0.01740901 0.01739962 0.01731585 0.00009227 0.01708228 0.00052954 0.01725200 0.01746460 0.01712334 0.01735334 0.01940642 0.01683654 0.01715623 0.02022057 0.01715325 0.00006724 0.01971662 0.00008448 0.00005179 0.01734687 0.00006681 0.01805809 0.01807455 0.01715355 0.01677664 0.01717578 0.00005042 0.00007155 0.00006077 0.01732982 0.01728996 0.00008107 0.01737127 0.01731019 0.01510284 0.01717971 0.01753730 0.01742590 0.01707612 0.01723165 0.02032975 0.00006150 0.02027037 0.01844877 0.01827643 0.01735847 0.01873464 0.01705598 0.01718176 0.01718212 0.00059370 0.00006005 0.01704310 0.01763464 0.01730807 0.00010093 0.01622941 0.01753002 0.00006702 0.01891522 0.01886800 0.01756785 0.01703907 0.01764445 0.01866681 0.01894960 0.01874946 0.00049446 0.01938355 0.01713012 0.00006052 0.01985934 0.00118571 0.01730765 0.01662571 0.00006600 0.00014644 0.01765620 0.01830572 0.01714752 0.01833721 0.01718500 0.01696152 0.01726872 0.01857301 0.01908159 0.00005318 0.01868460 0.01715622 0.00006704 0.01713003 0.00005667 0.01731781 0.01712775 0.01718053 0.01831796 0.01713173 0.00005590
s_329 0.01754754 0.01822816 0.01741504 0.01726865 0.01929329 0.01764223 0.01753976 0.01809548 0.01084393 0.01728821 0.00902449 0.01761820 0.01759309 0.01756264 0.01744959 0.01727821 0.01734769 0.01781956 0.01728752 0.01783996 0.01758224 0.01752490 0.01729289 0.01757252 0.01766996 0.01094799 0.01818071 0.01758859 0.01720951 0.01761739 0.01753105 0.01800822 0.01761265 0.01709399 0.01727168 0.01707902 0.01771478 0.01754319 0.01736857 0.00010930 0.00941534 0.01806373 0.01738389 0.01751281 0.01814821 0.01734062 0.01803564 0.01588016 0.01760279 0.01744662 0.01748763 0.01719958 0.01762736 0.01745700 0.00752981 0.01839820 0.01752912 0.01732924 0.00773980 0.00942876 0.01761883 0.01737245 0.01799293 0.01696738 0 0.01767650 0.01647114 0.01770378 0.01764712 0.01730655 0.01789989 0.00687759 0.01733994 0.01780002 0.01741394 0.01703712 0.01758808 0.01726294 0.01738405 0.01761654 0.01738761 0.01729672 0.01739540 0.01073482 0.01634782 0.01732467 0.01933449 0.01749271 0.01746592 0.01059878 0.01759588 0.01734056 0.01778371 0.01696303 0.01813997 0.01714613 0.01778481 0.01665074 0.01755726 0.01751440 0.01770610 0.01751670 0.01738014 0.01769861 0.01695916 0.01773130 0.00013326 0.01459189 0.01753888 0.01732739 0.01726563 0.01726876 0.01762638 0.01895370 0.01743253 0.00926022 0.01811857 0.01813075 0.00010522 0.01874301 0.01725957 0.01756365 0.01647473 0.01742464 0.01744991 0.01735134 0.01732425 0.01766113 0.01768696 0.01548203 0.01734186 0.01762411 0.01859693 0.01800502 0.01706569 0.01725701 0.01690113 0.00760512 0.00810044 0.01872514 0.01745913 0.00977840 0.01729449 0.01761800 0.01845088 0.01808761 0.00012459 0.01631530 0.01735341 0.01770154 0.01735710 0.00947677 0.01728656 0.01801086 0.01739338 0.01644031 0.01754594 0.01759569 0.01884676 0.01754934 0.00904077 0.01747772 0.01769488 0.01749785 0.01757547 0.01734562 0.01697420 0.01757088 0.01793864 0.01728719 0.01694655
s_254 0.01814273 0.00128688 0.01715137 0.01767494 0.02012988 0.01729614 0.00084449 0.01803152 0.02025385 0.01776607 0.01873047 0.00016833 0.00017869 0.00011173 0.00080346 0.01738834 0.01774970 0.01743369 0.00011100 0.00034531 0.00010323 0.00010760 0.01743426 0.01736602 0.00011118 0.02075757 0.01809625 0.00019473 0.01738927 0.01725465 0.01708103 0.01743745 0.00010831 0.01799298 0.01734301 0.00137470 0.00012080 0.01710719 0.01761908 0.01777697 0.01858218 0.01819966 0.00009785 0.01888312 0.00125455 0.01743469 0.01914892 0.00011251 0.00015391 0.01773113 0.00009685 0.01741981 0.00015242 0.00009369 0.01849538 0.01964566 0.00011497 0.01780035 0.01907043 0.01866941 0.00013976 0.01748991 0.00062728 0.00012152 0.01767650 0 0.01728434 0.01729623 0.00010943 0.01775064 0.00067864 0.01869752 0.01728663 0.01748079 0.01769011 0.01762271 0.00015983 0.01738171 0.00086569 0.01739573 0.01741924 0.01739935 0.01765018 0.02019655 0.01666630 0.01743905 0.02005020 0.01717339 0.00010712 0.02019899 0.00012329 0.00011201 0.01733196 0.00013594 0.01807313 0.01831401 0.01741596 0.01681477 0.01709331 0.00010950 0.00010513 0.00012286 0.01765289 0.01736849 0.00014746 0.01736494 0.01768079 0.01699736 0.01717549 0.01772161 0.01760782 0.01737951 0.01743210 0.02061206 0.00009219 0.01994555 0.01833903 0.01895053 0.01775006 0.01910614 0.01735150 0.01732306 0.01730193 0.00097428 0.00012452 0.01725830 0.01782370 0.01729037 0.00014814 0.01705512 0.01780930 0.00009943 0.01918435 0.01923207 0.01786103 0.01733792 0.01794929 0.01854458 0.01938104 0.01902447 0.00080936 0.01995094 0.01741878 0.00012131 0.01980347 0.00125255 0.01767631 0.01694379 0.00012378 0.00020020 0.01786647 0.01879345 0.01746609 0.01816886 0.01746000 0.01722327 0.01716216 0.01890884 0.01937793 0.00011819 0.01872527 0.01721074 0.00013058 0.01728737 0.00011927 0.01760741 0.01740609 0.01710850 0.01824360 0.01740110 0.00012310
s_349 0.01879966 0.01776958 0.01099603 0.00904075 0.01929835 0.01832208 0.01732865 0.01747117 0.01923235 0.01836629 0.01783973 0.01725178 0.01723142 0.01716947 0.01726724 0.01842903 0.01855903 0.01846918 0.01717111 0.01751653 0.01722605 0.01718609 0.01844371 0.01823426 0.01726106 0.01923138 0.01763855 0.01723272 0.00478173 0.01826375 0.01823821 0.01897129 0.01724606 0.01852775 0.01836467 0.01698989 0.01722005 0.01821431 0.01859320 0.01692104 0.01670915 0.01809918 0.01716438 0.01820966 0.01774014 0.01841245 0.01868664 0.01565239 0.01725790 0.01869839 0.01708941 0.01827459 0.01734080 0.01703403 0.01660021 0.01557342 0.01719338 0.01838104 0.01672991 0.01685048 0.01731498 0.01850333 0.01768265 0.01708037 0.01647114 0.01728434 0 0.01835112 0.01727511 0.01846736 0.01752337 0.01701277 0.01103421 0.01847409 0.01858098 0.01890302 0.01725759 0.01837520 0.01721871 0.01828725 0.01109112 0.01846470 0.01829162 0.01902684 0.00844481 0.01847774 0.01935149 0.01822406 0.01712684 0.01927168 0.01722911 0.01730353 0.01844233 0.01702257 0.01785759 0.00939791 0.01832631 0.00441891 0.01768635 0.01717457 0.01723184 0.01710629 0.01858308 0.01835611 0.01715849 0.01845783 0.01689242 0.01081369 0.01831365 0.01854828 0.01846889 0.01839428 0.01837315 0.01590829 0.01686968 0.01966031 0.01816017 0.01869058 0.01681509 0.01956942 0.01838542 0.01830005 0.00006629 0.01711806 0.01716640 0.01808613 0.01857992 0.01838914 0.01725353 0.01166245 0.01842468 0.01732743 0.01904948 0.01045453 0.01854136 0.01840123 0.01838931 0.01670895 0.01704956 0.01908564 0.01718560 0.01828555 0.01845605 0.01726732 0.01547635 0.01766868 0.01685331 0.00389417 0.01723715 0.01731553 0.01863241 0.01701205 0.01844358 0.01796791 0.01848524 0.00861469 0.01823841 0.01821731 0.01901202 0.01713455 0.01760287 0.01822687 0.01733462 0.01823493 0.01728022 0.01855906 0.01100308 0.01832802 0.01791795 0.01840804 0.01723226
s_233 0.00256787 0.01789500 0.01748955 0.01882782 0.01921181 0.00014659 0.01712398 0.01816963 0.01998123 0.00033838 0.01812057 0.01728876 0.01725734 0.01720640 0.01699237 0.00033993 0.00036664 0.00012285 0.01714334 0.01746793 0.01724503 0.01710646 0.00032211 0.00008462 0.01726575 0.02052452 0.01818332 0.01733564 0.01834715 0.00009499 0.00009065 0.00245262 0.01721077 0.00333625 0.00033856 0.01668583 0.01733203 0.00014609 0.00039174 0.01775820 0.01801861 0.01745738 0.01717879 0.01785995 0.01779725 0.00034822 0.01828736 0.01703317 0.01714979 0.00039128 0.01723256 0.00008346 0.01735952 0.01721747 0.01783632 0.02050115 0.01719906 0.00036649 0.01820746 0.01798495 0.01728952 0.00040621 0.01754067 0.01737383 0.01770378 0.01729623 0.01835112 0 0.01726301 0.00036856 0.01776140 0.01775290 0.01746061 0.00013972 0.00038234 0.00147605 0.01731272 0.00032606 0.01703326 0.00009295 0.01765560 0.00033881 0.00036149 0.02005396 0.01794369 0.00034578 0.01908737 0.00011696 0.01728153 0.02000564 0.01733194 0.01730532 0.00012863 0.01737148 0.01820539 0.01763080 0.00012692 0.01802579 0.00019249 0.01720541 0.01733273 0.01720930 0.00039756 0.00013638 0.01736334 0.00009938 0.01770275 0.01729447 0.00009219 0.00055282 0.00041970 0.00032799 0.00011157 0.02110659 0.01703439 0.01960093 0.01758846 0.01821410 0.01772624 0.01840729 0.00034487 0.00015335 0.01833932 0.01705242 0.01717482 0.00008784 0.00035450 0.00015124 0.01738129 0.01758211 0.00037682 0.01729620 0.01826787 0.01836902 0.00364004 0.00032594 0.00337087 0.01800028 0.01865585 0.01799202 0.01730333 0.01894061 0.00033674 0.01723639 0.02057413 0.01774286 0.01773811 0.01798175 0.01711542 0.01737911 0.00044562 0.01809103 0.00035380 0.01744002 0.00037149 0.01808305 0.00008862 0.01785825 0.01863827 0.01708065 0.01808601 0.00009757 0.01729290 0.00014709 0.01726225 0.00036241 0.01760614 0.00009092 0.01747411 0.00033300 0.01740895
s_209 0.01813910 0.00119757 0.01724925 0.01811373 0.02019873 0.01728927 0.00052610 0.01832032 0.02006432 0.01772492 0.01861841 0.00012630 0.00010726 0.00006146 0.00048779 0.01738570 0.01777814 0.01733019 0.00004249 0.00025936 0.00005218 0.00005938 0.01738979 0.01734181 0.00003534 0.02055842 0.01835358 0.00011971 0.01734687 0.01718541 0.01719473 0.01739702 0.00003999 0.01799195 0.01716384 0.00135240 0.00006543 0.01718632 0.01758151 0.01762306 0.01857008 0.01811238 0.00005192 0.01885621 0.00115678 0.01743871 0.01914063 0.00005176 0.00007446 0.01769357 0.00005295 0.01737353 0.00009982 0.00005399 0.01846889 0.02011000 0.00004202 0.01774469 0.01896771 0.01868576 0.00006176 0.01748286 0.00055977 0.00004998 0.01764712 0.00010943 0.01727511 0.01726301 0 0.01775732 0.00054746 0.01876645 0.01736549 0.01739950 0.01765916 0.01759788 0.00008963 0.01735860 0.00051899 0.01737595 0.01748710 0.01737769 0.01762144 0.01997953 0.01707007 0.01741799 0.02016142 0.01727399 0.00006094 0.02002247 0.00007238 0.00004172 0.01730380 0.00006338 0.01835720 0.01835249 0.01731855 0.01707534 0.01728694 0.00004474 0.00006360 0.00004711 0.01761370 0.01733457 0.00007257 0.01736410 0.01767468 0.01710885 0.01722322 0.01775454 0.01765424 0.01735021 0.01740378 0.02062967 0.00005367 0.01985784 0.01826673 0.01885907 0.01770896 0.01907414 0.01736205 0.01727045 0.01726781 0.00058937 0.00004354 0.01722115 0.01781238 0.01725792 0.00010284 0.01710786 0.01775106 0.00005607 0.01920976 0.01911863 0.01782778 0.01730908 0.01791608 0.01864480 0.01936847 0.01893064 0.00046056 0.01974655 0.01740296 0.00005021 0.02007677 0.00116449 0.01762322 0.01690151 0.00005000 0.00013643 0.01784606 0.01875375 0.01742436 0.01822832 0.01742817 0.01725574 0.01724483 0.01887171 0.01937633 0.00004970 0.01869081 0.01721521 0.00005743 0.01728357 0.00004713 0.01755974 0.01746293 0.01725749 0.01818975 0.01742649 0.00005772
