	Acinetobacter_lwoffii_N199_BC07	Acinetobacter_pittii_N104_BC09	Acinetobacter_pittii_N214_BC03	Aerococcus_viridans_N127_BC12	Bacillus_cereus_N128_BC08	Bacillus_cereus_N204_BC03	Bacillus_thuringiensis_N101_BC05	Bacillus_thuringiensis_N118_BC06	Bacillus_thuringiensis_N128_BC08	Bacillus_thuringiensis_N162_BC02	Bacillus_thuringiensis_N183_BC12	Bacillus_thuringiensis_N219_BC01	Bacillus_thuringiensis_N221_BC09	Bacillus_thuringiensis_N236_BC05	Bacillus_thuringiensis_N238_BC12	Burkholderia_cenocepacia_N139_BC07	Burkholderia_cenocepacia_N209_BC12	Burkholderia_contaminans_N151_BC06	Burkholderia_lata_N104_BC06	Burkholderia_lata_N127_BC08	Burkholderia_lata_N127_BC10	Burkholderia_lata_N139_BC07	Burkholderia_lata_N139_BC08	Burkholderia_lata_N150_BC11	Burkholderia_lata_N151_BC06	Burkholderia_lata_N200_BC05	Candida_albicans_N235_BC07	Candida_dubliniensis_N235_BC07	Candida_dubliniensis_N239_BC02	Chromobacterium_vaccinii_N175_BC04	Chromobacterium_vaccinii_N183_BC04	Chromobacterium_vaccinii_N187_BC02	Chromobacterium_vaccinii_N196_BC09	Chromobacterium_vaccinii_N208_BC01	Chromobacterium_vaccinii_N227_BC02	Chromobacterium_vaccinii_N228_BC06	Chromobacterium_violaceum_N196_BC11	Chromobacterium_violaceum_N221_BC06	Comamonas_testosteroni_N114_BC09	Corynebacterium_striatum_N230_BC07	Elizabethkingia_anophelis_N109_BC09	Elizabethkingia_anophelis_N167_BC01	Elizabethkingia_anophelis_N221_BC03	Elizabethkingia_genomosp._N155_BC09	Elizabethkingia_genomosp._N221_BC03	Elizabethkingia_miricola_N109_BC06	Elizabethkingia_miricola_N109_BC10	Elizabethkingia_miricola_N138_BC07	Elizabethkingia_miricola_N161_BC04	Elizabethkingia_miricola_N161_BC05	Elizabethkingia_miricola_N161_BC06	Elizabethkingia_miricola_N167_BC02	Elizabethkingia_miricola_N167_BC04	Elizabethkingia_miricola_N171_BC04	Elizabethkingia_miricola_N194_BC10	Elizabethkingia_miricola_N217_BC08	Elizabethkingia_miricola_N239_BC03	Enterococcus_sp._N233_BC08	Lysinibacillus_sp._N170_BC01	Lysinibacillus_sp._N220_BC01	Lysinibacillus_sp._N234_BC11	Macrococcus_sp._N125_BC08	Paenibacillus_sp._N132_BC08	Paenibacillus_sp._N143_BC11	Paenibacillus_sp._N173_BC04	Paenibacillus_sp._N190_BC10	Paenibacillus_sp._N198_BC04	Paenibacillus_sp._N220_BC06	Paenibacillus_xylanexedens_N101_BC06	Paenibacillus_xylanexedens_N195_BC10	Pantoea_rwandensis_N156_BC03	Plautia_stali_N105_BC01	Pseudomonas_oryzihabitans_N112_BC11	Pseudomonas_putida_N188_BC01	Pseudomonas_putida_N192_BC11	Pseudomonas_putida_N198_BC03	Pseudomonas_putida_N227_BC03	Pseudomonas_resinovorans_N133_BC12	Pseudomonas_sp._N104_BC04	Sphingomonas_sp._N156_BC01	Sphingomonas_sp._N156_BC02	Sphingomonas_sp._N162_BC07	Sphingomonas_sp._N182_BC07	Sphingomonas_sp._N182_BC08	Sphingomonas_sp._N215_BC02	Sphingomonas_sp._N216_BC07	Sphingomonas_sp._N223_BC05	Staphylococcus_capitis_N103_BC08	Staphylococcus_capitis_N108_BC10	Staphylococcus_capitis_N113_BC01	Staphylococcus_capitis_N113_BC02	Staphylococcus_capitis_N113_BC03	Staphylococcus_capitis_N114_BC03	Staphylococcus_capitis_N116_BC10	Staphylococcus_capitis_N121_BC07	Staphylococcus_capitis_N125_BC06	Staphylococcus_capitis_N125_BC07	Staphylococcus_capitis_N125_BC08	Staphylococcus_capitis_N128_BC08	Staphylococcus_capitis_N128_BC10	Staphylococcus_capitis_N128_BC11	Staphylococcus_capitis_N131_BC08	Staphylococcus_capitis_N131_BC09	Staphylococcus_capitis_N131_BC10	Staphylococcus_capitis_N135_BC02	Staphylococcus_capitis_N135_BC03	Staphylococcus_capitis_N136_BC10	Staphylococcus_capitis_N140_BC11	Staphylococcus_capitis_N154_BC02	Staphylococcus_capitis_N165_BC06	Staphylococcus_capitis_N169_BC03	Staphylococcus_capitis_N176_BC05	Staphylococcus_capitis_N176_BC06	Staphylococcus_capitis_N178_BC01	Staphylococcus_capitis_N181_BC06	Staphylococcus_capitis_N188_BC05	Staphylococcus_capitis_N200_BC09	Staphylococcus_capitis_N202_BC02	Staphylococcus_capitis_N203_BC06	Staphylococcus_capitis_N209_BC03	Staphylococcus_capitis_N210_BC05	Staphylococcus_capitis_N212_BC03	Staphylococcus_capitis_N217_BC06	Staphylococcus_capitis_N218_BC02	Staphylococcus_capitis_N220_BC11	Staphylococcus_capitis_N221_BC07	Staphylococcus_capitis_N225_BC11	Staphylococcus_capitis_N233_BC04	Staphylococcus_capitis_N235_BC02	Staphylococcus_capitis_N237_BC11	Staphylococcus_capitis_N238_BC04	Staphylococcus_cohnii_N101_BC08	Staphylococcus_cohnii_N129_BC02	Staphylococcus_kloosii_N232_BC10	Staphylococcus_piscifermentans_N233_BC03	Staphylococcus_succinus_N168_BC08	Staphylococcus_succinus_N176_BC09	Staphylococcus_succinus_N176_BC11	Staphylococcus_succinus_N176_BC12	Staphylococcus_succinus_N202_BC08	Staphylococcus_succinus_N225_BC07	Stenotrophomonas_maltophilia_N116_BC12	Stenotrophomonas_maltophilia_N117_BC02	Stenotrophomonas_maltophilia_N131_BC06	Stenotrophomonas_maltophilia_N178_BC12	Stenotrophomonas_maltophilia_N188_BC07	Stenotrophomonas_maltophilia_N188_BC09	Stenotrophomonas_maltophilia_N188_BC10	Stenotrophomonas_maltophilia_N201_BC07	Stenotrophomonas_maltophilia_N203_BC03	Stenotrophomonas_maltophilia_N216_BC11	Stenotrophomonas_maltophilia_N228_BC08	Streptococcus_salivarius_N174_BC07	
Elizabethkingia_miricola_N161_BC06	1.0	1.0	1.0	1.0	0.372583	0.35328	1.0	0.35328	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00386077	0.00405382	0.0234287	0.015768	0.0229085	0.00383679	0.00388779	0.00468987	0.00349269	0.0139687	0	0.00866587	0.00392388	0.00432583	0.0086038	0.00411762	0.00397212	1.0	0.405585	0.405585	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Elizabethkingia_miricola_N167_BC02	1.0	1.0	1.0	1.0	0.372583	0.35328	1.0	0.35328	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00774383	0.00684985	0.0266994	0.016623	0.0228057	0.00770681	0.00760354	0.00930163	0.00851492	0.0202929	0.00866587	0	0.00662145	0.00728978	0.0131506	0.00687108	0.0067969	1.0	0.372583	0.405585	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Elizabethkingia_miricola_N167_BC04	1.0	1.0	1.0	1.0	0.372583	0.35328	1.0	0.35328	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00306045	0.00218646	0.0218781	0.0155619	0.020673	0.00294623	0.00303755	0.00466474	0.00394798	0.0143793	0.00392388	0.00662145	0	0.0025802	0.00704531	0.00226557	0.00211585	1.0	0.405585	0.405585	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Elizabethkingia_miricola_N171_BC04	1.0	1.0	1.0	1.0	0.372583	0.35328	1.0	0.35328	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00348094	0.00271725	0.0223197	0.0158608	0.0212992	0.00324768	0.00348681	0.00497821	0.00414199	0.0147561	0.00432583	0.00728978	0.0025802	0	0.00763299	0.00279324	0.00262762	1.0	0.405585	0.405585	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Elizabethkingia_miricola_N194_BC10	1.0	1.0	1.0	1.0	1.0	0.405585	1.0	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0080991	0.007326	0.0160973	0.0259105	0.0350185	0.00785159	0.00802376	0.00970702	0.00872814	0.00932974	0.0086038	0.0131506	0.00704531	0.00763299	0	0.00715278	0.00705603	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Elizabethkingia_miricola_N217_BC08	0.405585	1.0	1.0	1.0	0.372583	0.35328	1.0	0.35328	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00319852	0.00239458	0.0217093	0.015719	0.0205992	0.0031639	0.00327667	0.00481288	0.00404775	0.014446	0.00411762	0.00687108	0.00226557	0.00279324	0.00715278	0	0.0021023	1.0	0.405585	0.405585	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Elizabethkingia_miricola_N239_BC03	1.0	1.0	1.0	1.0	0.372583	0.35328	1.0	0.35328	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00302039	0.00224917	0.0215138	0.0155781	0.0207268	0.00293485	0.00309773	0.00468358	0.00383379	0.014318	0.00397212	0.0067969	0.00211585	0.00262762	0.00705603	0.0021023	0	1.0	0.405585	0.405585	0.405585	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Enterococcus_sp._N233_BC08	0.405585	1.0	1.0	0.273629	0.35328	0.35328	0.372583	0.35328	0.339586	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	0.372583	0.372583	0.372583	1.0	1.0	1.0	1.0	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0.35328	0.35328	0.35328	0.339586	0.339586	0.339586	0.339586	0.328965	0.339586	0.339586	0.339586	0.339586	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.35328	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.328965	0.328965	0.320287	0.320287	0.312952	0.35328	0.320287	0.320287	0.339586	0.320287	0.320287	0.328965	0.320287	0.328965	0.35328	0.35328	0.339586	0.35328	0.320287	0.320287	0.328965	0.320287	0.320287	0.320287	0.328965	0.320287	0.320287	0.320287	0.339586	0.320287	0.35328	0.35328	0.320287	0.320287	0.320287	0.35328	0.328965	0.339586	0.320287	0.320287	0.35328	0.320287	0.320287	0.320287	0.372583	0.372583	0.35328	0.35328	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.300994	
Lysinibacillus_sp._N170_BC01	0.405585	1.0	0.405585	0.35328	0.339586	0.320287	0.372583	0.339586	0.328965	0.35328	0.320287	0.339586	0.328965	0.339586	0.328965	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.405585	0.372583	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.372583	0.405585	0.405585	1.0	0.405585	0.405585	0.35328	0	0.179364	0.0675191	0.320287	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35328	0.35328	0.372583	0.372583	0.35328	1.0	0.35328	0.372583	0.35328	0.35328	0.372583	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.372583	0.35328	0.35328	0.35328	0.35328	0.372583	0.339586	0.339586	0.35328	0.35328	0.35328	0.35328	0.35328	0.372583	0.35328	0.35328	0.35328	0.35328	0.35328	0.35328	0.339586	0.339586	0.339586	0.320287	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	
Lysinibacillus_sp._N220_BC01	0.405585	0.405585	0.405585	0.339586	0.300994	0.300994	0.320287	0.306598	0.320287	0.295981	0.300994	0.291447	0.306598	0.312952	0.295981	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.405585	0.405585	1.0	0.405585	0.372583	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.35328	0.179364	0	0.171263	0.320287	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.35328	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.339586	0.35328	0.35328	0.339586	0.405585	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.339586	0.328965	0.339586	0.339586	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.35328	0.328965	0.328965	0.339586	0.339586	0.339586	0.339586	0.328965	0.339586	0.339586	0.328965	0.328965	0.339586	0.328965	0.339586	0.339586	0.339586	0.320287	0.35328	0.328965	0.328965	0.328965	0.320287	0.320287	0.339586	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	
Lysinibacillus_sp._N234_BC11	0.405585	1.0	0.405585	0.328965	0.306598	0.328965	0.328965	0.35328	0.339586	0.35328	0.306598	0.328965	0.320287	0.328965	0.320287	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.35328	0.0675191	0.171263	0	0.328965	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.35328	0.35328	0.35328	0.35328	0.405585	0.339586	0.35328	0.35328	0.339586	0.35328	0.35328	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.339586	0.35328	0.339586	0.339586	0.339586	0.35328	0.35328	0.339586	0.35328	0.339586	0.339586	0.35328	0.339586	0.328965	0.339586	0.339586	0.339586	0.328965	0.339586	0.372583	0.339586	0.339586	0.339586	0.339586	0.339586	0.339586	0.328965	0.339586	0.339586	0.320287	0.328965	0.339586	0.328965	0.328965	0.328965	0.328965	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	
Macrococcus_sp._N125_BC08	0.405585	1.0	1.0	0.328965	0.339586	0.339586	0.405585	0.339586	0.339586	0.35328	0.339586	0.339586	0.35328	0.35328	0.328965	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.372583	1.0	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.339586	0.320287	0.320287	0.328965	0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.35328	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.300994	0.283502	0.306598	0.306598	0.287309	0.35328	0.295981	0.328965	0.273629	0.300994	0.295981	0.306598	0.300994	0.291447	0.295981	0.287309	0.295981	0.300994	0.300994	0.300994	0.295981	0.306598	0.300994	0.300994	0.283502	0.306598	0.291447	0.300994	0.295981	0.306598	0.295981	0.300994	0.300994	0.300994	0.300994	0.300994	0.291447	0.312952	0.300994	0.300994	0.312952	0.291447	0.291447	0.300994	0.291447	0.295981	0.291447	0.295981	0.291447	0.287309	0.291447	0.291447	0.306598	0.291447	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Paenibacillus_sp._N132_BC08	1.0	1.0	1.0	0.35328	0.320287	0.328965	0.405585	0.35328	0.35328	0.35328	0.339586	0.35328	0.339586	0.35328	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.372583	0.372583	0.372583	0.372583	0	0.0155296	0.015535	0.0244945	0.0128768	0.0134771	0.276697	0.300994	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	
Paenibacillus_sp._N143_BC11	1.0	1.0	1.0	0.35328	0.320287	0.328965	0.405585	0.35328	0.35328	0.35328	0.339586	0.35328	0.339586	0.35328	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.372583	0.372583	0.372583	0.372583	0.0155296	0	0.015283	0.0253866	0.0138635	0.015267	0.279978	0.295981	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	
Paenibacillus_sp._N173_BC04	1.0	1.0	1.0	0.35328	0.320287	0.328965	0.405585	0.35328	0.35328	0.35328	0.339586	0.35328	0.339586	0.35328	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.372583	0.372583	0.372583	0.372583	0.015535	0.015283	0	0.0220979	0.0111673	0.012982	0.279978	0.295981	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	0.405585	1.0	1.0	1.0	0.405585	1.0	1.0	1.0	0.405585	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	1.0	
