s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
F_59 0.00000583 0.00530571 0.00003052 0.00513334 0.00000801 0.00000874 0.00531147 0.00521853 0.00531526 0.00005444 0.00476206 0.00004920 0.00001517 0.00550630 0.00539511 0.00000555 0.00541472 0.00000627 0.00478759 0.00530241 0.00000385 0.00002648 0.00530550 0.00001327 0.07509568 0.00536561 0.00530230 0.00479568 0.15229481 0.00508221 0.00000507 0.00003083 0.00532652 0.00000626 0.00551112 0.00002636 0.00000507 0.00003821 0.00000386 0.00000555 0.00004410 0.00527521 0.00528322 0.00000532 0.00000384 0.00000651 0.00544347 0.00000483 0 0.00538338 0.00001241 0.00545309 0.00002457 0.00504897 0.00519474 0.00465120 0.00480107 0.00506778 0.00481966 0.00000532 0.08330109 0.00523389 0.00544276 0.00538854 0.00478954 0.00003803 0.00535768 0.00002747 0.00002283 0.00525067 0.00524705 0.00479846 0.00003014 0.00520078 0.00001067 0.00000000 0.00533479 0.07946142 0.00002443 0.00510806 0.00535724 0.00530173 0.00529977 0.00521005 0.00536411 0.00003540 0.07498109 0.00478562 0.00507321 0.00513427 0.00535645 0.00002911 0.00528065 0.00538636 0.00466911 0.00000532 0.00001544 0.00530216 0.00002114 0.00003184 0.00538543 0.00003218 0.00001472 0.00532139 0.07852684 0.00003820 0.00532676 0.00530561 0.00003428 0.00003196 0.00564642 0.00000892 0.00532541 0.00481343 0.00001421 0.00002452 0.00533335 0.00003170 0.00535951 0.00481747 0.00003663 0.00535836 0.00003013 0.00003779 0.00522253 0.00000484 0.00000460 0.00477592 0.00000386 0.00536106 0.00514798 0.05620642 0.00527800 0.00531301 0.15165268 0.00001520 0.00000551 0.00000579 0.00475759 0.00496552
s_2412 0.00531711 0.00000596 0.00537740 0.00000461 0.00539835 0.00539151 0.00478362 0.00000904 0.00478294 0.00511491 0.00560150 0.00509982 0.00540607 0.00503266 0.00499873 0.00530971 0.00501571 0.00539371 0.00559012 0.00000834 0.00538932 0.00538469 0.00000834 0.00539659 0.07585575 0.00000415 0.00000810 0.00556172 0.15208713 0.00579616 0.00533533 0.00538187 0.00490173 0.00539312 0.00509451 0.00538691 0.00538775 0.00539365 0.00530754 0.00539120 0.00509469 0.00000453 0.00475996 0.00538277 0.00528843 0.00530772 0.00449426 0.00540931 0.00538338 0 0.00539492 0.00000465 0.00539336 0.00582151 0.00532898 0.00543218 0.00561007 0.00579517 0.00559510 0.00542281 0.08234414 0.00534492 0.00001092 0.00000572 0.00560619 0.00508914 0.00000524 0.00538606 0.00537980 0.00569735 0.00494768 0.00549382 0.00539738 0.00534049 0.00538044 1.00000000 0.00001215 0.07918961 0.00510186 0.00577411 0.00000643 0.00000572 0.00479153 0.00501083 0.00000660 0.00539016 0.07586518 0.00555151 0.00580268 0.00534037 0.00000596 0.00539655 0.00003098 0.00000453 0.00483633 0.00538594 0.00540577 0.00000953 0.00540284 0.00539050 0.00500086 0.00508974 0.00533369 0.00005936 0.07752580 0.00509779 0.00000549 0.00000286 0.00509094 0.00538078 0.00520448 0.00518791 0.00486682 0.00561505 0.00533217 0.00540393 0.00000597 0.00538312 0.00547390 0.00561322 0.00509526 0.00000453 0.00540214 0.00509510 0.00572372 0.00541220 0.00538766 0.00554443 0.00533041 0.00000385 0.00532561 0.02971815 0.00000977 0.00478744 0.15163310 0.00534612 0.00536871 0.00538825 0.00554529 0.00000629
F_41 0.00001698 0.00533684 0.00001748 0.00516431 0.00002148 0.00002125 0.00532232 0.00524568 0.00531724 0.00004657 0.00477555 0.00004006 0.00002514 0.00557640 0.00539404 0.00001637 0.00541997 0.00001710 0.00478393 0.00532689 0.00001564 0.00001655 0.00531699 0.00002541 0.07615409 0.00539554 0.00532603 0.00479297 0.15222185 0.00516028 0.00001861 0.00001713 0.00533464 0.00001853 0.00545303 0.00000911 0.00001836 0.00002881 0.00001467 0.00001638 0.00003664 0.00530039 0.00530178 0.00001618 0.00001509 0.00001734 0.00552778 0.00001519 0.00001241 0.00539492 0 0.00546488 0.00001581 0.00517517 0.00527621 0.00474431 0.00480510 0.00516637 0.00487660 0.00001667 0.08374894 0.00527607 0.00545470 0.00539848 0.00478834 0.00002780 0.00538943 0.00000838 0.00003395 0.00525052 0.00524626 0.00481960 0.00001101 0.00527463 0.00001606 0.00000000 0.00536491 0.07979230 0.00003529 0.00517985 0.00538964 0.00533272 0.00529779 0.00526579 0.00539499 0.00002277 0.07613958 0.00487327 0.00517218 0.00520358 0.00538774 0.00001099 0.00539527 0.00539820 0.00472171 0.00001643 0.00002614 0.00532638 0.00001386 0.00001906 0.00540827 0.00002246 0.00002863 0.00536454 0.07908290 0.00003354 0.00533814 0.00531829 0.00002864 0.00001784 0.00568313 0.00002018 0.00534285 0.00481044 0.00002759 0.00003008 0.00534472 0.00001795 0.00541199 0.00481621 0.00002635 0.00539050 0.00003823 0.00002804 0.00522686 0.00001568 0.00001791 0.00479166 0.00001466 0.00537268 0.00526221 0.05684920 0.00530178 0.00531353 0.15212526 0.00002566 0.00001412 0.00001662 0.00481603 0.00497575
s_2379 0.00537967 0.00000710 0.00545207 0.00000563 0.00547218 0.00546635 0.00480496 0.00000759 0.00480044 0.00518308 0.00563487 0.00516078 0.00547511 0.00505710 0.00504398 0.00537138 0.00505398 0.00545865 0.00561520 0.00000661 0.00545408 0.00545358 0.00000611 0.00546199 0.07619896 0.00000538 0.00000661 0.00559151 0.15218416 0.00586730 0.00546334 0.00545651 0.00501504 0.00545780 0.00514811 0.00545535 0.00545537 0.00547345 0.00536951 0.00545587 0.00515646 0.00000318 0.00479943 0.00545009 0.00534822 0.00536958 0.00451269 0.00545667 0.00545309 0.00000465 0.00546488 0 0.00546287 0.00589162 0.00535024 0.00545577 0.00563509 0.00586876 0.00561899 0.00546655 0.08268672 0.00536748 0.00001018 0.00000465 0.00563006 0.00515085 0.00000392 0.00545682 0.00544972 0.00575698 0.00500143 0.00549198 0.00546693 0.00536418 0.00545947 1.00000000 0.00001150 0.07948140 0.00516507 0.00589373 0.00000367 0.00000563 0.00480904 0.00506867 0.00000538 0.00546507 0.07620454 0.00557951 0.00587374 0.00536247 0.00000464 0.00546650 0.00003137 0.00000440 0.00484724 0.00545448 0.00547299 0.00000808 0.00547305 0.00546538 0.00505099 0.00514233 0.00545982 0.00005942 0.08138190 0.00516347 0.00000392 0.00000343 0.00515244 0.00545428 0.00527454 0.00524456 0.00497737 0.00563923 0.00546005 0.00548374 0.00000465 0.00545702 0.00550301 0.00563743 0.00515641 0.00000416 0.00547781 0.00515736 0.00578183 0.00545607 0.00545628 0.00556599 0.00539384 0.00000542 0.00534711 0.02168795 0.00000808 0.00480267 0.15164335 0.00547320 0.00543809 0.00545296 0.00553686 0.00000668
F_27 0.00002879 0.00531382 0.00002011 0.00514119 0.00001409 0.00001338 0.00531583 0.00522470 0.00531945 0.00003930 0.00476385 0.00003598 0.00003796 0.00551211 0.00539143 0.00002835 0.00540466 0.00002834 0.00478993 0.00530404 0.00002687 0.00001512 0.00531526 0.00003559 0.07542051 0.00537231 0.00530359 0.00479662 0.15224125 0.00510723 0.00002743 0.00001988 0.00531949 0.00002852 0.00549250 0.00001614 0.00002693 0.00002698 0.00002642 0.00002836 0.00003099 0.00527928 0.00529956 0.00002722 0.00002678 0.00002833 0.00544236 0.00002718 0.00002457 0.00539336 0.00001581 0.00546287 0 0.00512365 0.00519477 0.00467034 0.00480383 0.00510740 0.00482171 0.00002819 0.08334143 0.00522749 0.00545262 0.00539685 0.00479263 0.00002520 0.00536854 0.00001661 0.00004559 0.00524814 0.00524102 0.00480556 0.00001875 0.00522717 0.00001359 0.00000000 0.00534417 0.07941381 0.00002801 0.00512562 0.00536712 0.00531082 0.00529901 0.00522069 0.00537188 0.00002322 0.07539198 0.00478816 0.00511641 0.00513061 0.00536664 0.00001896 0.00536083 0.00539630 0.00467286 0.00002796 0.00003756 0.00530383 0.00001199 0.00002158 0.00538258 0.00001998 0.00003758 0.00535118 0.07857084 0.00002700 0.00533656 0.00531509 0.00002207 0.00001987 0.00561536 0.00002076 0.00531839 0.00481441 0.00003701 0.00002801 0.00534244 0.00002029 0.00536146 0.00481965 0.00002257 0.00536727 0.00003359 0.00002448 0.00522842 0.00002721 0.00002793 0.00477512 0.00002569 0.00537046 0.00515900 0.05618992 0.00528073 0.00531991 0.15217352 0.00003732 0.00002578 0.00002835 0.00475974 0.00499117
F_54 0.00508756 0.00570676 0.00508649 0.00551125 0.00516225 0.00515838 0.00543764 0.00563256 0.00543371 0.00496931 0.00513060 0.00505733 0.00512858 0.00530109 0.00516424 0.00510455 0.00537294 0.00510470 0.00512863 0.00571651 0.00511251 0.00512202 0.00577703 0.00511272 0.07464744 0.00572853 0.00574162 0.00521317 0.15157242 0.00000467 0.00511414 0.00505492 0.00550335 0.00509478 0.00525084 0.00510932 0.00509615 0.00508059 0.00509377 0.00510809 0.00506835 0.00570865 0.00537103 0.00508935 0.00509245 0.00510020 0.00546241 0.00510684 0.00504897 0.00582151 0.00517517 0.00589162 0.00512365 0 0.00551589 0.00504161 0.00513587 0.00000493 0.00525771 0.00510406 0.08198053 0.00550093 0.00589358 0.00581822 0.00514149 0.00501167 0.00578502 0.00508715 0.00511907 0.00511447 0.00499159 0.00522849 0.00511870 0.00543490 0.00517406 0.00000000 0.00578050 0.08023808 0.00503072 0.00000316 0.00578424 0.00575420 0.00540047 0.00492249 0.00578606 0.00510848 0.07460178 0.00519232 0.00000341 0.00551544 0.00576931 0.00509951 0.00578440 0.00577778 0.00509945 0.00508395 0.00511187 0.00574003 0.00509996 0.00506038 0.00486828 0.00498940 0.00511150 0.00579973 0.07736542 0.00506930 0.00576390 0.00573235 0.00506883 0.00510042 0.00530718 0.00502370 0.00550263 0.00517096 0.00511916 0.00509760 0.00571207 0.00512232 0.00545066 0.00517254 0.00503165 0.00577118 0.00516417 0.00501621 0.00528921 0.00510449 0.00508985 0.00522500 0.00510694 0.00577359 0.00542581 0.05592729 0.00568727 0.00543647 0.15072915 0.00513231 0.00510278 0.00510871 0.00528998 0.00528428
F_15 0.00523083 0.00532636 0.00505267 0.00509701 0.00523292 0.00520487 0.00567374 0.00532558 0.00567013 0.00469803 0.00078141 0.00495047 0.00523793 0.00583571 0.00558414 0.00523417 0.00566030 0.00520529 0.00081142 0.00532463 0.00520094 0.00519467 0.00532580 0.00520730 0.07537177 0.00535106 0.00532632 0.00084522 0.15125504 0.00548355 0.00519344 0.00505741 0.00557267 0.00519669 0.00560264 0.00527182 0.00519528 0.00508676 0.00520087 0.00520234 0.00487557 0.00531982 0.00567155 0.00523457 0.00520472 0.00523155 0.00575549 0.00519726 0.00519474 0.00532898 0.00527621 0.00535024 0.00519477 0.00551589 0 0.00083975 0.00079255 0.00549276 0.00083459 0.00520425 0.08030745 0.00001010 0.00534854 0.00533089 0.00079194 0.00478498 0.00532885 0.00527553 0.00521311 0.00489357 0.00549477 0.00090254 0.00527888 0.00000986 0.00520142 0.00000000 0.00533134 0.07602747 0.00466149 0.00552383 0.00532751 0.00532667 0.00567521 0.00551426 0.00535409 0.00503496 0.07538447 0.00085654 0.00549548 0.00009040 0.00532817 0.00528638 0.00532577 0.00532920 0.00087976 0.00520009 0.00520453 0.00532428 0.00528059 0.00508372 0.00555459 0.00481124 0.00522687 0.00533982 0.07510287 0.00474029 0.00533186 0.00533018 0.00492244 0.00505574 0.00591325 0.00515078 0.00557267 0.00076286 0.00519778 0.00509179 0.00532796 0.00505815 0.00000514 0.00076111 0.00492210 0.00532936 0.00504585 0.00486343 0.00530914 0.00512025 0.00511884 0.00083363 0.00511597 0.00532570 0.00003208 0.05414716 0.00532344 0.00566862 0.15063244 0.00512380 0.00522179 0.00523456 0.00088601 0.00491811
s_2340 0.00465253 0.00543182 0.00469014 0.00542087 0.00468874 0.00471757 0.00545515 0.00538050 0.00545613 0.00466986 0.00006033 0.00468971 0.00466468 0.00540248 0.00538437 0.00465755 0.00462766 0.00465808 0.00005796 0.00543261 0.00466396 0.00467033 0.00544961 0.00466307 0.07424503 0.00545283 0.00543419 0.00005183 0.15173046 0.00508622 0.00467894 0.00470231 0.00546577 0.00465843 0.00543988 0.00473675 0.00468176 0.00472923 0.00465764 0.00465658 0.00467382 0.00543428 0.00545568 0.00465530 0.00448012 0.00469561 0.00549188 0.00468407 0.00465120 0.00543218 0.00474431 0.00545577 0.00467034 0.00504161 0.00083975 0 0.00005673 0.00503310 0.00000217 0.00468207 0.08343123 0.00087410 0.00546300 0.00543490 0.00005601 0.00469325 0.00543860 0.00471090 0.00464778 0.00496011 0.00531597 0.00015788 0.00472112 0.00087403 0.00469646 1.00000000 0.00543879 0.07914351 0.00471923 0.00509633 0.00543905 0.00543052 0.00545448 0.00525878 0.00545872 0.00472326 0.07423873 0.00000199 0.00503168 0.00079997 0.00543818 0.00474606 0.00543933 0.00543716 0.00007677 0.00467914 0.00466112 0.00543089 0.00471783 0.00470192 0.00540432 0.00465932 0.00466577 0.00543400 0.08165609 0.00469554 0.00543392 0.00544855 0.00469025 0.00470194 0.00536339 0.00441173 0.00537549 0.00005704 0.00466348 0.00478781 0.00543470 0.00470562 0.00086029 0.00005369 0.00469543 0.00543035 0.00478717 0.00469390 0.00523814 0.00468209 0.00468316 0.00006851 0.00466077 0.00543229 0.00080336 0.06233827 0.00542723 0.00545429 0.14820445 0.00466624 0.00462340 0.00463175 0.00010542 0.00543467
s_2356 0.00479648 0.00560290 0.00469588 0.00560437 0.00480049 0.00480318 0.00558984 0.00555510 0.00559066 0.00467600 0.00000447 0.00491613 0.00481034 0.00546920 0.00545812 0.00480160 0.00480939 0.00480182 0.00000179 0.00560798 0.00480387 0.00479830 0.00560365 0.00480633 0.07602077 0.00563286 0.00560811 0.00001007 0.15243031 0.00518481 0.00480193 0.00469592 0.00556539 0.00480146 0.00550398 0.00479881 0.00480095 0.00468671 0.00482911 0.00480029 0.00491026 0.00560580 0.00559345 0.00480122 0.00476307 0.00480164 0.00563450 0.00480358 0.00480107 0.00561007 0.00480510 0.00563509 0.00480383 0.00513587 0.00079255 0.00005673 0 0.00512810 0.00001437 0.00480215 0.08065648 0.00077642 0.00563172 0.00561196 0.00000249 0.00490378 0.00561185 0.00480194 0.00479564 0.00496923 0.00543691 0.00009742 0.00482835 0.00077674 0.00480542 1.00000000 0.00561424 0.07548818 0.00472669 0.00520946 0.00560507 0.00560400 0.00558985 0.00544693 0.00563790 0.00469797 0.07603617 0.00001511 0.00512630 0.00083542 0.00561170 0.00482780 0.00561363 0.00560704 0.00005940 0.00480036 0.00480645 0.00560485 0.00482687 0.00469702 0.00548725 0.00489182 0.00480972 0.00563224 0.07764498 0.00473083 0.00560995 0.00561205 0.00490102 0.00469425 0.00550562 0.00467123 0.00556552 0.00000471 0.00480582 0.00469420 0.00560897 0.00469868 0.00081221 0.00000297 0.00490701 0.00560761 0.00469443 0.00488600 0.00531652 0.00480336 0.00480243 0.00001113 0.00480160 0.00560525 0.00076403 0.05540765 0.00560456 0.00558849 0.14855100 0.00481226 0.00479231 0.00480195 0.00005190 0.00514568
F_45 0.00507711 0.00577021 0.00506921 0.00551334 0.00514170 0.00515175 0.00540555 0.00570480 0.00543132 0.00496599 0.00512141 0.00511762 0.00511372 0.00529249 0.00515338 0.00509272 0.00538103 0.00508959 0.00512079 0.00570994 0.00509426 0.00510659 0.00575265 0.00509312 0.07444275 0.00580525 0.00577738 0.00520686 0.15156126 0.00000270 0.00509312 0.00508215 0.00548381 0.00507826 0.00524564 0.00509420 0.00507605 0.00506658 0.00507820 0.00509601 0.00505018 0.00576984 0.00538072 0.00507598 0.00507573 0.00509173 0.00545527 0.00509294 0.00506778 0.00579517 0.00516637 0.00586876 0.00510740 0.00000493 0.00549276 0.00503310 0.00512810 0 0.00524966 0.00508439 0.08157596 0.00547689 0.00585885 0.00577651 0.00513168 0.00499860 0.00574395 0.00507178 0.00510240 0.00504828 0.00502533 0.00520958 0.00510407 0.00540955 0.00516475 0.00000000 0.00577947 0.08015470 0.00503120 0.00000567 0.00576010 0.00577360 0.00540741 0.00495581 0.00583049 0.00509333 0.07453518 0.00518519 0.00000543 0.00548018 0.00574476 0.00508256 0.00572655 0.00577797 0.00508979 0.00506932 0.00509581 0.00577548 0.00508183 0.00508333 0.00487884 0.00495767 0.00509188 0.00583801 0.07714673 0.00509393 0.00580464 0.00577255 0.00509074 0.00508131 0.00534233 0.00500917 0.00548345 0.00516296 0.00510263 0.00513211 0.00580193 0.00510842 0.00542929 0.00516475 0.00501527 0.00574312 0.00514854 0.00499805 0.00528381 0.00508998 0.00507657 0.00520204 0.00509396 0.00578413 0.00538958 0.05641036 0.00577557 0.00542654 0.15090851 0.00511258 0.00506870 0.00509371 0.00525710 0.00534576
s_2361 0.00481707 0.00558904 0.00485149 0.00558765 0.00481993 0.00482214 0.00559909 0.00554645 0.00559856 0.00471674 0.00001806 0.00484966 0.00482989 0.00551834 0.00547588 0.00482190 0.00471909 0.00482212 0.00001440 0.00559245 0.00482301 0.00481827 0.00558726 0.00482638 0.07531421 0.00561709 0.00559374 0.00001278 0.15209143 0.00524276 0.00482068 0.00486125 0.00544697 0.00482297 0.00550149 0.00487158 0.00482116 0.00488817 0.00479320 0.00481902 0.00483227 0.00559171 0.00560171 0.00482171 0.00477675 0.00481714 0.00563961 0.00482398 0.00481966 0.00559510 0.00487660 0.00561899 0.00482171 0.00525771 0.00083459 0.00000217 0.00001437 0.00524966 0 0.00482290 0.08355537 0.00082989 0.00561596 0.00559655 0.00001349 0.00482489 0.00559681 0.00487025 0.00481505 0.00502360 0.00537337 0.00010936 0.00487700 0.00082958 0.00482505 1.00000000 0.00559883 0.07987942 0.00484889 0.00531272 0.00558722 0.00558811 0.00559719 0.00543801 0.00562280 0.00485455 0.07544924 0.00000074 0.00524886 0.00079297 0.00559540 0.00487372 0.00559730 0.00558657 0.00000812 0.00481894 0.00482616 0.00558951 0.00487411 0.00486310 0.00551591 0.00481952 0.00483004 0.00561312 0.08223167 0.00484970 0.00559476 0.00559663 0.00482302 0.00486260 0.00547750 0.00468735 0.00544710 0.00001523 0.00482599 0.00481239 0.00559405 0.00486527 0.00085496 0.00001275 0.00482903 0.00559197 0.00481159 0.00482536 0.00535860 0.00482400 0.00482317 0.00002509 0.00481648 0.00558908 0.00080044 0.05793970 0.00558955 0.00559644 0.14828474 0.00483302 0.00481152 0.00482005 0.00005951 0.00514498
s_2389 0.00000439 0.00540415 0.00003366 0.00539799 0.00001668 0.00001668 0.00532786 0.00523190 0.00533114 0.00005921 0.00476453 0.00005331 0.00001717 0.00552674 0.00543150 0.00000460 0.00542114 0.00000484 0.00479188 0.00541064 0.00000387 0.00002867 0.00531815 0.00001381 0.07516109 0.00547676 0.00540497 0.00480004 0.15280363 0.00508825 0.00000048 0.00003342 0.00558336 0.00000460 0.00551421 0.00003020 0.00000096 0.00004509 0.00000363 0.00000436 0.00004808 0.00540504 0.00530902 0.00000048 0.00000678 0.00000508 0.00546496 0.00000120 0.00000532 0.00542281 0.00001667 0.00546655 0.00002819 0.00510406 0.00520425 0.00468207 0.00480215 0.00508439 0.00482290 0 0.08328595 0.00520585 0.00545232 0.00542178 0.00479168 0.00004121 0.00540037 0.00003091 0.00002534 0.00522853 0.00528708 0.00480319 0.00003332 0.00512479 0.00001370 1.00000000 0.00540514 0.07957031 0.00003248 0.00511093 0.00537030 0.00540057 0.00532622 0.00522319 0.00546879 0.00003807 0.07515832 0.00480325 0.00509568 0.00508931 0.00536863 0.00003282 0.00541914 0.00540095 0.00470195 0.00000120 0.00001792 0.00540414 0.00002430 0.00003442 0.00537459 0.00003801 0.00001650 0.00533484 0.07855264 0.00004579 0.00542314 0.00540520 0.00003874 0.00003391 0.00565860 0.00001117 0.00552544 0.00481574 0.00001671 0.00003149 0.00542606 0.00003489 0.00525396 0.00482042 0.00004099 0.00539870 0.00003627 0.00004244 0.00523743 0.00000048 0.00000288 0.00480502 0.00000194 0.00543516 0.00512535 0.05614221 0.00540308 0.00533061 0.15241027 0.00001646 0.00000823 0.00000460 0.00479335 0.00497508
s_2335 0.08312495 0.08233095 0.08030875 0.08233164 0.08329205 0.08328851 0.08433916 0.08235615 0.08433806 0.07968772 0.07981487 0.08353127 0.08330288 0.08480175 0.08386479 0.08326713 0.08469447 0.08326503 0.08014198 0.08232902 0.08329626 0.08348445 0.08224988 0.08331070 0.07734561 0.08285515 0.08239242 0.08141084 0.15425810 0.08154781 0.08326505 0.08041554 0.08392291 0.08326327 0.08446612 0.08366001 0.08314821 0.08031785 0.08325353 0.08326524 0.08334102 0.08238559 0.08446316 0.08326353 0.08343006 0.08325668 0.08411202 0.08318095 0.08330109 0.08234414 0.08374894 0.08268672 0.08334143 0.08198053 0.08030745 0.08343123 0.08065648 0.08157596 0.08355537 0.08328595 0 0.08031156 0.08286971 0.08214765 0.08067084 0.08341915 0.08230064 0.08366596 0.08310152 0.08484752 0.08369147 0.07991831 0.08375656 0.08022444 0.08329271 1.00000000 0.08236118 0.00000059 0.07974611 0.08201149 0.08231190 0.08230196 0.08425808 0.08438136 0.08290597 0.08039641 0.07735003 0.08290651 0.08157478 0.08209916 0.08230993 0.08363789 0.08230920 0.08215949 0.07674047 0.08326098 0.08327324 0.08239439 0.08367171 0.08030178 0.08454793 0.08312000 0.08326888 0.08281052 0.00000045 0.07983737 0.08215838 0.08230059 0.08325373 0.08040805 0.08398807 0.08364610 0.08393967 0.08032265 0.08326842 0.08024103 0.08217179 0.08040086 0.08029729 0.08045962 0.08332600 0.08232509 0.08038979 0.08346559 0.08429867 0.08326878 0.08318621 0.08036098 0.08336466 0.08229849 0.08029883 0.00003412 0.08233045 0.08434481 0.15350383 0.08327032 0.08368409 0.08337866 0.08194431 0.08201560
F_24 0.00523501 0.00534450 0.00508432 0.00511417 0.00523947 0.00515535 0.00565938 0.00534106 0.00566384 0.00473925 0.00076530 0.00494765 0.00524066 0.00582096 0.00558199 0.00523896 0.00566624 0.00523765 0.00079425 0.00533830 0.00523416 0.00523122 0.00534142 0.00524142 0.07557372 0.00536729 0.00534032 0.00082952 0.15138574 0.00546803 0.00522643 0.00508735 0.00547795 0.00522964 0.00560502 0.00524166 0.00522662 0.00500071 0.00520703 0.00520471 0.00487744 0.00533575 0.00567376 0.00523576 0.00520850 0.00523736 0.00576314 0.00523424 0.00523389 0.00534492 0.00527607 0.00536748 0.00522749 0.00550093 0.00001010 0.00087410 0.00077642 0.00547689 0.00082989 0.00520585 0.08031156 0 0.00536500 0.00534616 0.00077631 0.00478514 0.00534447 0.00527696 0.00521719 0.00485827 0.00550185 0.00088421 0.00528396 0.00000024 0.00522926 0.00000000 0.00534724 0.07602153 0.00469751 0.00550819 0.00534316 0.00534232 0.00566198 0.00552144 0.00537063 0.00504009 0.07558579 0.00085141 0.00547990 0.00008631 0.00534380 0.00527627 0.00534571 0.00534445 0.00090882 0.00523384 0.00520913 0.00533830 0.00528429 0.00508364 0.00554303 0.00481819 0.00523162 0.00534978 0.07510581 0.00476754 0.00534777 0.00534576 0.00494762 0.00508826 0.00591090 0.00515541 0.00547797 0.00074777 0.00523024 0.00509458 0.00534357 0.00504009 0.00001346 0.00074611 0.00486494 0.00534490 0.00505155 0.00486301 0.00530405 0.00515274 0.00515124 0.00081697 0.00515310 0.00534358 0.00002758 0.05368098 0.00533900 0.00566294 0.15065162 0.00512978 0.00522350 0.00523729 0.00086929 0.00493665
s_2345 0.00545717 0.00001142 0.00544039 0.00000994 0.00546214 0.00545521 0.00482146 0.00001117 0.00481852 0.00516466 0.00563432 0.00514569 0.00546386 0.00504827 0.00503977 0.00544754 0.00504042 0.00544755 0.00562111 0.00001267 0.00544633 0.00544102 0.00000869 0.00545065 0.07598810 0.00001093 0.00001441 0.00559416 0.15245790 0.00585951 0.00544860 0.00544546 0.00493017 0.00544719 0.00514973 0.00544620 0.00544054 0.00544560 0.00534007 0.00544525 0.00514196 0.00001068 0.00481619 0.00543563 0.00542526 0.00533987 0.00450735 0.00544171 0.00544276 0.00001092 0.00545470 0.00001018 0.00545262 0.00589358 0.00534854 0.00546300 0.00563172 0.00585885 0.00561596 0.00545232 0.08286971 0.00536500 0 0.00001043 0.00563263 0.00513536 0.00001093 0.00544401 0.00545395 0.00573800 0.00498731 0.00566682 0.00545658 0.00536124 0.00544877 1.00000000 0.00001292 0.07933162 0.00514937 0.00589230 0.00001118 0.00001018 0.00481519 0.00505760 0.00001192 0.00545419 0.07599640 0.00557209 0.00587675 0.00535951 0.00001142 0.00545607 0.00003626 0.00001118 0.00506833 0.00543947 0.00546062 0.00001493 0.00546339 0.00545453 0.00505643 0.00513586 0.00544677 0.00006178 0.08149088 0.00513148 0.00001068 0.00000968 0.00513929 0.00544257 0.00526172 0.00537910 0.00489442 0.00564046 0.00544812 0.00545478 0.00001093 0.00544467 0.00550251 0.00563613 0.00514310 0.00000969 0.00546712 0.00514282 0.00578541 0.00544109 0.00544085 0.00562089 0.00544489 0.00001024 0.00534893 0.16934138 0.00001592 0.00482111 0.15177485 0.00546192 0.00542665 0.00544221 0.00561938 0.00000969
