s_129	G_20	s_133	s_112	s_194	s_201	s_228	s_142	s_158	G_18	s_205	s_172	s_115	s_222	s_145	s_226	G_31	s_168	s_106	G_22	s_215	s_135	s_138	s_199	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_121	s_118	s_196	s_183	s_164	s_178	s_102	G_2	s_213	G_27	s_136	G_14	G_10	s_182	s_156	G_5	s_144	s_117	s_192	G_16	s_100	s_220	s_203	s_111	s_187	G_25	s_184	s_154	G_21	s_124	s_131	s_159	s_97	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	s_101	G_12	s_218	G_4	s_114	s_202	s_225	s_104	s_108	s_132	s_127	s_212	s_227	s_214	s_99	s_134	s_148	s_198	s_221	s_191	s_162	s_120	s_185	G_32	s_171	s_126	s_143	s_149	s_107	s_150	s_197	s_179	G_36	G_34	s_137	s_152	G_23	s_169	s_177	s_176	s_223	s_103	s_146	s_140	s_113	s_122	G_7	s_147	s_207	s_119	s_105	s_189	s_180	G_8	s_110	G_35	s_116	s_170	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_200	s_217	s_109	s_130	s_175	s_193	G_6	s_141	G_30	G_29	s_173	G_3	s_98	s_211	s_206	s_210	s_157	s_186	s_190	G_24	s_161	G_13
G_5 0.00720704 0.00105267 0.00714807 0.00751435 0.00722427 0.00007767 0.00743518 0.00007333 0.00720317 0.00006617 0.00739587 0.00737677 0.00722772 0.00741094 0.00717063 0.00745168 0.00005457 0.00703758 0.00745494 0.00007984 0.00743456 0.00721267 0.00007561 0.00007555 0.00007694 0.00005245 0.00739948 0.00761772 0.00721813 0.00743045 0.00007460 0.00721165 0.00722416 0.00722119 0.00743757 0.00007511 0.00725766 0.00745112 0.00097748 0.00730682 0.00005107 0.00721309 0.00009114 0.00726635 0.00745212 0.00760157 0 0.00007350 0.00721404 0.00752287 0.00009029 0.00697140 0.00721872 0.00719833 0.00749266 0.00007462 0.00006886 0.00742883 0.00758730 0.00009621 0.00733313 0.00720248 0.00723041 0.00722648 0.00714961 0.00005348 0.00709510 0.00007514 0.00007134 0.00721240 0.00006065 0.00753926 0.00754162 0.00722125 0.00755653 0.00007434 0.00743060 0.00006402 0.00722775 0.00005739 0.00744239 0.00006095 0.00722401 0.00007564 0.00736897 0.00722676 0.00756370 0.00720398 0.00007839 0.00007545 0.00743164 0.00745328 0.00721131 0.00721739 0.00720531 0.00720692 0.00721182 0.00749855 0.00674361 0.00721339 0.00785045 0.00008625 0.00729057 0.00722478 0.00007489 0.00720329 0.00757571 0.00732131 0.00719880 0.00745542 0.00011839 0.00005463 0.00720246 0.00007433 0.00004914 0.00728863 0.00729239 0.00007510 0.00739377 0.00721046 0.00720322 0.00007635 0.00751917 0.00721027 0.00004839 0.00721555 0.00743119 0.00722574 0.00722448 0.00725495 0.00743085 0.00005217 0.00749587 0.00009242 0.00708109 0.00728725 0.00007511 0.00104254 0.00722836 0.00005575 0.00099420 0.00011370 0.00007817 0.00007226 0.00775195 0.00762397 0.00738150 0.00722695 0.00720570 0.00007476 0.00723377 0.00005519 0.00007464 0.00005071 0.00006887 0.00744311 0.00723301 0.00722730 0.00724550 0.00007489 0.00728829 0.00007306 0.00007564 0.00721782 0.00005559 0.00737850 0.00004189
s_144 0.00722057 0.00108162 0.00718115 0.00750285 0.00721378 0.00001045 0.00738561 0.00000444 0.00723456 0.00008333 0.00740352 0.00738350 0.00723290 0.00743410 0.00716204 0.00745513 0.00007431 0.00695893 0.00745943 0.00009828 0.00742181 0.00722021 0.00000809 0.00001072 0.00000810 0.00007477 0.00736801 0.00758991 0.00722276 0.00743508 0.00000600 0.00722455 0.00723099 0.00721340 0.00741662 0.00000783 0.00733074 0.00746213 0.00097197 0.00734190 0.00007351 0.00722119 0.00011006 0.00733875 0.00744007 0.00759002 0.00007350 0 0.00722772 0.00748942 0.00010806 0.00699334 0.00719643 0.00717808 0.00747221 0.00000652 0.00008333 0.00741238 0.00758263 0.00011474 0.00734330 0.00722559 0.00720769 0.00725266 0.00767474 0.00006960 0.00695596 0.00000417 0.00009260 0.00720259 0.00007928 0.00748849 0.00741298 0.00723737 0.00753212 0.00000783 0.00734582 0.00008411 0.00724121 0.00007379 0.00740930 0.00008529 0.00724972 0.00000522 0.00741007 0.00723981 0.00755689 0.00723085 0.00000995 0.00000425 0.00736033 0.00744060 0.00721575 0.00722610 0.00721366 0.00720034 0.00721788 0.00743796 0.00748208 0.00723096 0.00779494 0.00010593 0.00721561 0.00723977 0.00000470 0.00720448 0.00759078 0.00731758 0.00721044 0.00743828 0.00014336 0.00008021 0.00721150 0.00000705 0.00006876 0.00721323 0.00731783 0.00000704 0.00743714 0.00723767 0.00720286 0.00000809 0.00750746 0.00722301 0.00007114 0.00721191 0.00739204 0.00725012 0.00725079 0.00732263 0.00743140 0.00007056 0.00746424 0.00011208 0.00708275 0.00721439 0.00000835 0.00102285 0.00726080 0.00007610 0.00098051 0.00004540 0.00001357 0.00009171 0.00772034 0.00755178 0.00734070 0.00712341 0.00721757 0.00000652 0.00722435 0.00007544 0.00000548 0.00007249 0.00009271 0.00740696 0.00727628 0.00723416 0.00731887 0.00000679 0.00721599 0.00000313 0.00000600 0.00720707 0.00007745 0.00738045 0.00006872
s_117 0.00000981 0.00735236 0.00000935 0.00764922 0.00000983 0.00720906 0.00716474 0.00721267 0.00001036 0.00726896 0.00745842 0.00747867 0.00000949 0.00714899 0.00000561 0.00719245 0.00718981 0.00027733 0.00723010 0.00728196 0.00741900 0.00005393 0.00722054 0.00720911 0.00721319 0.00721051 0.00705456 0.00723648 0.00000870 0.00734141 0.00719798 0.00000979 0.00000949 0.00000798 0.00741138 0.00720260 0.00756869 0.00721767 0.00734705 0.00757312 0.00721552 0.00005528 0.00721479 0.00741056 0.00733255 0.00737387 0.00721404 0.00722772 0 0.00761933 0.00727041 0.00000799 0.00000738 0.00001147 0.00759644 0.00720986 0.00727597 0.00740221 0.00722964 0.00723249 0.00698452 0.00001149 0.00000611 0.00000343 0.00732973 0.00725382 0.00027785 0.00720024 0.00721581 0.00000369 0.00720148 0.00731152 0.00714859 0.00001221 0.00713755 0.00720241 0.00728105 0.00719329 0.00000608 0.00723054 0.00735623 0.00721621 0.00001112 0.00720846 0.00715902 0.00000953 0.00771335 0.00000743 0.00721127 0.00718131 0.00716832 0.00733894 0.00000847 0.00005316 0.00001222 0.00005474 0.00000501 0.00755691 0.00716244 0.00000764 0.00786981 0.00718582 0.00740888 0.00000798 0.00721274 0.00000876 0.00733712 0.00001997 0.00001194 0.00733917 0.00729856 0.00725492 0.00005691 0.00720351 0.00715792 0.00741423 0.00753863 0.00722442 0.00716871 0.00000371 0.00000956 0.00721105 0.00764206 0.00000500 0.00721451 0.00000877 0.00707006 0.00001217 0.00000635 0.00755040 0.00733174 0.00726365 0.00757820 0.00729868 0.00000286 0.00741359 0.00720820 0.00734897 0.00000637 0.00720067 0.00735299 0.00671427 0.00721653 0.00722370 0.00740990 0.00766479 0.00730157 0.00749153 0.00000530 0.00720330 0.00000738 0.00727372 0.00720016 0.00718611 0.00721223 0.00734608 0.00740715 0.00001107 0.00753678 0.00720433 0.00741247 0.00721618 0.00720643 0.00000798 0.00721309 0.00705584 0.00717957
s_192 0.00763071 0.00773466 0.00779040 0.00000078 0.00760708 0.00752209 0.00712027 0.00748197 0.00763382 0.00754542 0.00138838 0.00757511 0.00759735 0.00788896 0.00755285 0.00687252 0.00751138 0.00719060 0.00702251 0.00757732 0.00383230 0.00755937 0.00748235 0.00752406 0.00752411 0.00751737 0.00720442 0.00723197 0.00763185 0.00291697 0.00749688 0.00761359 0.00761389 0.00763422 0.00383679 0.00748971 0.00775988 0.00695629 0.00757137 0.00774740 0.00750326 0.00756124 0.00754622 0.00792217 0.00291161 0.00769338 0.00752287 0.00748942 0.00761933 0 0.00755837 0.00729606 0.00763903 0.00755803 0.00355267 0.00748043 0.00754918 0.00381783 0.00720742 0.00753896 0.00655681 0.00759898 0.00762113 0.00760844 0.00725701 0.00754597 0.00718871 0.00749906 0.00752910 0.00762614 0.00750975 0.00708780 0.00707321 0.00762526 0.00688003 0.00749736 0.00073853 0.00753509 0.00762082 0.00750989 0.00064199 0.00753449 0.00759690 0.00751208 0.00787531 0.00762328 0.00778282 0.00763069 0.00748984 0.00748548 0.00712027 0.00291895 0.00761796 0.00756379 0.00763922 0.00759323 0.00763919 0.00354565 0.00620364 0.00761118 0.00777069 0.00753563 0.00769978 0.00759539 0.00748183 0.00763466 0.00728954 0.00772077 0.00764427 0.00292616 0.00760105 0.00755695 0.00755961 0.00749089 0.00750871 0.00770557 0.00772833 0.00749338 0.00787858 0.00761321 0.00763939 0.00749967 0.00000393 0.00759690 0.00752723 0.00761261 0.00718700 0.00761375 0.00761942 0.00775293 0.00292129 0.00756438 0.00353556 0.00757729 0.00746315 0.00770219 0.00747924 0.00755801 0.00762626 0.00751567 0.00753932 0.00749321 0.00748550 0.00753433 0.00722162 0.00364386 0.00070640 0.00719288 0.00763229 0.00749407 0.00763574 0.00756594 0.00749532 0.00752164 0.00752410 0.00064020 0.00791211 0.00761933 0.00773173 0.00751108 0.00768696 0.00749769 0.00748236 0.00756807 0.00752068 0.00713178 0.00751182
G_16 0.00726065 0.00110877 0.00720503 0.00755607 0.00728110 0.00011090 0.00748504 0.00010870 0.00726349 0.00010084 0.00744009 0.00738232 0.00728944 0.00746023 0.00723373 0.00749559 0.00009060 0.00709418 0.00749604 0.00011783 0.00749010 0.00729003 0.00011018 0.00011067 0.00011100 0.00008919 0.00745244 0.00770194 0.00726691 0.00744758 0.00010865 0.00725498 0.00727394 0.00728367 0.00749038 0.00010784 0.00732281 0.00748982 0.00101528 0.00736531 0.00009089 0.00729233 0.00011477 0.00738113 0.00747778 0.00762315 0.00009029 0.00010806 0.00727041 0.00755837 0 0.00701540 0.00727676 0.00726709 0.00751793 0.00010760 0.00010189 0.00748205 0.00767416 0.00012948 0.00737831 0.00725584 0.00728286 0.00727278 0.00718675 0.00008371 0.00712767 0.00010816 0.00009969 0.00726311 0.00009713 0.00758760 0.00753954 0.00726029 0.00756535 0.00010787 0.00743264 0.00010334 0.00727856 0.00008295 0.00745927 0.00009780 0.00727835 0.00010915 0.00736883 0.00728673 0.00759055 0.00725687 0.00011155 0.00010933 0.00748773 0.00748204 0.00727373 0.00729838 0.00726603 0.00730046 0.00727047 0.00751722 0.00677754 0.00726116 0.00787304 0.00011263 0.00731121 0.00727323 0.00010895 0.00726156 0.00761312 0.00739928 0.00725972 0.00748012 0.00015404 0.00009620 0.00729165 0.00010813 0.00008983 0.00730842 0.00735764 0.00010861 0.00743136 0.00726659 0.00726320 0.00011018 0.00756520 0.00726222 0.00008776 0.00727704 0.00747013 0.00728115 0.00728759 0.00730622 0.00744506 0.00007962 0.00751438 0.00012702 0.00712283 0.00730789 0.00010915 0.00107246 0.00728608 0.00009290 0.00103270 0.00015156 0.00011171 0.00010732 0.00781308 0.00764213 0.00739496 0.00724611 0.00725842 0.00010903 0.00728672 0.00008989 0.00010765 0.00008807 0.00011117 0.00744843 0.00729795 0.00729018 0.00730180 0.00010922 0.00730783 0.00010844 0.00010943 0.00727465 0.00008746 0.00741714 0.00008300
s_100 0.00001090 0.00707361 0.00001010 0.00729932 0.00001035 0.00699954 0.00691638 0.00698502 0.00000649 0.00704535 0.00720506 0.00722903 0.00000696 0.00690681 0.00001342 0.00693939 0.00694762 0.00027830 0.00695262 0.00702984 0.00711697 0.00005007 0.00699169 0.00699084 0.00699473 0.00697084 0.00680951 0.00696366 0.00000464 0.00705917 0.00698749 0.00000541 0.00000593 0.00001041 0.00711295 0.00699325 0.00726936 0.00694614 0.00711464 0.00727180 0.00695960 0.00005325 0.00698496 0.00711752 0.00706085 0.00713210 0.00697140 0.00699334 0.00000799 0.00729606 0.00701540 0 0.00000722 0.00001224 0.00728995 0.00699081 0.00705308 0.00710543 0.00695382 0.00699171 0.00677372 0.00000729 0.00001195 0.00000317 0.00698633 0.00700984 0.00027702 0.00698359 0.00699801 0.00000619 0.00695774 0.00700261 0.00687062 0.00000623 0.00685567 0.00698458 0.00693149 0.00694876 0.00000721 0.00698177 0.00706970 0.00698519 0.00000748 0.00698232 0.00692322 0.00001031 0.00743871 0.00000752 0.00699660 0.00695178 0.00693951 0.00706053 0.00000582 0.00005863 0.00001013 0.00005064 0.00000567 0.00727892 0.00685675 0.00000618 0.00753388 0.00696890 0.00713500 0.00000729 0.00699343 0.00000416 0.00703269 0.00001606 0.00001195 0.00706381 0.00704355 0.00700236 0.00005432 0.00699381 0.00691473 0.00714491 0.00724956 0.00699030 0.00692978 0.00000671 0.00000624 0.00700137 0.00729537 0.00000902 0.00695820 0.00000650 0.00680460 0.00000670 0.00001006 0.00724729 0.00705580 0.00703519 0.00727931 0.00707075 0.00000644 0.00713933 0.00699076 0.00710993 0.00001013 0.00696292 0.00707105 0.00650587 0.00699882 0.00697421 0.00714179 0.00738587 0.00701599 0.00707155 0.00001038 0.00699364 0.00000799 0.00702905 0.00699300 0.00693709 0.00697176 0.00706123 0.00711488 0.00000925 0.00723640 0.00698881 0.00714088 0.00699826 0.00698755 0.00000726 0.00698594 0.00679830 0.00693617
s_220 0.00000716 0.00734180 0.00000780 0.00765149 0.00000398 0.00720209 0.00715794 0.00725423 0.00000876 0.00730010 0.00749949 0.00748708 0.00000580 0.00717941 0.00000815 0.00718561 0.00719613 0.00028901 0.00722338 0.00728896 0.00744811 0.00004993 0.00724596 0.00719966 0.00724467 0.00721324 0.00707596 0.00724214 0.00000316 0.00734700 0.00722065 0.00000792 0.00000422 0.00000932 0.00744653 0.00722044 0.00755590 0.00722048 0.00738185 0.00758777 0.00720332 0.00004939 0.00724616 0.00740124 0.00734352 0.00738337 0.00721872 0.00719643 0.00000738 0.00763903 0.00727676 0.00000722 0 0.00000710 0.00759792 0.00722255 0.00730902 0.00743349 0.00722437 0.00723993 0.00702166 0.00000775 0.00000956 0.00000185 0.00682457 0.00726080 0.00028966 0.00719738 0.00725404 0.00000579 0.00721140 0.00730663 0.00717637 0.00000903 0.00714309 0.00719793 0.00736444 0.00720009 0.00000185 0.00723712 0.00739065 0.00721976 0.00000635 0.00724369 0.00718999 0.00000952 0.00770889 0.00001194 0.00722533 0.00722270 0.00715952 0.00735095 0.00000661 0.00005432 0.00000584 0.00004808 0.00000395 0.00759130 0.00646983 0.00000579 0.00791360 0.00724516 0.00742095 0.00000373 0.00725541 0.00000637 0.00734038 0.00001705 0.00000716 0.00734672 0.00730278 0.00726167 0.00005236 0.00719986 0.00719365 0.00745628 0.00750624 0.00722274 0.00719983 0.00000847 0.00000690 0.00720482 0.00764250 0.00000869 0.00720370 0.00000664 0.00709660 0.00000714 0.00000767 0.00753390 0.00734125 0.00729346 0.00758992 0.00732983 0.00000702 0.00745491 0.00724460 0.00738368 0.00000690 0.00720495 0.00734690 0.00670452 0.00725217 0.00723106 0.00743007 0.00770095 0.00735017 0.00748844 0.00000796 0.00719519 0.00000685 0.00728313 0.00722290 0.00721881 0.00721370 0.00738327 0.00740310 0.00000395 0.00751903 0.00722688 0.00745696 0.00725660 0.00721837 0.00000638 0.00724271 0.00704062 0.00721503
s_203 0.00000216 0.00733736 0.00000510 0.00756999 0.00000437 0.00717841 0.00715414 0.00723417 0.00000675 0.00721577 0.00744549 0.00738780 0.00000874 0.00707075 0.00000723 0.00719819 0.00718110 0.00029031 0.00721310 0.00723045 0.00738614 0.00006980 0.00722201 0.00718124 0.00723223 0.00720348 0.00707347 0.00720723 0.00000984 0.00732318 0.00720555 0.00000899 0.00000547 0.00001173 0.00741317 0.00720275 0.00756042 0.00721340 0.00734582 0.00759347 0.00718758 0.00006563 0.00722760 0.00733082 0.00731968 0.00735009 0.00719833 0.00717808 0.00001147 0.00755803 0.00726709 0.00001224 0.00000710 0 0.00754586 0.00720193 0.00721954 0.00741666 0.00719046 0.00721976 0.00697318 0.00000730 0.00000757 0.00000410 0.00729690 0.00719877 0.00029194 0.00718630 0.00723854 0.00000683 0.00719565 0.00727840 0.00713752 0.00001137 0.00713663 0.00717641 0.00733474 0.00720759 0.00000627 0.00721445 0.00734803 0.00721366 0.00000792 0.00722916 0.00706397 0.00001173 0.00773017 0.00001434 0.00720623 0.00720508 0.00715407 0.00732013 0.00000683 0.00006992 0.00000351 0.00006930 0.00000875 0.00753980 0.00643895 0.00000763 0.00792729 0.00720788 0.00742429 0.00000710 0.00723408 0.00000838 0.00732870 0.00001954 0.00000298 0.00732286 0.00723509 0.00718922 0.00006643 0.00718077 0.00714431 0.00746236 0.00751278 0.00720702 0.00709224 0.00001365 0.00000783 0.00718086 0.00756184 0.00001445 0.00719499 0.00000648 0.00705906 0.00000818 0.00001146 0.00753706 0.00731758 0.00722234 0.00753848 0.00724836 0.00001238 0.00745849 0.00722510 0.00736505 0.00000487 0.00718698 0.00731531 0.00676514 0.00722622 0.00717945 0.00739366 0.00764085 0.00729356 0.00749114 0.00000865 0.00717728 0.00000928 0.00721326 0.00721283 0.00717556 0.00720879 0.00736178 0.00734393 0.00000573 0.00755251 0.00722434 0.00744724 0.00723500 0.00720660 0.00000793 0.00722623 0.00702574 0.00716855
s_111 0.00757547 0.00754759 0.00767662 0.00354579 0.00759793 0.00747390 0.00681492 0.00747639 0.00757715 0.00749285 0.00318839 0.00711884 0.00760067 0.00774896 0.00754947 0.00691418 0.00748864 0.00746647 0.00698566 0.00753104 0.00326299 0.00757873 0.00747349 0.00748552 0.00747281 0.00749154 0.00667505 0.00650065 0.00760052 0.00257263 0.00747347 0.00759446 0.00759252 0.00758301 0.00325890 0.00745717 0.00780585 0.00696366 0.00750934 0.00782380 0.00747483 0.00758423 0.00749811 0.00727569 0.00257251 0.00695899 0.00749266 0.00747221 0.00759644 0.00355267 0.00751793 0.00728995 0.00759792 0.00754586 0 0.00747117 0.00750809 0.00325817 0.00649821 0.00751374 0.00633001 0.00757996 0.00757379 0.00757160 0.00687811 0.00749495 0.00746370 0.00747379 0.00747259 0.00758702 0.00749172 0.00666874 0.00633025 0.00757576 0.00643273 0.00747714 0.00342518 0.00750711 0.00758268 0.00746170 0.00339506 0.00750487 0.00760141 0.00748162 0.00775466 0.00757740 0.00782616 0.00758528 0.00749083 0.00744135 0.00681215 0.00257282 0.00757298 0.00758343 0.00757895 0.00758615 0.00760276 0.00000239 0.00668704 0.00760052 0.00793718 0.00750188 0.00751154 0.00757550 0.00743771 0.00758073 0.00703030 0.00758826 0.00757604 0.00257684 0.00756145 0.00750179 0.00757466 0.00745611 0.00747947 0.00751964 0.00780452 0.00747139 0.00775976 0.00758284 0.00758232 0.00746024 0.00353958 0.00759316 0.00749329 0.00758607 0.00666137 0.00760086 0.00758216 0.00780117 0.00257494 0.00750254 0.00000239 0.00752488 0.00759899 0.00751083 0.00746905 0.00751839 0.00757136 0.00749626 0.00746968 0.00747876 0.00746900 0.00750338 0.00660920 0.00000247 0.00347461 0.00735440 0.00757838 0.00747230 0.00760002 0.00750999 0.00748037 0.00748791 0.00748765 0.00339537 0.00726153 0.00757414 0.00780105 0.00745871 0.00750982 0.00747314 0.00746939 0.00760062 0.00748898 0.00665194 0.00746689
s_187 0.00720023 0.00108698 0.00717826 0.00750084 0.00723581 0.00000706 0.00736774 0.00000600 0.00718345 0.00008309 0.00740741 0.00737759 0.00723855 0.00739192 0.00717178 0.00744115 0.00007381 0.00698489 0.00745899 0.00009539 0.00742694 0.00719359 0.00000756 0.00000758 0.00000863 0.00007426 0.00738893 0.00755179 0.00723615 0.00743570 0.00000209 0.00719857 0.00720275 0.00723516 0.00743850 0.00000183 0.00728393 0.00745595 0.00096790 0.00731501 0.00007012 0.00721898 0.00011039 0.00738209 0.00745631 0.00755392 0.00007462 0.00000652 0.00720986 0.00748043 0.00010760 0.00699081 0.00722255 0.00720193 0.00747117 0 0.00008151 0.00743513 0.00758625 0.00011582 0.00733940 0.00723263 0.00721470 0.00724723 0.00761714 0.00006962 0.00704584 0.00000235 0.00009237 0.00722123 0.00008278 0.00751212 0.00739999 0.00721091 0.00748918 0.00000235 0.00740080 0.00008550 0.00723852 0.00007488 0.00737667 0.00008535 0.00724781 0.00000626 0.00732181 0.00722352 0.00756413 0.00720552 0.00000865 0.00000239 0.00734859 0.00746276 0.00719968 0.00719741 0.00721443 0.00723789 0.00723845 0.00745059 0.00675579 0.00722838 0.00784148 0.00010546 0.00725267 0.00724530 0.00000548 0.00720298 0.00758114 0.00735912 0.00723280 0.00746244 0.00014261 0.00008101 0.00719476 0.00000313 0.00006986 0.00724289 0.00730634 0.00000287 0.00739210 0.00723570 0.00720208 0.00000652 0.00750741 0.00720613 0.00007118 0.00724984 0.00738520 0.00723318 0.00725598 0.00730030 0.00743399 0.00007110 0.00744401 0.00011054 0.00707576 0.00724857 0.00000261 0.00102445 0.00725817 0.00007510 0.00097732 0.00004650 0.00000861 0.00009257 0.00768645 0.00755462 0.00729995 0.00712207 0.00719712 0.00000339 0.00723714 0.00007387 0.00000548 0.00007438 0.00009489 0.00743721 0.00736170 0.00721651 0.00729996 0.00000157 0.00721937 0.00000679 0.00000235 0.00722876 0.00007751 0.00736527 0.00006930
G_25 0.00727362 0.00106587 0.00726116 0.00753968 0.00731300 0.00008559 0.00741351 0.00008257 0.00726524 0.00006305 0.00740971 0.00747508 0.00730815 0.00742921 0.00716473 0.00749447 0.00006944 0.00701063 0.00748757 0.00009573 0.00744725 0.00720145 0.00008434 0.00008401 0.00008462 0.00006626 0.00740738 0.00759675 0.00727825 0.00743236 0.00008255 0.00727486 0.00728090 0.00730779 0.00744498 0.00008332 0.00735701 0.00748282 0.00098445 0.00740434 0.00006939 0.00722509 0.00010476 0.00733380 0.00745373 0.00763883 0.00006886 0.00008333 0.00727597 0.00754918 0.00010189 0.00705308 0.00730902 0.00721954 0.00750809 0.00008151 0 0.00743888 0.00756354 0.00010904 0.00734068 0.00728738 0.00731734 0.00731277 0.00716792 0.00006968 0.00707157 0.00008363 0.00008508 0.00727957 0.00007669 0.00761232 0.00753474 0.00727668 0.00756467 0.00008439 0.00745545 0.00008379 0.00731702 0.00006886 0.00746102 0.00007390 0.00731891 0.00008253 0.00737686 0.00728478 0.00766653 0.00727248 0.00008790 0.00008328 0.00744454 0.00745680 0.00726928 0.00720591 0.00726708 0.00721639 0.00727772 0.00748584 0.00676438 0.00729924 0.00783428 0.00010045 0.00728469 0.00730912 0.00008338 0.00726593 0.00761244 0.00743270 0.00726647 0.00745692 0.00014969 0.00008791 0.00719259 0.00008361 0.00006551 0.00728037 0.00733143 0.00008624 0.00741416 0.00730348 0.00726572 0.00008350 0.00754575 0.00727136 0.00006666 0.00730572 0.00743000 0.00728811 0.00731843 0.00734789 0.00743054 0.00007554 0.00747959 0.00009010 0.00715708 0.00728149 0.00008385 0.00105080 0.00732465 0.00007168 0.00100655 0.00013910 0.00008556 0.00008652 0.00772848 0.00764880 0.00739825 0.00721107 0.00727208 0.00008324 0.00730205 0.00008213 0.00008337 0.00006975 0.00008736 0.00745147 0.00724469 0.00728642 0.00732934 0.00008576 0.00728178 0.00008233 0.00008200 0.00727902 0.00007359 0.00738551 0.00006091
s_184 0.00739888 0.00746082 0.00754478 0.00381908 0.00743877 0.00744739 0.00675378 0.00742243 0.00739353 0.00743025 0.00360022 0.00701094 0.00741627 0.00757283 0.00740957 0.00704047 0.00744269 0.00732622 0.00695433 0.00749351 0.00000139 0.00737077 0.00742225 0.00744678 0.00744607 0.00744190 0.00662109 0.00676824 0.00744482 0.00312509 0.00742747 0.00740548 0.00740924 0.00741933 0.00000111 0.00741693 0.00764704 0.00692596 0.00751946 0.00770490 0.00742653 0.00737913 0.00744774 0.00693911 0.00312551 0.00702281 0.00742883 0.00741238 0.00740221 0.00381783 0.00748205 0.00710543 0.00743349 0.00741666 0.00325817 0.00743513 0.00743888 0 0.00675299 0.00747351 0.00662551 0.00740460 0.00740318 0.00741373 0.00709177 0.00745927 0.00732628 0.00742579 0.00746358 0.00742944 0.00744026 0.00692380 0.00691702 0.00739995 0.00675335 0.00741837 0.00334964 0.00745218 0.00741811 0.00744046 0.00365728 0.00745588 0.00741637 0.00743743 0.00756975 0.00741128 0.00774572 0.00741408 0.00743137 0.00740816 0.00676247 0.00313159 0.00740656 0.00737675 0.00739578 0.00743996 0.00743914 0.00326167 0.00608947 0.00742162 0.00802169 0.00748516 0.00754181 0.00740129 0.00742344 0.00739551 0.00704903 0.00769416 0.00742905 0.00313172 0.00751598 0.00747408 0.00737311 0.00741490 0.00743665 0.00754664 0.00763001 0.00742297 0.00758235 0.00741023 0.00739641 0.00741576 0.00381062 0.00740671 0.00740076 0.00740945 0.00659559 0.00741255 0.00741463 0.00768258 0.00313607 0.00749176 0.00326424 0.00747278 0.00726720 0.00754259 0.00742840 0.00754012 0.00740874 0.00744247 0.00748614 0.00742110 0.00742327 0.00745265 0.00682725 0.00324653 0.00360747 0.00730095 0.00739887 0.00741742 0.00744727 0.00749027 0.00741523 0.00743086 0.00744539 0.00364768 0.00694689 0.00741500 0.00767932 0.00742669 0.00753559 0.00742123 0.00743313 0.00744904 0.00746509 0.00658860 0.00742950
