Genome_ID	Nanopore_ID	Species	Sequence_size	N50	AR_gene_list	Genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_194	N106_BC06	Acinetobacter_baumannii	3680195	3643631	OXA-51;Zn-dependent;Mbl;BlaA2;ADC;BlaA1;	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	CHLOR	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA
s_3674	N106_BC07	Klebsiella_pneumoniae	5379373	5325985	SHV-OKP-LEN;AmpH;OqxB;OqxA;	HIGH_QUAL	WEE039	HMBR133	HMBR135	CHLOR	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	1	Isolation_rooms	NA
s_3675	N106_BC08	Klebsiella_pneumoniae	5516696	5310337	SHV-OKP-LEN;AmpH;OqxB;OqxA;OXA-1;StrA;TEM-1D;CTX-M-1;Aac3-IIa;StrB;TetA;CatBx;AacAad;SulII;DfrA5;QnrB;	HIGH_QUAL	WEE039	HMBR133	HMBR135	TET	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	1	Isolation_rooms	NA
s_5157	N106_BC09	Staphylococcus_capitis	2549257	2523890	Aac6-Aph2;MECA;	HIGH_QUAL	WEE035	HMBL133_02	HMBL135_02	KAN	HMBL133	Room_5	Bedside_Locker	Wood	Moderate_(2-5)	2	Isolation_rooms	NA
s_3265	N106_BC10	Enterococcus_faecalis	3242756	2879463	Aac6-Aph2;MphD;TetM;TetM;LsaA;TetM;TetM;	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	STREP	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA
s_195	N106_BC10	Acinetobacter_baumannii	3662968	3626576	OXA-51;Zn-dependent;Mbl;BlaA2;ADC;BlaA1;	HIGH_QUAL	WEE043	HMCT127_02	HMCT129_02	STREP	HMCT127	Room_3	Cardiac_Table	Metal_and_Wood	Empty	2	Isolation_rooms	NA
s_5511	N106_BC11	Staphylococcus_epidermidis	2553312	2113601	DfrC;MECA;	HIGH_QUAL	WEE047	HMD013	HMD015	KAN	HMD013	Room_5	Door_Handle	Metal	Moderate_(2-5)	1	Isolation_rooms	NA
s_3739	N106_BC12	Klebsiella_quasipneumoniae	5085152	5034678	SHV-OKP-LEN;AmpH;OqxB;OqxA;	HIGH_QUAL	WEE181	HMP018	HMP020	AMP	HMP018	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_3779	N107_BC01	Klebsiella_variicola	5084342	5033875	SHV-OKP-LEN;AmpH;OqxB;OqxA;	HIGH_QUAL	WEE181	HMP018	HMP020	CHLOR	HMP018	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_3740	N107_BC02	Klebsiella_quasipneumoniae	5087902	5037400	SHV-OKP-LEN;AmpH;OqxB;OqxA;	HIGH_QUAL	WEE181	HMP018	HMP020	KAN	HMP018	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_3198	N107_BC03	Enterobacteriaceae_bacterium	2931489	2902337	OqxB;OqxA;	MEDIUM_QUAL	WEE181	HMP018	HMP020	TET	HMP018	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_3676	N107_BC04	Klebsiella_pneumoniae	5084425	5033957	SHV-OKP-LEN;AmpH;OqxB;OqxA;	HIGH_QUAL	WEE181	HMP018	HMP020	STREP	HMP018	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_3452	N107_BC04	Enterococcus_faecium	3104403	319026	Aac6-Aph2;TetM;TetM;Aac6-Ii;MsrC;	HIGH_QUAL	WEE181	HMP018	HMP020	STREP	HMP018	Ward_1	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_5158	N107_BC05	Staphylococcus_capitis	2503511	1466410	Aac6-Aph2;	HIGH_QUAL	WEE075	HMP004_02	HMP006_02	KAN	HMP004	Ward_2	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_6673	N107_BC05	Staphylococcus_hominis	2385181	2308604	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE075	HMP004_02	HMP006_02	KAN	HMP004	Ward_2	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_3453	N107_BC06	Enterococcus_faecium	2911153	2422110	Aac6-Ii;TetM;MsrC;	HIGH_QUAL	WEE062	HMBR019_02	HMBR021_02	STREP	HMBR019	Ward_2	Bed_Rail	Metal	Empty	2	MDRO_wards	2
s_3266	N107_BC06	Enterococcus_faecalis	2967724	2938214	MphD;TetM;LsaA;	HIGH_QUAL	WEE062	HMBR019_02	HMBR021_02	STREP	HMBR019	Ward_2	Bed_Rail	Metal	Empty	2	MDRO_wards	2
s_867	N107_BC06	Bacillus_cereus	5051990	2701248		HIGH_QUAL	WEE062	HMBR019_02	HMBR021_02	STREP	HMBR019	Ward_2	Bed_Rail	Metal	Empty	2	MDRO_wards	2
s_5513	N107_BC07	Staphylococcus_epidermidis	2490905	2466115	MECA;DfrC;DfrC;BlaZ;	HIGH_QUAL	WEE162	HMBL076	HMBL078	CHLOR	HMBL076	Ward_2	Bedside_Locker	Wood	Empty	1	Standard_wards	1
s_5969	N107_BC09	Staphylococcus_haemolyticus	2579802	2554132	MphC;BlaZ;MECA;Aph3-III;Aac6-Aph2;MsrA;Dfr;Sat4A;	HIGH_QUAL	WEE103	HMBL085	HMBL087	STREP	HMBL085	Ward_2	Bedside_Locker	Wood	Empty	1	Standard_wards	4
s_5970	N107_BC10	Staphylococcus_haemolyticus	2653089	2606542	Aac6-Aph2;MECA;Dfr;MphC;MsrA;BlaZ;	HIGH_QUAL	WEE103	HMBL085	HMBL087	TET	HMBL085	Ward_2	Bedside_Locker	Wood	Empty	1	Standard_wards	4
s_196	N107_BC11	Acinetobacter_baumannii	2396727	49380	BlaA2;MphE;TetB;OXA-23;SulII;BlaA1;ADC;	MEDIUM_QUAL	WEE080	HMBR061	HMBR063	CHLOR	HMBR061	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	1
s_5972	N107_BC12	Staphylococcus_haemolyticus	2827475	1941585	MphC;Dfr;Aac6-Aph2;MsrA;BlaZ;Aph3-III;MECA;Sat4A;TetK;	MEDIUM_QUAL	WEE080	HMBR061	HMBR063	KAN	HMBR061	Ward_1	Bed_Rail	Metal	Empty	1	Standard_wards	1
s_4260	N108_BC01	Pseudomonas_stutzeri	4893056	4844484		HIGH_QUAL	WEE182	HMCT067	HMCT069	AMP	HMCT067	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	3
s_5973	N108_BC01	Staphylococcus_haemolyticus	2683778	2657081	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE182	HMCT067	HMCT069	AMP	HMCT067	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	3
s_5974	N108_BC02	Staphylococcus_haemolyticus	2673024	2646433	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE182	HMCT067	HMCT069	CHLOR	HMCT067	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	3
s_4261	N108_BC02	Pseudomonas_stutzeri	4846027	4797919		HIGH_QUAL	WEE182	HMCT067	HMCT069	CHLOR	HMCT067	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	3
s_5975	N108_BC03	Staphylococcus_haemolyticus	2677407	2650771	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE182	HMCT067	HMCT069	KAN	HMCT067	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	3
s_5160	N108_BC04	Staphylococcus_capitis	2554229	2528813	MECA;Aac6-Aph2;VgaA;	HIGH_QUAL	WEE182	HMCT067	HMCT069	TET	HMCT067	Ward_1	Cardiac_Table	Metal	Empty	1	Standard_wards	3
s_4262	N108_BC05	Pseudomonas_stutzeri	4701337	4654663		HIGH_QUAL	WEE110	HMBR100	HMBR102	CHLOR	HMBR100	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_5516	N108_BC07	Staphylococcus_epidermidis	2443768	1012003	MECA;DfrC;	HIGH_QUAL	WEE110	HMBR100	HMBR102	TET	HMBR100	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	4
s_532	N108_BC08	Acinetobacter_sp.	3419933	2011087	OXA-237;StrA;StrB;	HIGH_QUAL	WEE092	HMCT079	HMCT081	AMP	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	2
s_5518	N108_BC09	Staphylococcus_epidermidis	2486023	2461284	Far1;BlaZ;DfrC;DfrC;	HIGH_QUAL	WEE092	HMCT079	HMCT081	CHLOR	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	2
s_5979	N108_BC09	Staphylococcus_haemolyticus	2594048	2488814	MECA;Aac6-Aph2;Aac6-Aph2;MsrA;Aac6-Aph2;Aac6-Aph2;MsrA;BlaZ;BlaZ;	HIGH_QUAL	WEE092	HMCT079	HMCT081	CHLOR	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	2
s_5163	N108_BC10	Staphylococcus_capitis	1931978	70925	Aac6-Aph2;	MEDIUM_QUAL	WEE092	HMCT079	HMCT081	KAN	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	2
s_533	N108_BC11	Acinetobacter_sp.	3417072	2590702	StrB;OXA-237;StrA;	HIGH_QUAL	WEE092	HMCT079	HMCT081	STREP	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	2
s_6676	N108_BC12	Staphylococcus_hominis	2272560	2249932	MECA;	HIGH_QUAL	WEE092	HMCT079	HMCT081	TET	HMCT079	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	2
s_5164	N109_BC01	Staphylococcus_capitis	2546274	2520937	MECA;Aac6-Aph2;	HIGH_QUAL	WEE177	HMBL061	HMBL063	KAN	HMBL061	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	1
s_5165	N109_BC02	Staphylococcus_capitis	2548776	2523413	MECA;Aac6-Aph2;	HIGH_QUAL	WEE177	HMBL061	HMBL063	TET	HMBL061	Ward_1	Bedside_Locker	Metal_and_Wood	Empty	1	Standard_wards	1
s_4686	N109_BC03	Staphylococcus_aureus	2943254	2451164	Aac3-Ik;NorA;BlaZ;APH-Stph;TetK;Aac6-Aph2;Tet-38;MECA;Dha1;	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	AMP	HMBL025	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_wards	4
s_4687	N109_BC04	Staphylococcus_aureus	2946104	2916808	Aac6-Aph2;MECA;BlaZ;APH-Stph;TetK;Tet-38;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	KAN	HMBL025	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_wards	4
s_5982	N109_BC05	Staphylococcus_haemolyticus	2658919	1477117	TetK;BlaZ;MECA;MECA;TetK;TetK;	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	TET	HMBL025	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_wards	4
s_4688	N109_BC05	Staphylococcus_aureus	2937976	2407480	BlaZ;MECA;APH-Stph;Aac6-Aph2;TetK;Aac3-Ik;Dha1;NorA;Tet-38;	HIGH_QUAL	WEE067	HMBL025_02	HMBL027_02	TET	HMBL025	Ward_2	Bedside_Locker	Wood	Moderate_(2-5)	2	MDRO_wards	4
s_3086	N109_BC06	Elizabethkingia_miricola	4410886	4367089	B-1;	HIGH_QUAL	WEE219	HMA024_02	HMA026_02	AMP	HMA024	Ward_3	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_25	N109_BC07	Achromobacter_sp.	6637721	1232944		HIGH_QUAL	WEE219	HMA024_02	HMA026_02	STREP	HMA024	Ward_3	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_26	N109_BC08	Achromobacter_sp.	6671250	4014793		HIGH_QUAL	WEE219	HMA024_02	HMA026_02	CHLOR	HMA024	Ward_3	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_27	N109_BC09	Achromobacter_sp.	6161169	4074987		HIGH_QUAL	WEE219	HMA024_02	HMA026_02	KAN	HMA024	Ward_3	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_2903	N109_BC09	Elizabethkingia_anophelis	4404038	4360308	B-1;	HIGH_QUAL	WEE219	HMA024_02	HMA026_02	KAN	HMA024	Ward_3	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_3088	N109_BC10	Elizabethkingia_miricola	4399304	4355621	B-1;	HIGH_QUAL	WEE219	HMA024_02	HMA026_02	TET	HMA024	Ward_3	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_28	N109_BC10	Achromobacter_sp.	4862645	212011		MEDIUM_QUAL	WEE219	HMA024_02	HMA026_02	TET	HMA024	Ward_3	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_868	N109_BC11	Bacillus_cereus	5293003	3118306	BLA;	HIGH_QUAL	WEE211	HMCT106	HMCT108	AMP	HMCT106	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	1
s_1845	N109_BC12	Bacillus_thuringiensis	5485298	5430861	BLA;	HIGH_QUAL	WEE121	HMCT082_02	HMCT084_02	AMP	HMCT082	Ward_2	Cardiac_Table	Metal	Empty	2	Standard_wards	3
s_3591	N110_BC06	Enterococcus_sp.	3711854	3657797	VanC1;VanT;VanX-Yc;VanR-C;Aac6-Aph2;TetM;VanS-C;	MEDIUM_QUAL	WEE040	HMBR133_02	HMBR135_02	STREP	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	2	Isolation_rooms	NA
s_5166	N110_BC07	Staphylococcus_capitis	2551003	1309252	Aac6-Aph2;MECA;	HIGH_QUAL	WEE040	HMBR133_02	HMBR135_02	KAN	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	2	Isolation_rooms	NA
s_870	N110_BC08	Bacillus_cereus	4947988	820486	BLA;	HIGH_QUAL	WEE040	HMBR133_02	HMBR135_02	TET	HMBR133	Room_5	Bed_Rail	Plastic	Moderate_(2-5)	2	Isolation_rooms	NA
s_3456	N110_BC09	Enterococcus_faecium	2069942	27522	Aac6-Ii;MsrC;Spc;ErmA;	MEDIUM_QUAL	WEE345	HMBR103	HMBR105	AMP	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_5985	N110_BC09	Staphylococcus_haemolyticus	1870946	28017	TetK;BlaZ;	MEDIUM_QUAL	WEE345	HMBR103	HMBR105	AMP	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_3457	N110_BC10	Enterococcus_faecium	3021916	2570385	VanX-M;VanH-Pt;Spc;VanY-A;VanS-A;VanR-A;ErmA;VanA;Dfr;MsrC;Aac6-Ii;	HIGH_QUAL	WEE345	HMBR103	HMBR105	CHLOR	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_5521	N110_BC10	Staphylococcus_epidermidis	1933900	38833	ErmC;DfrC;BlaZ;	MEDIUM_QUAL	WEE345	HMBR103	HMBR105	CHLOR	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_3458	N110_BC11	Enterococcus_faecium	3064734	2849054	Spc;ErmA;Aac6-Ii;Dfr;MsrC;VanX-M;Spc;VanH-Pt;ErmA;VanA;VanS-A;VanY-A;VanR-A;	HIGH_QUAL	WEE345	HMBR103	HMBR105	KAN	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_5987	N110_BC11	Staphylococcus_haemolyticus	2389909	83095	Aph3-III;Sat4A;BlaZ;BlaZ;TetK;MECA;	MEDIUM_QUAL	WEE345	HMBR103	HMBR105	KAN	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_3459	N110_BC12	Enterococcus_faecium	3020965	742985	Dfr;Spc;ErmA;VanX-M;VanH-Pt;VanA;VanR-A;VanY-A;Spc;Aac6-Ii;ErmA;MsrC;	HIGH_QUAL	WEE345	HMBR103	HMBR105	STREP	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_5988	N111_BC01	Staphylococcus_haemolyticus	2761066	513864	BlaZ;TetK;TetK;MECA;BlaZ;	HIGH_QUAL	WEE345	HMBR103	HMBR105	TET	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_5523	N111_BC01	Staphylococcus_epidermidis	1613892	54148	BlaZ;TetK;	MEDIUM_QUAL	WEE345	HMBR103	HMBR105	TET	HMBR103	Ward_3	Bed_Rail	Metal	Empty	1	Standard_wards	5
s_1849	N111_BC02	Bacillus_thuringiensis	5016294	2045861	BLA;	HIGH_QUAL	WEE061	HMBL019_02	HMBL021_02	AMP	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_6681	N111_BC03	Staphylococcus_hominis	2296719	1160037	MECA;	HIGH_QUAL	WEE061	HMBL019_02	HMBL021_02	CHLOR	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_4696	N111_BC04	Staphylococcus_aureus	2949148	2013587	APH-Stph;Aac3-Ik;NorA;BlaZ;MECA;Aac6-Aph2;TetK;Tet-38;Dha1;	HIGH_QUAL	WEE061	HMBL019_02	HMBL021_02	KAN	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_4697	N111_BC05	Staphylococcus_aureus	2832455	474153	Tet-38;Aac3-Ik;NorA;APH-Stph;MECA;TetK;MECA;MECA;Aac6-Aph2;Dha1;Aac6-Aph2;	HIGH_QUAL	WEE061	HMBL019_02	HMBL021_02	TET	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_5989	N111_BC05	Staphylococcus_haemolyticus	2766638	1428894	BlaZ;MECA;MECA;TetK;	HIGH_QUAL	WEE061	HMBL019_02	HMBL021_02	TET	HMBL019	Ward_2	Bedside_Locker	Wood	Empty	2	MDRO_wards	2
s_5168	N111_BC06	Staphylococcus_capitis	2610548	1384836	Spc;Spc;AadD;ErmA;MECA;ErmA;Aac6-Aph2;DfrC;Spc;ErmA;ErmA;	HIGH_QUAL	WEE244	HMBR058	HMBR060	CHLOR	HMBR058	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	5
s_6683	N111_BC07	Staphylococcus_hominis	2241262	2218947	MECA;DfrC;BlaZ;	HIGH_QUAL	WEE244	HMBR058	HMBR060	KAN	HMBR058	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	5
s_1613	N111_BC08	Bacillus_sp.	4677013	1304863	Dfr;BLA;Dfr;	HIGH_QUAL	WEE244	HMBR058	HMBR060	STREP	HMBR058	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	5
s_4505	N111_BC09	Serratia_sp.	5574936	5519611	SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE190	HMST024_02	HMST026_02	AMP	HMST024	Ward_3	Sink_Trap	Metal	Empty	2	Standard_wards	NA
s_4506	N111_BC10	Serratia_sp.	4752374	2661534	SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE190	HMST024_02	HMST026_02	CHLOR	HMST024	Ward_3	Sink_Trap	Metal	Empty	2	Standard_wards	NA
s_29	N111_BC11	Achromobacter_sp.	6865723	915679		HIGH_QUAL	WEE190	HMST024_02	HMST026_02	KAN	HMST024	Ward_3	Sink_Trap	Metal	Empty	2	Standard_wards	NA
s_30	N111_BC12	Achromobacter_sp.	6474456	531892		HIGH_QUAL	WEE190	HMST024_02	HMST026_02	STREP	HMST024	Ward_3	Sink_Trap	Metal	Empty	2	Standard_wards	NA
s_31	N112_BC01	Achromobacter_sp.	7578785	476673		MEDIUM_QUAL	WEE190	HMST024_02	HMST026_02	TET	HMST024	Ward_3	Sink_Trap	Metal	Empty	2	Standard_wards	NA
s_3677	N112_BC02	Klebsiella_pneumoniae	5391383	5337876	SHV-OKP-LEN;AmpH;	HIGH_QUAL	WEE256	HMBR046	HMBR048	AMP	HMBR046	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	1
s_3594	N112_BC03	Enterococcus_sp.	2999709	1761600	VanC2-4;VanXYc;VanRc;VanSc;VanTc;	HIGH_QUAL	WEE256	HMBR046	HMBR048	TET	HMBR046	Ward_4	Bed_Rail	Plastic	Empty	1	MDRO_wards	1
s_201	N112_BC04	Acinetobacter_baumannii	3931290	3467140	OXA-51;Zn-dependent;Mbl;ADC;	HIGH_QUAL	WEE294	HMBR034	HMBR036	AMP	HMBR034	Ward_3	Bed_Rail	Plastic	Empty	1	MDRO_wards	2
s_4698	N112_BC04	Staphylococcus_aureus	3017192	2689152	BlaZ;MECA;APH-Stph;TetK;Aac6-Aph2;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	WEE294	HMBR034	HMBR036	AMP	HMBR034	Ward_3	Bed_Rail	Plastic	Empty	1	MDRO_wards	2
s_202	N112_BC05	Acinetobacter_baumannii	3947670	3908457	OXA-51;Zn-dependent;Mbl;ADC;	HIGH_QUAL	WEE294	HMBR034	HMBR036	CHLOR	HMBR034	Ward_3	Bed_Rail	Plastic	Empty	1	MDRO_wards	2
s_4699	N112_BC06	Staphylococcus_aureus	3026954	1467767	BlaZ;Aac6-Aph2;MECA;TetK;Tet-38;Dha1;APH-Stph;Aac3-Ik;NorA;	HIGH_QUAL	WEE294	HMBR034	HMBR036	KAN	HMBR034	Ward_3	Bed_Rail	Plastic	Empty	1	MDRO_wards	2
s_3678	N112_BC08	Klebsiella_pneumoniae	5272235	5219907	SHV-OKP-LEN;OqxB;OqxA;AmpH;	HIGH_QUAL	WEE034	HMBL130	HMBL132	AMP	HMBL130	Room_4	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
s_3679	N112_BC09	Klebsiella_pneumoniae	5260901	5208686	SHV-OKP-LEN;OqxB;OqxA;AmpH;	HIGH_QUAL	WEE034	HMBL130	HMBL132	CHLOR	HMBL130	Room_4	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
s_3680	N112_BC10	Klebsiella_pneumoniae	5263034	5210798	SHV-OKP-LEN;OqxB;AmpH;OqxA;	HIGH_QUAL	WEE034	HMBL130	HMBL132	KAN	HMBL130	Room_4	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
s_4155	N112_BC11	Pseudomonas_oryzihabitans	5089016	5038502		HIGH_QUAL	WEE034	HMBL130	HMBL132	STREP	HMBL130	Room_4	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
s_5991	N112_BC11	Staphylococcus_haemolyticus	2525860	2465870	Aac6-Aph2;MECA;BlaZ;Dfr;TetK;	HIGH_QUAL	WEE034	HMBL130	HMBL132	STREP	HMBL130	Room_4	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
s_5526	N112_BC12	Staphylococcus_epidermidis	2668365	2641821	DfrC;MECA;ErmC;Far1;Aac6-Aph2;DfrC;BlaZ;	HIGH_QUAL	WEE034	HMBL130	HMBL132	TET	HMBL130	Room_4	Bedside_Locker	Wood	Moderate_(2-5)	1	Isolation_rooms	NA
s_874	N113_BC01	Bacillus_cereus	4235819	108001	BLA;	MEDIUM_QUAL	WEE367	HMP021	HMP023	AMP	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_4702	N113_BC01	Staphylococcus_aureus	2924434	199189	Dha1;BlaZ;Aac3-Ik;NorA;APH-Stph;TetK;Tet-38;	HIGH_QUAL	WEE367	HMP021	HMP023	AMP	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_5170	N113_BC01	Staphylococcus_capitis	2676327	809515	Aac6-Aph2;	HIGH_QUAL	WEE367	HMP021	HMP023	AMP	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_6684	N113_BC02	Staphylococcus_hominis	2435991	255636	BlaZ;	HIGH_QUAL	WEE367	HMP021	HMP023	CHLOR	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_5171	N113_BC02	Staphylococcus_capitis	2616474	170726	Aac6-Aph2;MECA;	HIGH_QUAL	WEE367	HMP021	HMP023	CHLOR	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_5172	N113_BC03	Staphylococcus_capitis	2189521	739194	Aac6-Aph2;	MEDIUM_QUAL	WEE367	HMP021	HMP023	KAN	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_4705	N113_BC04	Staphylococcus_aureus	3005292	2975411	BlaZ;BlaZ;MECA;Aac6-Aph2;APH-Stph;TetK;Tet-38;Aac3-Ik;Dha1;NorA;	HIGH_QUAL	WEE367	HMP021	HMP023	TET	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_5527	N113_BC04	Staphylococcus_epidermidis	2595778	2442321	Far1;DfrC;MECA;Aac6-Aph2;Aph3-III;	HIGH_QUAL	WEE367	HMP021	HMP023	TET	HMP021	Ward_2	Pulse_Oxymeter	Rubber	Empty	1	Standard_wards	NA
s_5995	N113_BC05	Staphylococcus_haemolyticus	2753011	798890	Dfr;MphC;Aac6-Aph2;MECA;MsrA;BlaZ;	HIGH_QUAL	WEE312	HMCT022	HMCT024	KAN	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	3
s_5528	N113_BC05	Staphylococcus_epidermidis	1674203	33813	MECA;DfrC;	MEDIUM_QUAL	WEE312	HMCT022	HMCT024	KAN	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	3
s_6686	N113_BC06	Staphylococcus_hominis	2304072	2281132	Sat4A;Ant6-Ia;Aph3-III;MECA;BlaZ;Aac6-Aph2;DfrC;	HIGH_QUAL	WEE312	HMCT022	HMCT024	STREP	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	3
s_6687	N113_BC07	Staphylococcus_hominis	2373822	1279602	MECA;TetL;BlaZ;ErmC;	HIGH_QUAL	WEE312	HMCT022	HMCT024	TET	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	3
s_5997	N113_BC07	Staphylococcus_haemolyticus	2578011	243337	Aac6-Aph2;BlaZ;Dfr;BlaZ;TetK;BlaZ;	HIGH_QUAL	WEE312	HMCT022	HMCT024	TET	HMCT022	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	MDRO_wards	3
s_5998	N113_BC08	Staphylococcus_haemolyticus	2699902	2045689	BlaZ;MECA;TetK;BlaZ;TetK;MECA;	HIGH_QUAL	WEE180	HMCT076	HMCT078	AMP	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
s_5530	N113_BC08	Staphylococcus_epidermidis	2503391	1385323	ErmC;Aac6-Aph2;Far1;BlaZ;DfrC;DfrC;	HIGH_QUAL	WEE180	HMCT076	HMCT078	AMP	HMCT076	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	1	Standard_wards	1
